NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	74.117	29.431	18.343	19.213	0.167	0.976	30000.0
2	74.908	28.58	18.376	18.345	0.159	0.978	40000.0
3	71.364	27.312	17.784	17.986	0.154	0.977	20000.0
4	79.722	30.287	21.181	20.554	0.163	0.972	40000.0
5	79.609	29.92	21.182	20.179	0.164	0.973	40000.0
6	80.259	30.56	21.181	20.604	0.167	0.971	50000.0
7	75.648	29.017	18.97	18.828	0.16	0.976	40000.0
8	78.961	30.481	20.781	20.591	0.165	0.972	30000.0
9	82.053	31.349	21.818	21.334	0.168	0.971	30000.0
10	82.842	31.733	21.788	21.772	0.172	0.969	40000.0
