NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	36.043	16.566	8.373	9.574	0.104	0.993	30000.0
2	36.918	16.906	8.429	9.579	0.107	0.993	50000.0
3	36.637	16.677	8.495	9.372	0.102	0.993	40000.0
4	39.584	18.568	9.034	10.702	0.111	0.991	30000.0
5	39.901	17.778	9.253	10.034	0.104	0.993	30000.0
6	36.64	16.599	8.608	9.527	0.104	0.993	40000.0
7	35.871	15.881	8.16	8.925	0.095	0.994	50000.0
8	38.324	17.074	9.129	9.896	0.102	0.993	40000.0
9	35.69	16.327	8.204	9.231	0.101	0.993	40000.0
10	39.737	18.032	9.608	10.802	0.106	0.99	40000.0
