MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.52E-07	4.48E-08	3.21E-08	1.25E-02	9.02E-03	5.22E-08	2.49E-07	4.16E-02	1.31E-02	2.28E-03	4.52E-02
1:Del:C:1	0.00E+00	4.96E-05	6.48E-08	1.24E-02	5.21E-03	0.00E+00	5.30E-08	1.48E-02	8.60E-03	7.34E-04	2.24E-02
1:Del:C:2	1.76E-03	4.39E-08	2.74E-08	5.99E-04	5.70E-04	9.03E-06	1.20E-04	1.79E-03	8.01E-04	3.24E-07	1.09E-04
1:Del:C:3	7.89E-06	2.28E-04	0.00E+00	3.20E-03	7.16E-04	1.50E-04	4.26E-08	1.20E-02	6.35E-03	3.07E-03	3.82E-03
1:Del:C:4	4.57E-03	0.00E+00	4.15E-04	1.28E-03	7.31E-05	9.02E-04	2.17E-04	3.16E-03	3.82E-04	2.06E-03	8.81E-03
1:Del:C:5	3.54E-04	9.25E-04	2.03E-03	1.05E-03	5.49E-04	9.06E-04	1.63E-03	6.61E-03	1.33E-02	1.13E-02	1.99E-02
1:Del:T:0	1.94E-02	0.00E+00	1.07E-03	6.36E-03	4.48E-03	5.10E-04	2.56E-02	5.95E-02	1.93E-02	6.20E-03	1.87E-02
1:Del:T:1	5.38E-07	7.08E-05	4.42E-04	2.93E-03	2.00E-03	8.74E-08	0.00E+00	1.07E-02	3.98E-03	7.57E-04	8.61E-03
1:Del:T:2	4.12E-03	0.00E+00	1.75E-12	8.96E-03	2.60E-03	1.21E-03	2.20E-04	6.51E-03	6.02E-03	4.78E-04	7.15E-03
1:Del:T:3	0.00E+00	6.39E-04	8.49E-04	1.11E-02	2.52E-03	2.18E-03	6.11E-03	8.11E-03	2.59E-03	4.27E-03	2.29E-02
1:Del:T:4	3.77E-04	3.61E-04	3.54E-04	3.92E-03	0.00E+00	4.33E-03	7.98E-04	2.28E-02	1.42E-02	3.91E-03	4.58E-02
1:Del:T:5	1.66E-07	6.99E-08	6.47E-08	5.26E-08	8.73E-07	1.00E-02	1.70E-07	3.25E-03	6.77E-07	6.91E-04	7.14E-02
1:Ins:C:0	4.93E-04	5.51E-08	2.24E-07	1.37E-04	4.72E-04	9.50E-09	5.38E-04	7.12E-03	4.30E-03	1.19E-03	7.43E-04
1:Ins:C:1	3.06E-08	1.90E-04	1.94E-04	6.87E-08	5.13E-04	4.72E-08	6.46E-08	2.35E-03	2.61E-03	4.11E-04	2.58E-06
1:Ins:C:2	1.10E-07	2.02E-08	1.84E-04	2.01E-07	6.08E-04	5.14E-08	9.88E-05	3.83E-04	5.05E-04	2.61E-08	2.00E-07
1:Ins:C:3	1.10E-03	3.49E-04	0.00E+00	8.17E-05	3.73E-05	0.00E+00	1.77E-08	4.05E-07	2.24E-06	4.81E-04	0.00E+00
1:Ins:C:4	3.03E-04	1.34E-04	4.65E-05	1.77E-04	1.08E-04	9.45E-04	2.69E-04	1.76E-07	3.60E-06	1.58E-03	7.52E-03
1:Ins:C:5	5.31E-06	2.40E-03	1.88E-04	1.00E-03	7.51E-04	2.00E-03	2.07E-03	2.27E-02	0.00E+00	2.53E-03	3.77E-02
1:Ins:T:0	2.91E-03	4.69E-04	1.77E-04	3.01E-03	8.48E-04	2.89E-08	0.00E+00	1.08E-02	4.18E-03	2.41E-03	8.13E-03
1:Ins:T:1	8.29E-05	8.89E-09	2.19E-04	1.72E-03	8.62E-04	2.15E-04	6.52E-08	2.41E-03	1.76E-03	4.31E-03	1.38E-03
1:Ins:T:2	2.85E-09	3.45E-05	0.00E+00	5.32E-04	6.84E-04	1.99E-04	3.21E-09	2.00E-07	1.06E-03	4.93E-08	5.71E-04
1:Ins:T:3	4.39E-07	1.30E-03	7.15E-03	4.34E-04	9.52E-04	3.64E-04	9.46E-05	2.25E-04	8.67E-03	3.60E-02	6.73E-03
1:Ins:T:4	1.30E-04	1.73E-03	0.00E+00	7.25E-04	6.59E-04	1.49E-04	2.22E-04	2.52E-03	4.73E-03	7.55E-03	7.85E-04
1:Ins:T:5	6.54E-08	5.52E-03	3.18E-06	4.67E-04	3.95E-07	5.62E-08	2.83E-08	4.40E-02	3.15E-03	1.03E-01	3.85E-02
2:Del:R:0	5.67E-05	0.00E+00	2.90E-03	1.95E-03	1.46E-03	3.24E-04	4.03E-04	1.58E-03	1.70E-02	1.57E-02	5.93E-03
2:Del:R:1	1.02E-03	2.87E-04	7.54E-04	7.51E-04	2.35E-03	3.98E-04	6.89E-05	1.16E-02	2.64E-02	3.41E-03	1.04E-02
2:Del:R:2	1.89E-02	3.06E-08	3.32E-04	6.73E-04	3.77E-04	4.53E-04	3.23E-02	4.51E-02	5.47E-03	1.62E-03	2.63E-03
2:Del:R:3	2.04E-04	2.25E-08	6.28E-03	6.14E-08	4.51E-04	2.38E-07	3.98E-06	4.23E-03	2.20E-03	3.05E-02	3.03E-02
2:Del:R:4	8.62E-08	4.70E-08	3.92E-08	6.16E-05	1.05E-04	6.45E-08	3.86E-08	1.25E-07	6.99E-07	1.09E-07	3.71E-07
2:Del:R:5	4.86E-08	5.83E-08	3.85E-07	4.92E-08	1.97E-04	3.60E-08	2.81E-08	3.88E-04	3.05E-04	4.13E-06	2.11E-07
3:Del:R:0	3.40E-03	5.46E-05	0.00E+00	5.79E-04	2.06E-03	4.16E-08	1.12E-04	2.95E-03	4.08E-03	7.76E-04	5.33E-03
3:Del:R:1	3.07E-04	4.62E-04	1.20E-04	1.14E-03	1.40E-46	6.21E-04	7.28E-04	4.04E-03	5.59E-03	4.93E-04	3.61E-03
3:Del:R:2	0.00E+00	2.32E-04	1.67E-04	8.06E-04	3.19E-04	3.98E-04	1.30E-04	1.69E-03	0.00E+00	0.00E+00	7.39E-04
3:Del:R:3	4.45E-05	1.54E-08	3.78E-04	3.92E-06	1.91E-04	9.05E-05	5.81E-05	1.56E-03	3.81E-04	7.25E-04	1.41E-03
3:Del:R:4	6.38E-08	2.12E-08	2.16E-08	2.02E-08	2.91E-08	1.48E-08	6.93E-08	1.45E-07	8.24E-08	7.59E-08	1.73E-07
3:Del:R:5	6.38E-08	2.12E-08	2.16E-08	2.02E-08	2.91E-08	1.48E-08	6.93E-08	1.45E-07	8.24E-08	7.59E-08	1.73E-07
4:Del:R:0	4.32E-09	1.30E-04	0.00E+00	7.10E-04	1.42E-03	4.95E-08	7.41E-05	1.23E-03	1.36E-03	1.90E-04	2.80E-04
4:Del:R:1	4.96E-04	3.77E-04	1.15E-04	3.45E-04	3.75E-04	6.01E-04	2.56E-08	5.32E-03	6.55E-04	1.03E-03	7.42E-03
4:Del:R:2	8.08E-08	2.30E-08	7.55E-09	4.99E-04	5.95E-05	1.26E-04	3.46E-08	2.95E-04	2.48E-08	1.03E-07	7.34E-04
4:Del:R:3	6.38E-08	2.12E-08	2.16E-08	2.02E-08	2.91E-08	1.48E-08	6.93E-08	1.45E-07	8.24E-08	7.59E-08	1.73E-07
4:Del:R:4	5.57E-08	3.26E-05	3.59E-08	4.12E-08	7.49E-05	6.73E-08	6.81E-08	1.48E-07	1.58E-04	7.89E-08	1.15E-07
4:Del:R:5	6.38E-08	2.12E-08	2.16E-08	2.02E-08	2.91E-08	1.48E-08	6.93E-08	1.45E-07	8.24E-08	7.59E-08	1.73E-07
5:Del:R:0	0.00E+00	2.18E-04	1.79E-07	9.77E-05	9.54E-03	6.91E-08	5.80E-07	1.59E-02	3.82E-02	1.44E-02	3.91E-03
5:Del:R:1	5.12E-04	1.14E-04	3.54E-05	3.62E-04	2.86E-09	4.95E-04	5.97E-04	8.57E-04	0.00E+00	5.21E-04	8.41E-04
5:Del:R:2	4.57E-04	8.74E-08	6.34E-09	2.98E-08	1.08E-04	2.84E-04	9.59E-08	1.27E-07	2.53E-03	6.38E-04	1.25E-03
5:Del:R:3	8.67E-08	5.71E-08	3.41E-08	2.92E-07	7.95E-08	8.32E-05	6.99E-08	2.76E-04	1.58E-04	1.12E-07	2.66E-04
5:Del:R:4	6.38E-08	2.12E-08	2.16E-08	2.02E-08	2.91E-08	1.48E-08	6.93E-08	1.45E-07	8.24E-08	7.59E-08	1.73E-07
5:Del:R:5	3.59E-02	6.46E-08	1.10E-07	3.85E-08	8.45E-08	6.11E-07	9.15E-02	1.63E-02	4.42E-03	2.18E-02	5.85E-03
2:Ins:R:0	1.21E-08	1.67E-04	0.00E+00	5.60E-04	3.00E-04	3.94E-08	5.25E-08	0.00E+00	6.29E-04	4.09E-08	7.85E-04
2:Ins:R:1	3.22E-09	3.02E-04	6.10E-04	3.49E-04	3.10E-07	0.00E+00	1.95E-04	6.45E-07	1.63E-04	3.73E-03	6.17E-04
2:Ins:R:2	8.39E-08	3.10E-05	3.70E-05	4.34E-04	4.67E-04	5.82E-05	5.51E-04	1.01E-03	3.40E-03	1.18E-04	1.07E-03
2:Ins:R:3	1.51E-08	2.47E-04	1.51E-03	2.80E-04	1.50E-08	3.14E-08	7.00E-04	5.63E-04	2.39E-04	8.62E-03	2.11E-03
2:Ins:R:4	1.88E-04	3.51E-04	5.98E-05	8.03E-08	0.00E+00	5.25E-04	3.98E-04	5.84E-04	1.03E-04	3.28E-03	8.88E-04
2:Ins:R:5	3.98E-03	1.88E-03	1.22E-03	5.05E-08	0.00E+00	3.28E-03	6.39E-02	1.08E-02	1.14E-02	9.97E-04	8.77E-03
3:Ins:R:0	5.59E-08	3.69E-05	1.24E-07	3.41E-08	7.37E-08	8.32E-08	3.34E-08	4.78E-04	8.40E-04	1.32E-03	2.83E-07
3:Ins:R:1	4.76E-05	2.41E-08	6.30E-05	2.88E-04	5.42E-05	1.33E-04	5.45E-04	1.15E-03	3.64E-04	9.08E-04	1.56E-03
3:Ins:R:2	6.38E-08	2.12E-08	2.16E-08	2.02E-08	2.91E-08	1.48E-08	6.93E-08	1.45E-07	8.24E-08	7.59E-08	1.73E-07
3:Ins:R:3	8.16E-08	3.61E-08	4.01E-08	5.20E-08	6.71E-08	5.83E-08	6.52E-04	6.31E-04	1.58E-04	1.72E-07	1.04E-04
3:Ins:R:4	2.65E-05	1.22E-07	9.77E-08	3.65E-08	1.61E-04	2.70E-07	1.56E-08	3.44E-04	8.29E-04	4.70E-04	3.21E-04
3:Ins:R:5	1.27E-04	2.82E-04	0.00E+00	1.74E-04	1.22E-07	4.10E-04	1.26E-04	8.17E-04	0.00E+00	1.54E-03	1.10E-03
4:Ins:R:0	8.00E-08	1.74E-07	2.32E-08	1.04E-07	2.50E-04	5.08E-08	1.02E-07	2.97E-08	9.28E-04	7.84E-08	6.86E-08
4:Ins:R:1	5.83E-05	1.03E-04	1.92E-04	2.99E-04	2.20E-04	2.45E-06	3.32E-04	6.24E-03	8.43E-04	0.00E+00	2.57E-03
4:Ins:R:2	2.41E-08	6.20E-07	1.46E-03	0.00E+00	1.11E-07	1.93E-08	9.51E-04	2.47E-07	2.35E-07	5.80E-03	3.39E-03
4:Ins:R:3	6.66E-05	3.75E-07	1.11E-08	2.41E-08	2.58E-08	7.77E-05	3.88E-04	4.61E-04	5.30E-08	1.24E-04	8.08E-08
4:Ins:R:4	3.15E-05	1.43E-04	8.15E-05	5.51E-07	3.33E-04	7.58E-05	0.00E+00	1.04E-03	2.53E-03	5.24E-04	2.78E-04
4:Ins:R:5	5.93E-09	1.04E-04	4.42E-09	5.86E-05	2.67E-04	6.13E-04	5.49E-04	9.13E-04	1.18E-03	2.13E-04	6.16E-04
5:Ins:R:0	3.55E-06	1.05E-07	2.19E-02	1.33E-03	1.69E-07	8.18E-08	3.82E-04	1.95E-06	4.09E-03	3.22E-02	6.12E-02
5:Ins:R:1	4.25E-03	3.02E-04	0.00E+00	0.00E+00	2.18E-03	4.97E-08	3.05E-04	1.26E-03	2.98E-03	1.14E-03	3.93E-04
5:Ins:R:2	6.04E-08	6.14E-08	2.61E-08	1.85E-04	5.35E-08	6.42E-08	1.19E-07	1.70E-04	9.89E-05	1.88E-07	2.15E-06
5:Ins:R:3	1.43E-08	5.66E-05	1.88E-02	2.06E-07	4.39E-04	1.28E-08	1.38E-07	6.53E-04	2.19E-03	2.55E-02	8.31E-04
