MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	6.75E-04	1.20E-03	1.10E-03	1.40E-46	4.14E-03	2.70E-02	3.95E-03	4.16E-02	5.31E-03	7.24E-08	7.03E-02	1.53E-02	3.27E-02	2.97E-02	1.27E-02	2.94E-02	6.03E-03	2.51E-04	1.00E-02	6.91E-03
1:Del:C:1	4.25E-04	0.00E+00	7.63E-03	0.00E+00	3.49E-03	2.13E-02	3.74E-03	2.58E-02	3.78E-03	6.22E-04	4.25E-02	5.00E-03	1.72E-02	4.02E-02	3.56E-02	8.79E-03	9.62E-03	5.37E-03	2.18E-02	2.85E-03
1:Del:C:2	3.87E-08	0.00E+00	4.35E-05	3.62E-08	9.69E-08	2.51E-03	1.70E-03	9.45E-04	6.85E-08	7.69E-08	1.18E-03	2.21E-03	4.27E-03	6.83E-03	3.21E-03	3.82E-03	4.43E-07	6.40E-04	3.71E-04	1.09E-03
1:Del:C:3	3.39E-04	1.21E-04	6.28E-04	3.98E-04	2.53E-03	2.84E-03	2.53E-04	3.00E-03	9.33E-04	4.37E-03	4.71E-03	2.10E-03	1.35E-02	1.13E-03	6.82E-03	3.01E-03	9.20E-07	1.03E-02	2.90E-03	8.79E-03
1:Del:C:4	0.00E+00	3.47E-07	6.58E-04	2.55E-03	5.77E-03	8.90E-04	5.05E-08	1.66E-02	1.86E-03	1.41E-06	1.99E-03	4.31E-08	1.35E-02	7.83E-03	8.42E-03	5.31E-03	6.88E-03	1.11E-03	8.14E-03	2.03E-03
1:Del:C:5	2.86E-04	2.73E-03	2.30E-05	7.01E-03	1.09E-04	1.38E-03	9.59E-08	7.02E-04	0.00E+00	0.00E+00	8.52E-04	1.74E-03	1.91E-03	6.84E-03	6.36E-03	5.69E-04	2.87E-03	1.04E-02	3.44E-04	2.14E-03
1:Del:T:0	3.02E-04	2.37E-04	2.51E-03	2.14E-03	2.16E-02	2.07E-02	7.03E-03	4.79E-02	6.91E-03	2.03E-03	8.82E-03	2.24E-02	3.22E-02	4.14E-02	4.88E-02	1.86E-03	5.23E-03	3.90E-03	3.46E-07	1.75E-02
1:Del:T:1	2.20E-04	0.00E+00	2.00E-07	2.98E-05	3.08E-03	1.16E-02	1.37E-03	9.96E-03	3.93E-04	6.81E-03	2.61E-02	8.16E-03	2.20E-02	1.20E-02	5.86E-03	2.68E-03	3.45E-03	2.06E-03	7.65E-04	1.14E-02
1:Del:T:2	0.00E+00	4.46E-03	6.36E-03	1.32E-04	6.42E-04	1.96E-02	2.54E-03	3.13E-02	4.02E-03	0.00E+00	2.86E-02	5.23E-04	2.18E-02	5.21E-03	7.07E-03	4.13E-03	1.02E-02	3.98E-03	1.33E-07	1.50E-02
1:Del:T:3	5.83E-04	5.21E-04	2.26E-03	7.38E-04	2.71E-03	1.75E-02	0.00E+00	1.87E-02	2.79E-03	4.60E-03	1.60E-02	4.44E-04	4.52E-02	4.95E-02	1.01E-02	2.84E-02	2.00E-02	4.44E-03	7.93E-03	2.72E-03
1:Del:T:4	4.61E-04	1.57E-02	3.89E-04	1.25E-03	8.34E-08	1.92E-02	0.00E+00	1.64E-02	0.00E+00	9.46E-04	1.61E-02	1.51E-03	4.56E-02	2.58E-02	1.61E-02	6.96E-03	1.70E-02	8.12E-04	0.00E+00	5.71E-04
1:Del:T:5	3.46E-08	2.89E-04	1.33E-07	2.32E-02	9.53E-46	1.43E-07	8.93E-07	6.26E-07	5.15E-07	9.24E-08	2.21E-03	2.96E-07	3.93E-07	3.23E-02	9.18E-03	7.64E-07	1.07E-01	8.48E-07	4.90E-06	1.32E-06
1:Ins:C:0	1.39E-08	1.64E-07	1.09E-07	2.10E-07	3.26E-03	5.20E-08	9.83E-04	1.94E-04	4.41E-04	2.28E-04	1.62E-03	1.28E-03	5.29E-08	9.39E-07	1.06E-03	1.05E-06	1.55E-03	2.62E-05	1.27E-03	1.38E-03
1:Ins:C:1	0.00E+00	4.96E-09	3.72E-04	7.14E-04	4.10E-04	2.49E-05	9.26E-04	5.12E-04	2.51E-07	3.99E-04	4.27E-04	1.02E-03	1.87E-04	2.37E-04	7.83E-04	8.03E-04	6.49E-04	4.05E-03	1.10E-03	1.38E-07
1:Ins:C:2	5.64E-04	1.28E-03	0.00E+00	4.80E-04	1.31E-03	3.46E-06	0.00E+00	1.32E-03	0.00E+00	0.00E+00	1.72E-04	7.45E-04	1.66E-03	1.22E-07	7.99E-04	4.75E-04	4.15E-03	6.87E-03	2.71E-03	2.79E-03
1:Ins:C:3	1.50E-04	5.07E-08	1.10E-02	2.44E-07	7.46E-08	8.14E-08	0.00E+00	4.99E-05	6.24E-03	1.51E-02	2.29E-08	2.63E-03	4.64E-07	0.00E+00	1.80E-02	4.41E-04	5.55E-04	3.65E-02	1.94E-07	1.23E-03
1:Ins:C:4	6.18E-05	7.72E-08	4.26E-08	1.01E-03	1.55E-04	2.60E-08	6.03E-04	1.36E-08	4.03E-04	1.68E-04	2.75E-06	1.19E-03	9.85E-05	4.59E-03	5.03E-03	4.05E-03	1.19E-03	1.56E-04	6.32E-04	7.63E-03
1:Ins:C:5	4.43E-04	4.25E-03	2.92E-02	1.40E-46	3.75E-03	8.59E-09	4.20E-05	3.63E-06	1.02E-02	6.04E-02	5.95E-03	1.06E-03	1.19E-02	2.85E-03	2.94E-02	1.40E-02	4.83E-05	5.30E-02	3.27E-02	2.82E-02
1:Ins:T:0	2.60E-04	2.08E-04	0.00E+00	6.02E-03	2.06E-04	1.66E-03	1.67E-03	7.30E-03	9.11E-08	1.11E-02	1.54E-03	1.25E-03	7.25E-03	1.34E-02	2.32E-03	6.94E-03	3.78E-03	8.21E-04	1.16E-02	9.00E-03
1:Ins:T:1	2.99E-04	1.93E-04	1.11E-03	5.17E-09	1.04E-03	2.29E-03	6.30E-04	3.03E-03	3.74E-03	2.65E-04	1.19E-02	3.15E-03	4.56E-03	7.02E-03	9.10E-03	1.25E-02	0.00E+00	1.22E-03	1.42E-06	8.68E-04
1:Ins:T:2	4.96E-08	0.00E+00	7.72E-04	8.05E-05	0.00E+00	4.12E-03	8.78E-04	3.44E-03	1.60E-03	7.52E-04	7.03E-04	9.19E-08	6.19E-04	9.64E-07	1.56E-03	7.27E-03	1.52E-07	2.28E-03	3.71E-06	0.00E+00
1:Ins:T:3	5.06E-03	4.35E-02	6.70E-08	1.34E-07	7.87E-02	5.71E-07	5.24E-07	3.08E-07	3.00E-06	2.59E-03	8.35E-03	4.78E-07	3.79E-07	4.87E-03	1.66E-45	3.45E-06	5.16E-03	5.91E-03	6.47E-02	3.99E-02
1:Ins:T:4	2.41E-03	6.97E-04	0.00E+00	7.50E-03	3.39E-04	3.84E-03	0.00E+00	9.20E-04	1.63E-07	0.00E+00	2.72E-04	1.17E-05	5.79E-03	1.06E-02	6.92E-04	7.81E-04	9.96E-03	7.17E-02	2.05E-04	1.62E-03
1:Ins:T:5	9.08E-03	4.16E-07	1.33E-07	4.20E-46	5.05E-03	1.11E-25	4.56E-07	2.89E-03	4.35E-14	4.04E-03	2.57E-02	8.64E-03	3.88E-03	6.90E-16	1.24E-06	1.06E-01	1.92E-02	2.47E-02	9.20E-03	9.40E-02
