NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.981	20.608	12.462	13.031	0.113	0.988	70000.0
2	54.983	21.133	13.48	13.657	0.113	0.987	40000.0
3	54.407	21.223	13.381	13.546	0.112	0.988	50000.0
4	52.034	20.243	12.498	13.026	0.111	0.988	30000.0
5	50.404	19.945	11.746	12.321	0.112	0.99	50000.0
6	53.654	21.22	12.979	13.958	0.118	0.985	60000.0
7	48.068	19.104	11.22	12.068	0.109	0.989	50000.0
8	49.619	19.541	12.139	12.81	0.116	0.987	60000.0
9	54.702	21.311	13.419	14.008	0.114	0.986	40000.0
10	53.49	21.131	12.544	13.178	0.116	0.988	70000.0
