MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	4.82E-04	5.52E-04	1.52E-03	2.23E-03	1.39E-03
1:Del:C:1	1.47E-04	4.37E-04	3.02E-04	1.93E-03	9.92E-04
1:Del:C:2	1.07E-04	1.02E-04	1.93E-04	2.79E-04	5.50E-04
1:Del:C:3	2.95E-04	4.19E-04	3.21E-04	6.38E-04	5.81E-04
1:Del:C:4	1.51E-04	3.07E-04	2.83E-04	4.83E-04	1.87E-04
1:Del:C:5	3.72E-04	3.79E-04	4.40E-04	5.41E-04	0.00E+00
1:Del:T:0	5.51E-04	7.03E-04	5.17E-04	2.52E-03	1.19E-03
1:Del:T:1	2.33E-08	8.63E-09	1.19E-04	1.23E-03	7.95E-04
1:Del:T:2	6.13E-04	4.48E-04	8.80E-04	1.29E-03	8.59E-04
1:Del:T:3	8.51E-04	1.03E-03	8.04E-04	2.57E-03	1.57E-03
1:Del:T:4	7.40E-04	6.10E-04	1.47E-03	1.98E-03	0.00E+00
1:Del:T:5	2.00E-03	1.12E-03	1.72E-03	1.65E-03	1.93E-03
1:Ins:C:0	4.42E-05	3.65E-08	2.37E-09	9.24E-08	2.20E-04
1:Ins:C:1	1.81E-09	1.05E-04	7.82E-05	2.42E-04	3.12E-04
1:Ins:C:2	1.80E-05	5.47E-05	8.58E-05	9.01E-05	1.45E-04
1:Ins:C:3	8.64E-05	9.50E-05	3.53E-05	5.26E-05	4.50E-09
1:Ins:C:4	2.93E-04	4.46E-04	2.54E-04	1.12E-04	2.20E-04
1:Ins:C:5	3.15E-04	4.74E-04	4.57E-04	1.47E-04	1.42E-04
1:Ins:T:0	1.94E-04	2.42E-04	3.48E-04	8.28E-04	3.51E-04
1:Ins:T:1	4.73E-05	0.00E+00	1.57E-04	5.11E-04	2.98E-04
1:Ins:T:2	1.27E-04	1.83E-04	1.71E-04	4.27E-04	1.29E-04
1:Ins:T:3	1.53E-04	3.08E-04	1.54E-04	4.17E-06	2.63E-04
1:Ins:T:4	4.25E-04	6.58E-04	1.11E-03	5.83E-04	3.03E-04
1:Ins:T:5	2.75E-09	2.59E-03	4.91E-04	4.46E-04	2.88E-03
2:Del:R:0	0.00E+00	0.00E+00	2.78E-04	6.18E-04	7.51E-04
2:Del:R:1	2.43E-04	1.76E-04	4.66E-04	7.48E-04	9.52E-04
2:Del:R:2	2.09E-04	3.17E-04	6.61E-05	6.87E-05	2.68E-04
2:Del:R:3	6.28E-05	2.08E-04	6.32E-06	1.29E-04	5.48E-05
2:Del:R:4	5.89E-05	5.64E-09	1.22E-04	0.00E+00	1.92E-04
2:Del:R:5	6.20E-09	6.92E-06	4.72E-08	2.36E-08	3.37E-04
3:Del:R:0	7.14E-05	1.77E-04	1.11E-09	4.08E-04	8.08E-04
3:Del:R:1	1.10E-04	3.92E-04	4.39E-04	4.43E-04	2.80E-04
3:Del:R:2	1.27E-04	2.49E-04	1.36E-04	3.26E-04	3.72E-04
3:Del:R:3	4.63E-05	1.46E-04	0.00E+00	1.64E-04	0.00E+00
3:Del:R:4	1.52E-09	3.52E-09	3.91E-09	2.79E-09	2.73E-09
3:Del:R:5	1.52E-09	3.52E-09	3.91E-09	2.79E-09	2.73E-09
4:Del:R:0	9.97E-05	8.87E-07	3.00E-04	2.08E-09	7.69E-04
4:Del:R:1	1.84E-04	2.10E-04	6.01E-05	6.45E-04	3.33E-04
4:Del:R:2	6.99E-05	1.34E-04	2.07E-08	2.55E-04	9.08E-05
4:Del:R:3	1.52E-09	3.52E-09	3.91E-09	2.79E-09	2.73E-09
4:Del:R:4	5.66E-08	6.79E-08	3.11E-05	7.06E-05	7.29E-05
4:Del:R:5	4.33E-04	1.37E-04	2.52E-04	8.67E-04	2.34E-04
5:Del:R:0	0.00E+00	6.73E-08	5.55E-07	5.53E-04	2.47E-03
5:Del:R:1	8.44E-05	3.07E-05	7.63E-05	2.37E-08	4.42E-05
5:Del:R:2	0.00E+00	3.14E-04	2.06E-03	1.26E-04	0.00E+00
5:Del:R:3	3.76E-05	3.43E-05	8.62E-08	5.90E-08	7.37E-05
