Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	0	37	0	12	0	0	64	29	35	0	68	0	18	0	17	0
V2	11	52	1	96	0	0	0	0	6	0	19	0	4	5	36	8
V3	22	23	1	0	0	8	0	4	23	1	13	0	0	1	0	10
V4	13	20	15	87	46	42	12	32	90	21	33	0	0	0	13	0
V5	24	19	0	52	0	0	0	0	8	14	13	0	0	0	6	0
V6	0	25	29	0	36	38	0	0	12	15	0	0	0	0	0	0
V7	1	83	0	0	48	1	30	18	0	0	4	1	3	21	0	0
V8	158	9	2	0	18	5	0	3	0	30	0	0	12	0	0	0
V9	36	14	37	36	3	0	15	0	10	22	0	2	22	0	23	0
V10	27	21	12	85	0	0	0	4	66	0	0	47	43	0	0	32
V11	108	0	49	0	81	82	0	31	0	56	0	0	7	0	0	0
V12	56	35	2	1	0	0	9	13	5	0	0	0	5	9	0	24
V13	102	38	35	0	15	19	17	30	0	35	4	0	8	0	0	0
V14	11	7	0	98	0	9	0	10	36	0	0	18	0	7	0	0
V15	22	29	63	61	0	0	24	0	22	110	0	0	9	6	49	0
V16	56	88	2	5	14	12	46	55	0	9	0	1	0	0	0	0
V17	22	62	2	5	145	149	91	65	0	3	0	0	6	10	0	0
V18	31	21	75	0	23	34	3	0	20	25	3	28	4	0	22	8
V19	62	39	11	36	102	77	0	17	44	38	0	18	0	0	0	0
V20	80	80	11	0	0	0	0	3	1	3	0	0	0	0	0	58
V21	0	18	209	140	75	52	0	65	81	102	0	3	0	4	0	0
V22	26	17	1	64	0	1	7	14	0	17	36	0	9	0	0	18
V23	14	33	39	0	0	0	0	0	0	32	0	0	0	0	0	0
V24	359	125	5	74	64	48	18	0	14	0	29	0	0	4	0	0
V25	0	15	191	0	35	41	0	1	0	62	0	0	0	0	0	0
V26	108	7	0	0	56	41	7	18	0	6	0	0	14	19	0	15
V27	60	10	9	3	20	32	5	23	0	0	0	1	0	0	20	1
V28	34	133	146	0	0	0	57	62	0	107	0	0	5	12	0	0
V29	0	0	12	0	23	13	0	13	0	0	0	2	0	0	0	0
V30	188	51	53	47	77	32	16	6	0	4	0	0	0	0	0	32
V31	16	215	16	100	15	21	0	9	0	24	2	47	1	5	44	0
V32	143	61	106	15	0	0	55	7	0	47	13	0	0	8	66	0
V33	44	135	2	0	48	17	0	0	3	5	0	0	10	0	0	16
V34	13	32	5	0	29	11	0	38	0	0	0	1	23	4	0	3
V35	56	133	0	109	109	166	159	110	46	0	61	50	40	0	0	0
V36	0	0	1	0	0	0	42	6	4	0	12	5	8	34	0	0
V37	2	0	2	44	45	41	19	0	162	3	8	0	0	10	0	0
V38	0	0	189	287	3	0	59	30	95	81	21	0	0	0	21	0
V39	136	16	24	0	98	144	0	34	0	34	0	0	0	0	0	0
