NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	82.278	32.405	21.084	21.978	0.198	0.966	70000.0
2	83.953	33.008	20.876	22.096	0.198	0.965	120000.0
3	79.267	31.629	19.086	20.849	0.19	0.969	40000.0
4	82.54	32.019	20.738	21.377	0.19	0.969	20000.0
5	81.241	31.558	20.282	21.236	0.187	0.969	30000.0
6	79.317	31.621	19.664	21.238	0.189	0.968	30000.0
7	77.778	30.478	19.122	20.275	0.185	0.971	30000.0
8	80.144	32.724	19.897	22.254	0.203	0.964	30000.0
9	83.87	32.981	21.253	22.175	0.197	0.967	30000.0
10	78.478	31.428	19.109	20.589	0.197	0.969	30000.0
