NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	39.236	14.541	9.177	8.52	0.086	0.995	40000.0
2	40.366	14.907	9.489	8.842	0.084	0.994	60000.0
3	37.183	13.452	8.314	7.661	0.084	0.996	70000.0
4	41.744	15.696	10.027	9.422	0.088	0.993	70000.0
5	39.746	14.622	9.251	8.437	0.086	0.995	50000.0
6	38.542	14.53	8.997	8.507	0.086	0.995	40000.0
7	39.184	14.551	8.92	8.322	0.084	0.995	100000.0
8	39.281	14.37	8.917	8.058	0.086	0.996	60000.0
9	39.174	14.519	9.091	8.474	0.084	0.995	50000.0
10	39.735	14.439	9.363	8.293	0.084	0.995	30000.0
