MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.56E-02	4.98E-03	1.16E-02
1:Del:C:1	4.13E-03	1.19E-03	3.66E-03
1:Del:C:2	2.86E-04	1.83E-04	1.53E-04
1:Del:C:3	2.03E-04	2.87E-04	3.92E-04
1:Del:C:4	4.43E-04	3.50E-05	4.72E-04
1:Del:C:5	3.78E-04	6.22E-04	4.35E-04
1:Del:T:0	4.44E-03	5.53E-04	4.66E-03
1:Del:T:1	2.12E-03	6.45E-04	1.68E-03
1:Del:T:2	3.61E-03	7.10E-04	3.51E-03
1:Del:T:3	4.01E-03	1.01E-03	3.20E-03
1:Del:T:4	2.17E-03	2.41E-03	2.81E-03
1:Del:T:5	3.00E-02	4.53E-02	2.37E-03
1:Ins:C:0	1.80E-04	1.25E-08	2.32E-04
1:Ins:C:1	9.57E-04	7.89E-04	6.48E-04
1:Ins:C:2	9.33E-05	9.90E-09	1.07E-04
1:Ins:C:3	1.95E-02	1.66E-02	1.51E-02
1:Ins:C:4	1.61E-04	1.22E-04	2.67E-04
1:Ins:C:5	2.22E-03	5.04E-02	1.72E-03
1:Ins:T:0	7.50E-04	3.40E-04	6.37E-04
1:Ins:T:1	5.78E-04	1.57E-04	4.68E-04
1:Ins:T:2	1.68E-04	0.00E+00	1.60E-04
1:Ins:T:3	1.07E-04	1.54E-04	3.86E-04
1:Ins:T:4	2.67E-04	2.02E-04	1.38E-03
1:Ins:T:5	3.18E-03	4.01E-03	7.42E-02
2:Del:R:0	7.56E-04	2.60E-04	5.49E-04
2:Del:R:1	2.11E-04	2.07E-04	4.74E-04
2:Del:R:2	1.55E-04	1.03E-04	1.54E-04
2:Del:R:3	5.81E-05	8.88E-05	1.80E-04
2:Del:R:4	3.29E-05	3.11E-09	7.87E-05
2:Del:R:5	4.31E-04	3.05E-04	3.03E-04
3:Del:R:0	4.68E-04	2.35E-04	5.01E-04
3:Del:R:1	2.31E-04	1.73E-04	4.42E-04
3:Del:R:2	7.55E-05	7.80E-05	1.00E-04
3:Del:R:3	3.62E-05	8.16E-05	4.46E-05
3:Del:R:4	8.23E-09	9.59E-09	5.70E-09
3:Del:R:5	8.23E-09	9.59E-09	5.70E-09
4:Del:R:0	2.10E-04	8.51E-05	1.74E-04
4:Del:R:1	1.99E-04	1.41E-04	3.26E-04
4:Del:R:2	9.79E-05	3.82E-05	9.59E-05
4:Del:R:3	1.99E-05	2.09E-05	9.88E-07
4:Del:R:4	8.23E-09	9.59E-09	5.70E-09
4:Del:R:5	6.14E-07	5.25E-05	2.97E-05
5:Del:R:0	1.00E-02	6.73E-04	1.20E-02
5:Del:R:1	2.15E-04	2.48E-04	4.08E-05
5:Del:R:2	4.77E-05	1.94E-08	9.09E-05
5:Del:R:3	2.02E-05	4.30E-05	4.49E-08
5:Del:R:4	2.57E-05	3.43E-05	3.45E-08
5:Del:R:5	8.23E-09	9.59E-09	5.70E-09
2:Ins:R:0	1.87E-04	6.82E-09	1.95E-04
2:Ins:R:1	2.20E-04	2.60E-04	9.30E-05
2:Ins:R:2	1.16E-04	8.16E-05	2.55E-04
2:Ins:R:3	4.87E-05	5.32E-05	6.17E-05
2:Ins:R:4	5.90E-05	1.56E-04	2.83E-04
2:Ins:R:5	3.09E-04	8.02E-04	6.55E-04
3:Ins:R:0	4.35E-05	1.24E-05	6.73E-05
3:Ins:R:1	1.05E-04	1.07E-04	2.68E-05
3:Ins:R:2	1.19E-02	9.92E-03	9.53E-03
3:Ins:R:3	1.46E-04	1.80E-04	1.87E-04
3:Ins:R:4	5.93E-05	6.25E-05	4.74E-05
3:Ins:R:5	1.13E-04	2.47E-04	1.71E-04
4:Ins:R:0	4.09E-05	1.09E-04	7.50E-05
4:Ins:R:1	3.69E-02	3.14E-02	2.95E-02
4:Ins:R:2	4.34E-08	4.76E-08	7.18E-05
4:Ins:R:3	3.47E-05	1.46E-05	5.36E-05
4:Ins:R:4	4.02E-08	8.65E-05	5.41E-05
4:Ins:R:5	1.52E-04	2.46E-04	1.95E-04
5:Ins:R:0	2.87E-05	3.60E-05	3.70E-05
5:Ins:R:1	6.16E-04	1.62E-04	6.20E-04
5:Ins:R:2	1.80E-05	5.67E-08	1.38E-05
5:Ins:R:3	2.61E-08	3.56E-08	1.09E-04
5:Ins:R:4	4.27E-05	2.18E-05	5.19E-05
5:Ins:R:5	3.15E-05	4.43E-05	2.08E-05
2:Del:M:1	3.48E-04	2.08E-04	3.81E-04
3:Del:M:1	4.95E-04	2.70E-04	4.85E-04
3:Del:M:2	2.47E-04	2.62E-04	1.87E-04
4:Del:M:1	5.05E-04	3.29E-05	4.81E-04
4:Del:M:2	2.74E-04	1.79E-04	2.19E-04
4:Del:M:3	4.42E-03	3.41E-03	3.20E-03
5:Del:M:1	1.59E-02	7.37E-05	1.99E-02
5:Del:M:2	6.22E-03	1.06E-03	7.25E-03
5:Del:M:3	1.79E-03	4.47E-04	1.88E-03
5:Del:M:4	9.14E-04	9.37E-05	1.28E-03
5:Del:M:5	6.29E-04	5.31E-05	5.83E-04
