Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	62	6	43	44	36	0	12	0	0	0	0	5	0	0	14	0	0
V2	80	11	4	48	31	0	12	1	0	0	3	0	0	0	0	6	0
V3	0	2	46	0	0	38	14	24	13	3	1	0	13	27	3	0	0
V4	529	43	3	26	53	28	5	11	0	0	1	13	1	0	4	80	0
V5	36	17	20	12	5	53	0	12	11	21	5	7	5	0	0	0	0
V6	14	43	77	26	24	11	20	0	0	6	10	0	0	6	0	0	11
V7	0	12	24	24	0	0	3	7	13	12	9	2	0	0	0	10	0
V8	7	17	35	128	3	5	3	0	96	101	2	11	0	0	12	0	0
V9	16	10	17	19	123	0	5	0	0	4	0	18	1	0	3	1	0
V10	103	19	25	32	4	3	10	3	9	13	4	0	9	7	33	3	0
V11	45	58	111	18	0	8	9	0	28	16	16	0	12	0	0	7	20
V12	0	57	22	25	10	44	2	151	9	12	24	5	0	40	1	0	0
V13	20	27	78	125	116	0	56	0	0	11	26	46	0	0	1	9	0
V14	151	0	8	0	0	16	12	39	3	3	0	0	10	2	7	1	0
V15	21	17	13	6	44	0	16	6	14	9	1	0	11	0	0	1	23
V16	0	0	1	52	85	23	0	37	0	0	0	3	12	1	0	0	5
V17	45	15	22	13	1	1	3	0	3	18	0	0	2	26	1	0	17
V18	36	23	96	47	2	8	12	16	71	73	16	0	16	10	1	23	6
V19	16	59	4	3	4	101	0	6	0	0	50	9	20	47	0	0	0
V20	0	41	45	28	30	5	39	2	0	0	0	10	0	0	15	0	0
V21	46	11	66	21	2	4	27	7	17	28	2	3	0	18	5	1	0
V22	72	6	24	20	30	0	0	0	8	1	0	11	1	0	0	1	0
V23	73	8	5	0	4	19	0	16	6	3	8	8	14	27	3	0	0
V24	20	0	13	61	28	31	17	10	0	1	8	29	31	0	1	2	0
V25	0	0	14	6	16	18	13	18	0	11	7	0	0	16	0	0	13
V26	42	11	39	42	30	31	29	16	0	0	9	45	0	0	7	0	0
V27	251	6	20	264	207	22	1	6	0	2	34	47	7	0	5	31	0
V28	7	358	4	6	10	1	7	7	0	7	31	2	0	5	0	37	0
V29	75	0	8	0	4	35	0	0	1	3	2	3	8	3	0	4	0
V30	21	1	12	40	83	3	4	0	0	4	0	2	0	0	1	4	0
V31	0	0	39	2	3	3	28	0	8	0	1	2	0	0	31	0	0
V32	42	48	199	17	0	6	132	21	47	13	2	7	6	0	8	0	0
V33	8	23	17	42	19	3	0	0	23	5	0	7	0	4	0	0	0
V34	20	14	3	20	22	0	2	0	0	0	0	0	0	0	4	1	0
V35	9	80	0	0	0	0	1	1	0	3	6	0	1	12	0	9	0
V36	45	7	16	61	43	0	8	0	0	1	0	8	0	0	0	0	0
V37	76	19	101	44	30	22	24	5	8	0	11	12	17	4	18	4	0
V38	48	49	0	0	0	2	1	12	0	0	11	0	2	2	4	11	0
V39	121	154	29	13	15	3	3	4	0	5	20	6	7	23	0	17	15
V40	0	126	50	30	23	33	29	27	0	6	39	22	29	56	16	0	0
V41	178	60	2	39	47	0	2	0	0	0	17	13	0	0	0	1	0
V42	0	0	35	21	0	129	21	20	17	18	0	5	0	0	23	0	0
V43	156	112	47	32	96	0	39	0	0	0	4	8	5	0	0	13	23
V44	3	0	4	11	12	0	3	0	2	0	0	7	0	0	0	0	0
V45	45	32	2	56	161	0	2	0	0	6	10	24	2	1	0	4	0
V46	12	5	5	2	0	45	2	6	0	0	20	4	22	0	0	0	0
V47	0	86	18	22	34	31	9	7	0	6	29	11	0	0	1	15	0
V48	0	124	32	28	13	11	4	0	12	12	0	1	6	0	8	4	3
V49	105	0	19	16	11	19	8	7	0	5	0	0	1	0	33	0	0
V50	76	13	67	3	2	64	61	70	0	0	15	18	28	46	0	0	0
V51	2	0	5	39	31	65	6	13	0	24	36	6	19	0	15	0	0
V52	0	0	4	141	93	2	26	21	0	0	6	58	0	2	0	0	0
V53	1	24	3	0	1	7	0	0	0	0	1	2	2	3	0	5	0
V54	18	27	19	1	0	0	19	0	8	4	0	0	2	3	15	1	0
