NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.092	17.112	10.531	10.323	0.108	0.992	30000.0
2	52.879	19.829	12.989	12.803	0.11	0.988	50000.0
3	50.8	19.196	11.839	12.102	0.112	0.988	40000.0
4	46.72	17.517	10.788	10.804	0.108	0.989	30000.0
5	52.047	19.427	12.299	12.232	0.114	0.989	50000.0
6	48.779	18.205	11.3	11.276	0.107	0.989	50000.0
7	52.242	19.812	13.054	13.059	0.113	0.984	70000.0
8	47.309	18.001	10.774	11.314	0.106	0.989	60000.0
9	47.66	17.782	11.238	11.132	0.108	0.991	40000.0
10	50.478	18.791	11.855	11.612	0.111	0.99	40000.0
