Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V29	119	55	7	75	0	76	0	0	0	36	0	0	0	0	0	0	0	0	0
V30	1	15	88	12	1	14	16	0	1	2	20	0	39	15	36	11	0	2	0
V31	184	0	11	0	81	0	38	0	17	81	18	12	0	21	2	0	0	4	0
V32	44	5	107	7	0	1	4	0	0	5	0	0	80	0	0	0	0	0	0
V33	16	0	1	11	83	2	13	1	43	6	31	0	0	17	0	8	3	0	0
V34	147	15	37	63	0	20	14	13	10	61	8	21	0	0	0	0	0	0	10
V35	22	2	3	0	0	0	5	0	6	9	8	0	0	0	0	7	0	0	0
V36	5	4	31	31	18	23	11	0	6	2	11	0	0	15	0	2	0	0	0
V37	14	149	5	44	33	25	65	0	0	0	13	0	4	8	5	0	14	0	0
V38	3	73	62	0	29	0	26	75	39	6	6	33	0	0	0	0	33	0	0
V39	30	3	16	0	4	0	0	0	6	26	0	0	8	1	12	15	0	0	0
V40	18	5	13	40	2	10	16	0	2	12	9	3	0	10	0	8	2	0	28
V41	9	23	399	0	5	5	8	51	33	11	19	39	95	10	0	0	49	5	0
V42	27	0	67	24	16	18	22	0	0	10	12	0	4	5	0	0	0	2	0
V43	19	0	36	15	24	8	43	0	0	9	23	0	0	7	74	0	0	0	0
V44	0	49	62	144	7	96	0	47	5	0	7	65	0	6	2	0	4	10	2
V45	20	79	5	34	106	18	48	0	9	26	22	3	0	9	22	0	2	26	0
V46	5	83	18	8	0	6	4	0	0	0	4	0	13	0	8	9	2	22	0
V47	17	76	0	1	58	7	63	0	0	11	23	0	31	26	0	0	6	2	0
V48	75	16	10	21	5	13	15	31	21	13	2	2	0	0	0	44	0	0	0
V49	0	4	0	4	0	1	0	0	6	1	0	15	0	3	0	0	0	0	0
V50	3	351	0	176	0	117	0	0	0	5	0	0	1	0	3	0	18	0	0
V51	69	0	53	19	0	22	16	0	0	26	4	0	51	0	0	0	0	0	0
V52	197	0	42	17	0	23	7	0	0	53	0	4	0	9	0	0	0	0	0
V53	19	140	0	151	139	89	34	0	0	5	40	0	20	21	0	0	14	23	0
V54	52	38	3	1	19	0	0	0	0	29	9	26	0	9	42	0	0	0	0
V55	0	0	1	55	12	35	9	23	31	12	0	20	0	0	0	13	0	10	0
V56	4	0	3	12	7	18	34	0	0	6	10	5	0	4	15	0	0	0	0
V57	83	48	14	1	0	2	0	4	0	13	0	0	4	0	0	44	0	27	0
V58	211	2	35	56	0	62	6	0	0	56	4	0	10	0	0	0	0	0	0
V59	44	102	11	0	100	0	30	16	17	22	14	0	0	28	74	0	0	0	0
V60	2	50	7	20	0	9	0	1	0	0	0	0	7	0	0	11	6	0	0
V61	0	8	80	118	0	89	2	16	19	0	6	12	88	0	0	0	0	3	6
V62	26	2	1	5	0	3	24	0	0	5	3	0	0	16	0	0	10	0	0
V63	56	56	153	133	0	83	13	10	15	7	20	0	37	0	0	0	28	0	19
V64	9	0	5	63	0	66	5	23	13	0	5	0	0	1	0	9	2	0	0
V65	2	262	11	6	0	2	0	40	0	7	2	1	21	2	0	0	0	4	0
V66	74	25	46	32	0	14	0	12	12	11	5	21	22	7	1	0	0	0	5
V67	32	7	4	27	0	26	0	0	0	15	0	0	0	0	0	0	0	0	0
V68	3	57	1	5	9	5	37	0	0	6	11	0	0	16	53	4	0	1	0
V69	39	13	41	1	0	1	0	0	0	12	2	0	0	0	0	0	0	0	0
V70	31	0	1	57	78	13	73	0	0	7	40	0	0	39	0	0	10	0	0
V71	5	39	13	11	35	5	9	62	69	1	1	52	0	17	0	0	19	0	0
V72	13	188	2	140	0	120	1	0	0	0	5	0	0	0	0	0	0	0	0
V73	49	80	53	0	53	0	27	3	14	11	31	0	16	15	0	0	23	21	0
V74	19	43	2	15	0	11	0	0	0	5	3	0	0	1	0	27	0	0	0
V75	11	5	70	1	0	1	15	1	1	0	9	2	23	5	24	0	0	0	0
V76	24	192	58	0	45	0	110	23	0	14	21	0	15	24	59	0	11	18	0
V77	12	69	4	2	28	4	51	5	19	1	36	21	0	7	0	33	0	0	0
V78	3	16	1	2	17	1	22	3	0	9	6	12	0	12	8	0	0	0	0
V79	1	21	8	0	16	10	7	86	90	4	1	57	10	12	9	31	0	0	0
V80	41	0	29	4	72	0	57	2	0	10	28	19	0	14	1	0	0	18	0
V81	6	11	7	0	7	0	0	2	3	0	0	0	0	1	22	8	0	0	0
V82	107	16	3	1	0	1	1	3	5	13	0	8	0	0	0	0	0	0	0
V83	30	33	2	41	17	44	12	11	1	0	0	0	0	8	0	13	0	0	0
V84	0	50	70	96	0	52	0	0	0	1	4	0	4	0	0	0	0	15	0
V85	22	2	0	24	112	15	38	10	0	15	52	0	0	16	10	8	1	0	0
V86	87	0	10	12	0	5	0	6	0	16	0	0	1	1	0	0	0	0	0
V87	1	49	0	11	14	1	5	4	10	0	8	10	0	0	13	4	0	0	20
V88	19	27	2	11	0	3	10	40	85	8	0	13	0	12	0	86	0	16	0
V89	4	34	5	5	42	3	13	5	0	4	15	10	0	0	27	0	0	6	1
V90	106	0	64	0	2	3	0	10	64	25	2	26	9	10	3	8	0	0	0
V91	46	59	13	0	4	6	38	55	53	23	0	11	7	0	10	0	4	30	0
V92	3	29	55	0	11	0	3	35	17	0	0	37	0	0	0	0	3	0	7
V93	52	4	10	13	42	11	60	0	82	21	11	6	0	30	0	0	15	0	0
V94	17	9	27	2	0	1	9	2	0	1	4	14	3	0	28	10	1	0	13
V95	216	2	36	8	0	9	7	0	0	60	2	0	5	0	0	0	0	0	0
V96	21	42	2	58	33	41	7	0	0	6	10	0	1	6	2	0	0	4	0
V97	51	0	14	12	24	10	31	0	0	13	14	0	0	27	0	0	8	0	0
V98	109	3	77	5	0	5	0	11	0	33	10	18	0	2	0	0	1	0	2
V99	9	12	10	0	14	2	0	19	10	10	11	8	0	2	0	0	8	5	0
V100	19	0	62	5	79	11	19	36	26	2	25	23	0	20	11	1	0	10	0
