Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	40	0	57	0	52	0	24	46	0	12	15	4	14	6	14	0	0	0	0
V2	12	0	7	2	39	0	69	36	24	0	23	16	0	40	0	15	7	0	0
V3	10	1	14	2	0	7	9	0	39	2	0	0	7	6	0	5	9	0	0
V4	164	0	59	20	73	9	25	1	1	51	39	0	0	23	0	1	23	0	0
V5	127	43	202	16	0	8	0	3	32	38	2	29	11	2	0	0	0	0	0
V6	45	2	17	33	0	31	1	2	16	11	0	5	0	0	0	0	0	0	5
V7	0	2	0	38	0	14	6	26	13	4	0	23	0	0	0	0	0	0	0
V8	12	46	24	96	0	48	0	0	20	3	0	0	6	0	0	2	0	0	2
V9	56	22	13	5	64	5	20	0	0	26	34	0	0	4	0	0	2	11	0
V10	15	2	7	12	0	5	1	10	0	11	0	50	0	3	0	22	0	0	0
V11	17	42	142	37	0	22	0	0	0	7	12	0	50	0	0	0	3	0	17
V12	41	59	19	6	21	0	26	0	0	11	3	0	0	8	20	17	0	42	0
V13	7	97	4	0	0	2	0	0	0	4	2	0	0	0	5	0	9	0	0
V14	5	0	7	6	0	13	0	7	0	0	0	4	0	1	0	0	4	0	18
V15	2	59	150	0	0	0	0	0	0	4	22	0	9	6	20	0	0	1	0
V16	114	24	5	4	19	2	35	0	6	37	5	0	0	11	38	0	0	0	0
V17	27	14	122	4	41	1	88	2	6	1	0	0	6	12	0	0	33	0	29
V18	3	28	3	113	1	52	8	67	10	0	0	22	0	0	0	0	0	0	10
V19	2	88	0	21	0	9	21	29	56	0	0	28	7	6	0	31	0	0	0
V20	0	13	47	64	17	39	19	1	0	0	9	0	0	2	0	0	20	0	0
V21	11	133	21	16	27	10	0	196	101	0	12	12	14	16	0	0	3	13	0
V22	4	28	29	8	1	6	0	15	0	4	5	19	0	0	7	42	2	0	22
V23	44	11	161	4	0	1	20	30	20	14	4	23	0	15	0	6	0	8	18
V24	0	29	0	38	0	16	27	45	43	3	1	25	0	2	0	0	0	0	9
V25	71	0	99	92	9	70	3	0	3	25	5	4	38	0	0	0	5	0	8
V26	31	27	2	81	72	18	102	0	3	16	37	0	0	33	0	0	37	10	0
V27	135	23	11	23	0	32	15	66	38	39	0	6	0	2	0	9	0	0	0
V28	1	22	1	33	18	32	31	0	0	0	11	0	0	17	0	0	17	0	0
