NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	123.863	45.213	35.337	31.954	0.278	0.928	30000.0
2	127.624	46.209	36.427	32.47	0.288	0.927	30000.0
3	126.686	46.448	36.17	32.835	0.293	0.923	20000.0
4	126.481	45.758	36.373	32.367	0.282	0.924	20000.0
5	125.667	45.396	35.054	31.122	0.286	0.932	20000.0
6	125.84	45.224	36.183	31.885	0.281	0.926	30000.0
7	125.446	45.51	35.351	31.49	0.283	0.93	20000.0
8	125.518	45.301	36.188	31.934	0.282	0.927	20000.0
9	126.966	46.025	36.035	32.035	0.296	0.923	20000.0
10	123.503	44.746	34.954	31.242	0.281	0.929	60000.0
