Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	25	31	0	10	10	2	1
V2	0	7	2	248	48	15	15
V3	25	15	0	29	60	11	1
V4	48	5	1	9	22	36	0
V5	20	9	110	197	23	8	0
V6	0	242	70	98	6	22	0
V7	62	5	43	8	0	5	34
V8	56	1	9	1	4	6	0
V9	27	40	0	109	18	18	28
V10	205	0	22	23	25	20	27
V11	0	2	139	72	37	12	0
V12	275	9	21	51	8	8	0
V13	43	25	27	0	24	129	0
V14	84	22	153	4	6	11	0
V15	123	1	37	6	106	46	20
V16	7	47	106	15	84	0	43
V17	1	34	189	0	0	82	17
V18	130	30	100	30	0	0	18
V19	2	3	0	16	104	13	72
V20	0	131	120	8	56	29	50
V21	68	60	160	96	219	154	0
V22	5	35	0	74	3	4	0
V23	95	9	91	0	27	10	43
V24	0	11	1	261	20	3	30
V25	72	7	8	41	33	1	0
V26	2	6	75	39	0	20	0
V27	51	5	33	180	37	0	62
V28	0	42	16	58	155	4	0
V29	107	20	60	0	0	0	11
V30	218	55	75	42	10	5	46
V31	121	72	0	0	4	46	0
V32	176	363	246	0	14	4	0
V33	1	15	43	28	0	55	0
V34	480	27	0	37	5	12	2
V35	220	1	47	26	0	13	0
V36	0	123	14	2	39	13	0
V37	91	17	1	37	150	7	0
V38	41	15	2	59	6	73	0
V39	54	0	59	13	3	155	0
V40	0	43	15	25	0	59	31
V41	45	1	50	2	0	3	0
V42	57	0	152	5	18	49	20
V43	44	1	4	2	0	10	0
V44	0	17	1	7	3	30	2
V45	3	13	47	0	12	8	4
V46	122	6	32	0	26	12	0
V47	26	45	0	46	0	13	10
V48	126	42	0	4	83	7	6
V49	16	67	4	0	11	34	0
V50	3	7	26	0	0	14	4
V51	264	11	74	11	9	0	0
V52	16	23	15	4	30	9	7
V53	40	84	0	16	8	25	0
V54	79	10	78	38	18	52	0
V55	14	9	24	9	3	78	27
V56	3	148	2	0	82	8	0
V57	7	13	0	16	0	6	0
V58	0	59	168	82	38	26	1
V59	1	9	78	0	13	31	0
V60	19	2	2	75	27	37	0
V61	23	1	0	4	14	17	0
V62	0	95	18	66	163	78	1
V63	267	25	2	0	6	19	0
V64	58	5	70	13	19	91	0
V65	27	15	54	71	13	1	0
V66	29	170	1	41	0	0	8
V67	7	0	7	1	3	4	0
V68	97	0	103	112	3	0	55
V69	26	33	0	20	109	0	25
V70	26	16	20	0	0	10	8
V71	1	9	2	0	25	4	0
V72	9	0	132	4	90	19	1
V73	1	7	31	83	61	4	0
V74	3	16	0	2	112	1	11
V75	55	1	43	10	34	4	0
V76	33	0	0	179	46	4	59
V77	59	0	7	27	34	21	4
V78	69	39	18	2	37	99	9
V79	41	139	193	21	0	84	0
V80	23	12	5	102	12	51	0
V81	0	40	5	0	27	3	15
V82	75	2	1	0	31	25	10
V83	146	6	1	82	23	25	0
V84	57	4	1	0	19	0	0
V85	0	85	89	35	19	1	4
V86	0	50	0	65	24	71	0
V87	16	0	22	46	3	45	8
V88	7	20	17	0	15	25	25
V89	9	54	1	0	45	46	0
V90	14	123	1	0	9	0	0
V91	192	5	0	22	27	64	61
V92	0	473	25	20	4	5	1
V93	0	29	0	32	19	23	1
V94	82	46	0	41	0	0	18
V95	11	12	0	10	55	3	0
V96	26	84	36	4	0	18	18
V97	0	338	106	19	20	33	15
V98	15	4	5	22	8	0	0
V99	19	38	88	1	31	24	1
V100	19	10	89	155	26	76	0
