Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	1.28E+00	3.47E+00	0.00E+00	1.22E+00	1.09E+00	4.90E-01	2.88E+00
V2	0.00E+00	1.38E+00	7.92E-01	1.29E+01	3.65E+00	1.49E+00	1.41E+01
V3	1.88E+00	1.91E+00	0.00E+00	2.63E+00	2.21E+00	8.49E-01	3.75E+00
V4	1.57E+00	6.87E-01	2.21E-01	7.89E-01	1.32E+00	2.09E+00	6.74E-01
V5	2.50E+00	1.14E+00	1.44E+01	6.33E+00	2.27E+00	1.41E+00	1.61E+01
V6	0.00E+00	3.17E+00	4.99E+00	6.61E+00	1.52E+00	2.16E+00	8.92E+00
V7	1.26E+00	1.04E+00	3.14E+00	1.87E+00	7.57E-01	9.64E-01	3.85E+00
V8	1.36E+00	4.27E-01	1.45E+00	2.91E-01	7.02E-01	7.61E-01	1.00E-01
V9	3.72E+00	4.32E+00	9.29E-01	1.08E+01	1.71E+00	1.45E+00	1.52E+01
V10	3.30E+00	1.53E-01	3.29E+00	3.01E+00	3.81E+00	1.63E+00	4.19E+00
V11	0.00E+00	4.67E-01	1.42E+01	5.83E+00	2.65E+00	1.23E+00	1.73E+01
V12	2.34E+00	1.32E+00	2.63E+00	4.26E+00	1.13E+00	1.08E+00	4.24E+00
V13	1.34E+00	2.70E+00	1.18E+00	2.00E-01	3.17E+00	9.49E+00	1.14E+01
V14	1.94E+00	2.19E+00	2.96E+00	4.90E-01	1.44E+00	1.51E+00	3.14E+00
V15	3.43E+00	6.19E-01	3.84E+00	1.58E+00	6.72E+00	4.99E+00	1.26E+01
V16	1.80E+00	2.10E+00	1.18E+01	2.89E+00	4.68E+00	3.33E-01	1.30E+01
V17	5.58E-01	4.03E+00	3.23E+00	5.47E-01	1.00E-01	3.58E+00	3.38E+00
V18	3.10E+00	3.63E+00	1.21E+01	5.56E+00	7.22E-01	0.00E+00	1.43E+01
V19	1.59E+00	1.61E+00	1.83E+00	3.63E+00	4.66E+00	1.26E+00	4.57E+00
V20	1.19E+00	3.65E+00	7.20E+00	2.67E+00	3.41E+00	1.59E+00	6.93E+00
V21	4.94E+00	6.54E+00	7.20E+00	4.56E+00	7.93E+00	1.63E+01	2.29E+01
V22	9.21E-01	2.48E+00	0.00E+00	5.67E+00	7.95E-01	6.87E-01	6.89E+00
V23	2.28E+00	8.83E-01	9.75E+00	6.05E-01	4.43E+00	6.53E-01	1.22E+01
V24	5.12E-01	2.32E+00	1.31E+00	1.15E+01	2.56E+00	1.36E+00	1.24E+01
V25	1.08E+00	1.11E+00	1.10E+00	3.01E+00	1.90E+00	6.84E-01	3.68E+00
V26	5.77E-01	1.35E+00	8.81E+00	1.66E+00	3.40E-01	1.19E+00	9.69E+00
V27	5.01E+00	1.45E+00	4.93E+00	1.32E+01	3.24E+00	3.14E-01	1.48E+01
V28	0.00E+00	2.04E+00	2.23E+00	1.55E+00	8.81E+00	6.71E-01	8.65E+00
V29	2.33E+00	1.65E+00	6.69E+00	4.67E-01	0.00E+00	0.00E+00	7.19E+00
V30	2.92E+00	2.63E+00	8.57E+00	5.74E+00	1.51E+00	1.37E+00	1.05E+01
V31	1.44E+00	4.19E+00	0.00E+00	0.00E+00	3.27E-01	4.25E+00	5.23E+00
V32	5.29E+00	1.25E+01	6.51E+00	0.00E+00	2.05E+00	4.82E-01	1.42E+01
V33	3.67E-01	1.69E+00	5.29E+00	2.66E+00	4.01E-01	1.35E+00	6.46E+00
V34	2.78E+00	3.46E+00	0.00E+00	4.23E+00	1.76E+00	1.41E+00	4.60E+00
V35	4.32E+00	1.33E-01	2.72E+00	2.76E+00	4.42E-01	1.48E+00	4.20E+00
V36	0.00E+00	2.48E+00	1.79E+00	5.22E-01	3.00E+00	9.57E-01	1.69E+00
V37	2.66E+00	2.01E+00	4.28E-01	4.86E+00	4.83E+00	8.27E-01	6.69E+00
V38	3.75E+00	2.07E+00	6.83E-01	2.70E+00	1.05E+00	2.37E+00	4.86E+00
V39	2.35E+00	0.00E+00	1.98E+00	1.42E+00	1.16E+00	7.18E+00	7.83E+00
V40	8.09E-01	2.32E+00	1.67E+00	3.57E+00	9.21E-01	5.64E+00	5.94E+00
V41	1.17E+00	2.91E-01	4.80E+00	4.58E-01	0.00E+00	4.48E-01	4.47E+00
V42	5.35E+00	2.58E-01	1.42E+01	1.77E+00	1.98E+00	5.67E+00	1.54E+01
V43	1.17E+00	3.00E-01	8.27E-01	3.65E-01	0.00E+00	1.07E+00	4.01E-01
V44	0.00E+00	9.55E-01	5.62E-01	8.97E-01	6.01E-01	1.31E+00	7.00E-01
V45	5.26E-01	1.06E+00	2.56E+00	0.00E+00	1.31E+00	1.15E+00	3.32E+00
