NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	93.268	36.351	25.774	25.935	0.204	0.952	50000.0
2	93.401	36.712	26.353	26.433	0.204	0.949	20000.0
3	92.543	35.968	25.547	25.62	0.196	0.953	20000.0
4	94.348	36.536	26.347	26.087	0.2	0.952	20000.0
5	90.72	35.825	25.016	25.746	0.195	0.95	40000.0
6	91.514	36.123	25.818	25.998	0.2	0.95	20000.0
7	93.201	36.633	26.258	26.608	0.202	0.948	40000.0
8	93.153	36.463	25.617	26.113	0.202	0.95	30000.0
9	92.128	36.074	25.229	25.517	0.199	0.953	40000.0
10	115.764	44.4	35.681	35.383	0.27	0.906	20000.0
