NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	36.335	11.534	8.58	7.111	0.07	0.996	80000.0
2	39.844	12.588	9.206	7.461	0.072	0.996	70000.0
3	35.412	11.405	8.254	6.953	0.068	0.996	60000.0
4	40.247	12.873	9.94	8.464	0.072	0.994	50000.0
5	35.629	11.344	8.463	7.003	0.067	0.996	70000.0
6	36.61	11.764	8.798	7.444	0.072	0.996	70000.0
7	35.058	11.075	7.982	6.6	0.07	0.997	40000.0
8	37.776	11.899	9.026	7.457	0.071	0.996	60000.0
9	38.716	12.454	9.069	7.574	0.074	0.996	50000.0
10	38.132	12.112	9.309	7.749	0.071	0.995	50000.0
