NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.059	21.267	11.258	12.216	0.134	0.988	50000.0
2	45.776	20.675	10.63	12.01	0.134	0.988	80000.0
3	46.814	20.699	10.993	11.726	0.131	0.99	30000.0
4	48.36	22.084	11.442	12.938	0.139	0.987	40000.0
5	46.16	20.317	10.53	11.393	0.129	0.99	40000.0
6	47.767	21.614	11.381	12.49	0.137	0.988	60000.0
7	46.045	20.177	10.758	11.66	0.123	0.989	20000.0
8	49.305	21.85	12.172	12.909	0.137	0.988	70000.0
9	42.092	18.663	9.499	10.384	0.12	0.992	40000.0
10	47.197	21.382	11.255	12.742	0.134	0.986	50000.0
