Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	45	7	67	69	0	54	33	9	0
V2	9	0	0	131	2	61	5	82	0
V3	14	3	22	15	8	42	2	5	0
V4	194	0	46	61	27	6	126	29	0
V5	154	45	227	0	21	63	0	3	0
V6	55	4	22	3	57	27	0	0	0
V7	0	0	0	8	46	62	0	0	10
V8	15	54	32	0	132	24	2	0	0
V9	64	8	6	60	0	0	78	0	46
V10	20	0	7	0	14	60	0	22	15
V11	25	47	203	0	58	2	14	0	0
V12	48	80	18	83	6	7	4	21	6
V13	11	106	4	0	1	0	8	0	0
V14	8	0	16	0	21	13	3	4	0
V15	4	74	164	0	0	0	27	4	0
V16	139	41	1	72	0	10	0	11	26
V17	35	14	150	161	14	12	0	0	0
V18	3	31	5	9	149	95	0	25	0
V19	1	99	7	27	29	125	0	10	0
V20	1	16	49	36	93	0	24	12	0
V21	9	132	23	10	21	305	38	47	0
V22	6	43	41	0	21	65	16	0	0
V23	51	9	168	26	9	60	0	56	0
V24	1	29	5	35	50	112	0	0	6
V25	92	0	141	5	147	17	29	1	0
V26	40	18	0	215	92	0	40	27	37
V27	164	27	10	18	45	131	0	4	0
V28	2	25	0	65	61	0	16	14	0
V29	153	63	6	0	133	8	0	0	5
V30	1	25	115	20	14	0	22	37	39
V31	228	0	2	107	0	43	84	2	3
V32	54	6	179	5	8	0	0	1	0
V33	14	0	0	74	14	50	83	0	0
V34	184	0	42	14	68	54	0	0	57
V35	28	3	2	6	0	12	9	0	2
V36	4	4	27	25	47	0	19	33	0
V37	16	162	8	125	62	0	0	6	0
V38	9	76	69	57	0	153	21	0	0
V39	43	13	22	2	0	22	14	0	5
V40	23	0	19	16	51	4	12	33	20
V41	22	22	499	2	3	111	56	46	0
V42	34	0	77	47	36	0	7	6	0
V43	23	42	38	96	16	0	17	3	23
V44	0	54	60	6	205	84	8	89	0
V45	23	71	0	150	29	14	56	0	86
V46	6	98	29	19	14	4	6	6	0
V47	20	76	19	138	6	0	34	20	8
V48	88	26	10	25	32	87	0	0	0
V49	0	3	0	0	4	17	0	6	4
V50	10	387	0	0	263	0	11	0	3
V51	91	0	102	25	36	0	1	0	5
V52	236	1	39	9	33	7	0	27	0
V53	13	156	0	138	213	0	155	20	0
V54	66	64	0	8	0	20	47	18	5
V55	1	0	1	24	82	87	9	0	17
V56	6	0	3	54	19	3	0	5	28
V57	98	62	16	14	6	33	2	9	0
V58	263	5	42	8	102	12	10	0	0
V59	48	151	0	122	0	28	70	39	0
V60	4	56	13	0	28	8	1	3	0
V61	0	0	160	0	180	47	3	19	38
V62	33	2	0	39	8	0	0	13	0
V63	74	67	202	10	200	34	43	0	0
V64	12	3	4	4	113	47	10	8	0
V65	5	262	25	0	5	41	0	13	9
V66	84	26	64	0	41	32	0	40	0
V67	45	7	4	0	47	0	0	0	8
V68	4	83	0	71	2	0	0	16	32
V69	49	14	44	0	2	0	0	0	0
V70	34	0	0	174	70	0	59	12	0
V71	4	38	9	29	14	164	36	44	0
V72	17	209	0	3	228	0	0	12	0
V73	56	84	59	72	0	11	84	30	0
V74	22	51	1	0	24	17	4	7	0
V75	12	20	92	26	1	0	0	17	0
V76	28	241	70	219	0	18	0	38	0
V77	11	63	3	91	0	59	23	8	34
V78	4	17	0	46	0	9	3	20	13
V79	0	31	15	18	5	242	14	38	0
V80	44	0	27	148	3	10	38	25	0
V81	6	27	7	7	0	11	9	0	0
V82	122	17	1	0	2	16	0	0	0
V83	33	38	0	31	72	19	0	19	0
V84	1	54	77	4	130	0	8	7	11
V85	21	10	0	136	35	21	102	0	0
V86	101	0	9	0	16	8	0	4	0
V87	1	62	7	15	18	24	22	0	1
V88	23	47	1	24	19	190	1	27	0
V89	2	49	3	51	5	12	41	1	10
V90	126	2	74	0	1	99	10	20	0
V91	59	66	19	68	0	128	0	0	19
V92	4	30	65	13	0	85	0	3	0
V93	67	0	5	127	21	80	13	38	6
V94	20	32	39	20	6	21	3	0	0
V95	271	0	39	10	13	0	3	0	9
V96	23	49	0	32	89	0	35	5	0
V97	62	0	9	60	20	0	30	23	0
V98	130	2	80	0	8	29	9	14	4
V99	12	10	7	0	0	41	43	0	7
V100	15	4	56	81	12	72	66	43	0
