Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	5.21E+00	1.35E+00	7.96E+00	1.24E+01	0.00E+00	8.66E+00	1.00E+01	1.54E+01	1.74E+00
V2	2.27E+00	6.71E-01	1.95E+00	2.37E+01	7.02E-01	1.17E+01	2.59E+01	1.20E+01	5.86E+00
V3	1.34E+00	7.42E-01	1.92E+00	3.22E+00	1.22E+00	1.69E+00	2.49E+00	3.00E+00	1.00E+00
V4	3.43E+00	4.90E-01	2.31E+00	2.32E+01	3.24E+00	2.60E+00	2.45E+01	4.28E+00	4.26E+00
V5	3.69E+00	4.99E+00	4.72E+00	3.06E-01	1.48E+00	7.08E+00	0.00E+00	9.29E+00	4.89E+00
V6	1.63E+00	8.19E-01	2.60E+00	8.19E-01	2.20E+00	2.01E+00	2.00E-01	3.14E+00	3.29E+00
V7	0.00E+00	6.50E-01	0.00E+00	1.42E+00	4.91E+00	4.81E+00	8.00E-01	2.12E+00	8.53E+00
V8	2.35E+00	6.65E+00	3.98E+00	4.27E-01	2.66E+00	2.09E+00	8.46E-01	4.94E+00	6.36E+00
V9	2.50E+00	3.15E+00	1.34E+00	1.47E+01	1.29E+00	5.97E-01	1.41E+01	3.57E+00	3.54E+00
V10	1.48E+00	8.79E-01	1.52E+00	1.07E+00	2.78E+00	7.35E+00	1.30E+00	7.84E+00	3.10E+00
V11	2.07E+00	4.72E+00	8.10E+00	1.00E-01	1.82E+00	4.73E-01	7.75E+00	5.24E+00	4.98E+00
V12	2.68E+00	9.92E+00	2.34E+00	1.11E+01	8.03E-01	2.39E+00	9.70E+00	3.40E+00	1.79E+01
V13	1.52E+00	8.73E+00	7.31E-01	6.96E-01	5.17E-01	0.00E+00	9.55E-01	1.59E+00	9.07E+00
V14	1.35E+00	0.00E+00	1.58E+00	4.27E-01	1.84E+00	1.73E+00	1.32E+00	2.17E+00	1.20E+00
V15	1.43E+00	7.83E+00	3.31E+00	2.97E+00	0.00E+00	0.00E+00	2.93E+00	2.49E+00	9.74E+00
V16	3.18E+00	6.10E+00	1.02E+00	7.94E+00	9.57E-01	1.61E+00	9.92E+00	2.58E+00	9.43E+00
V17	3.79E+00	1.61E+00	7.93E+00	7.03E+00	1.52E+00	2.23E+00	8.90E+00	1.16E+01	4.75E+00
V18	9.32E-01	4.05E+00	1.46E+00	1.82E+00	3.42E+00	1.02E+01	2.13E+00	1.01E+01	4.48E+00
V19	6.33E-01	9.71E+00	1.07E+00	3.75E+00	4.11E+00	4.90E+00	2.28E+00	3.56E+00	1.16E+01
V20	5.33E-01	2.14E+00	2.32E+00	7.64E+00	3.82E+00	7.75E-01	7.34E+00	1.57E+00	7.11E+00
V21	1.39E+00	1.48E+01	3.97E+00	4.04E+00	2.46E+00	2.08E+01	5.29E+00	2.41E+01	1.36E+01
V22	9.78E-01	5.43E+00	3.84E+00	1.21E+00	1.42E+00	4.69E+00	3.19E+00	3.61E+00	4.18E+00
V23	4.14E+00	2.11E+00	1.76E+01	4.67E+00	1.13E+00	1.07E+01	4.70E+00	2.30E+01	3.12E+00
V24	7.22E-01	3.58E+00	9.21E-01	4.17E+00	2.24E+00	5.66E+00	2.35E+00	7.05E+00	4.35E+00
V25	4.10E+00	0.00E+00	8.27E+00	3.88E+00	4.56E+00	2.03E+00	1.15E+01	1.86E+00	6.56E+00
V26	3.59E+00	4.80E+00	1.20E+00	2.95E+01	2.23E+00	1.38E+00	3.30E+01	3.00E+00	1.12E+01
V27	2.88E+00	2.47E+00	1.80E+00	2.25E+00	1.90E+00	8.54E+00	1.29E+00	1.09E+01	3.48E+00
V28	5.04E-01	1.68E+00	2.77E-01	1.12E+01	3.44E+00	0.00E+00	1.15E+01	1.63E+00	8.23E-01
V29	3.34E+00	3.47E+00	8.44E-01	2.00E-01	4.73E+00	6.90E-01	0.00E+00	1.18E+00	5.47E+00
V30	7.27E-01	4.72E+00	3.50E+00	6.98E+00	2.99E+00	1.36E+00	6.74E+00	1.74E+00	7.30E+00
V31	6.13E+00	5.42E-01	1.39E+00	1.69E+01	0.00E+00	3.76E+00	1.70E+01	3.72E+00	8.03E-01
V32	2.26E+00	1.03E+00	4.64E+00	7.92E-01	8.36E-01	1.00E-01	4.07E+00	1.29E+00	1.11E+00
V33	2.24E+00	2.67E-01	2.00E-01	1.55E+01	1.38E+00	6.59E+00	1.72E+01	7.43E+00	2.65E+00
V34	2.60E+00	2.36E+00	3.19E+00	1.91E+00	2.46E+00	5.33E+00	2.07E+00	6.37E+00	2.47E+00
V35	1.03E+00	5.93E-01	5.93E-01	1.90E+00	0.00E+00	1.19E+00	2.23E+00	2.00E-01	1.40E+00
V36	1.41E+00	1.27E+00	2.50E+00	4.44E+00	1.80E+00	1.25E+00	4.62E+00	3.03E+00	1.94E+00
V37	2.38E+00	9.59E+00	1.46E+00	1.40E+01	1.58E+00	6.16E-01	1.46E+01	3.51E+00	8.57E+00
V38	1.24E+00	7.81E+00	2.92E+00	5.29E+00	0.00E+00	1.21E+01	7.06E+00	1.22E+01	8.68E+00
V39	2.54E+00	2.17E+00	1.64E+00	1.96E+00	0.00E+00	1.44E+00	1.97E+00	3.00E-01	4.28E+00
V40	1.41E+00	1.39E+00	3.09E+00	4.35E+00	4.80E+00	2.84E+00	6.51E+00	3.22E+00	5.07E+00
V41	1.49E+00	2.97E+00	8.51E+00	4.20E+00	1.14E+00	1.17E+01	8.08E+00	1.18E+01	4.39E+00
V42	1.82E+00	0.00E+00	3.18E+00	6.75E+00	1.35E+00	1.00E-01	6.68E+00	8.95E-01	2.41E+00
V43	1.66E+00	7.42E+00	2.26E+00	1.37E+01	1.87E+00	1.00E-01	1.40E+01	5.70E+00	7.86E+00
V44	8.60E-01	8.74E+00	6.54E+00	4.73E+00	5.66E+00	1.42E+01	8.63E+00	1.15E+01	1.06E+01
V45	3.64E+00	7.79E+00	9.04E-01	1.96E+01	5.19E+00	2.72E+00	2.35E+01	2.57E+00	1.26E+01
V46	1.28E+00	4.45E+00	3.44E+00	2.77E+00	1.33E+00	7.37E-01	5.48E+00	3.85E+00	5.39E+00
V47	1.64E+00	7.33E+00	2.39E+00	1.70E+01	7.48E-01	1.53E-01	1.52E+01	2.76E+00	7.01E+00
V48	2.29E+00	3.75E+00	1.25E+00	3.16E+00	3.51E+00	3.33E+00	2.55E+00	1.05E+00	4.86E+00
V49	1.00E-01	8.72E-01	0.00E+00	2.00E-01	7.57E-01	2.29E+00	2.21E-01	2.67E+00	1.18E+00
V50	1.71E+00	4.00E+01	3.14E-01	8.23E-01	2.56E+01	5.58E-01	2.07E+00	9.00E-01	6.66E+01
V51	3.58E+00	4.07E-01	3.64E+00	2.97E+00	2.47E+00	0.00E+00	4.80E+00	7.00E-01	2.70E+00
V52	4.71E+00	5.86E-01	2.93E+00	1.97E+00	1.47E+00	2.04E+00	2.38E+00	1.02E+00	8.54E-01
V53	2.16E+00	1.35E+01	2.50E+00	2.35E+01	6.41E+00	7.06E-01	2.27E+01	4.92E+00	1.78E+01
V54	3.05E+00	9.31E+00	6.90E-01	5.74E+00	2.21E-01	3.60E+00	7.43E+00	6.19E+00	9.32E+00
V55	8.75E-01	6.57E-01	3.48E-01	5.97E+00	8.40E+00	5.91E+00	3.61E+00	9.14E+00	1.24E+01
V56	1.27E+00	1.93E+00	7.06E-01	5.66E+00	1.93E+00	8.46E-01	6.88E+00	2.49E+00	1.21E+00
V57	2.09E+00	3.90E+00	1.32E+00	1.62E+00	9.98E-01	3.30E+00	2.63E+00	3.29E+00	4.79E+00
V58	2.50E+00	5.96E-01	2.99E+00	2.41E+00	2.06E+00	2.02E+00	3.93E+00	7.95E-01	1.62E+00
V59	2.66E+00	2.05E+01	8.27E-01	1.67E+01	1.00E-01	3.45E+00	1.90E+01	5.04E+00	2.98E+01
V60	6.29E-01	4.67E+00	9.69E-01	0.00E+00	2.96E+00	1.04E+00	1.24E+00	1.14E+00	7.26E+00
V61	0.00E+00	2.23E+00	4.26E+00	1.22E+00	1.89E+01	5.96E+00	3.96E+00	3.72E+00	2.60E+01
V62	1.59E+00	5.96E-01	2.00E-01	7.55E+00	7.67E-01	0.00E+00	7.08E+00	1.39E+00	4.01E-01
V63	2.89E+00	6.75E+00	1.09E+01	4.28E+00	5.87E+00	3.47E+00	1.04E+01	3.55E+00	9.81E+00
V64	7.60E-01	6.50E-01	7.77E-01	1.78E+00	2.59E+00	5.40E+00	2.28E+00	6.18E+00	2.74E+00
