MutationType	ID83A	ID83B
1:Del:C:0	4.66E-04	4.72E-03
1:Del:C:1	1.35E-04	1.94E-03
1:Del:C:2	9.68E-05	1.52E-04
1:Del:C:3	1.91E-04	2.63E-04
1:Del:C:4	1.42E-04	3.10E-04
1:Del:C:5	1.74E-04	1.93E-04
1:Del:T:0	4.11E-04	2.37E-03
1:Del:T:1	1.29E-04	8.16E-04
1:Del:T:2	1.10E-04	1.74E-03
1:Del:T:3	2.89E-04	1.90E-03
1:Del:T:4	2.27E-04	1.67E-03
1:Del:T:5	2.02E-03	4.95E-03
1:Ins:C:0	9.95E-05	6.26E-05
1:Ins:C:1	4.49E-05	1.33E-04
1:Ins:C:2	1.76E-04	1.68E-04
1:Ins:C:3	2.75E-04	6.46E-05
1:Ins:C:4	1.44E-04	1.65E-04
1:Ins:C:5	6.37E-03	9.05E-04
1:Ins:T:0	1.12E-04	3.33E-04
1:Ins:T:1	1.24E-04	2.82E-04
1:Ins:T:2	9.72E-05	1.59E-04
1:Ins:T:3	8.49E-03	9.21E-03
1:Ins:T:4	3.51E-04	3.08E-04
1:Ins:T:5	1.48E-02	1.39E-02
2:Del:R:0	9.74E-05	3.67E-04
2:Del:R:1	1.83E-04	3.29E-04
2:Del:R:2	6.21E-05	7.63E-05
2:Del:R:3	4.00E-09	3.41E-05
2:Del:R:4	2.96E-03	4.56E-04
2:Del:R:5	3.44E-05	6.14E-05
3:Del:R:0	9.05E-05	2.94E-04
3:Del:R:1	2.24E-04	1.77E-04
3:Del:R:2	7.58E-05	5.94E-05
3:Del:R:3	1.54E-03	3.01E-04
3:Del:R:4	9.49E-09	9.77E-09
3:Del:R:5	3.54E-04	3.53E-04
4:Del:R:0	5.84E-04	2.98E-04
4:Del:R:1	1.30E-04	2.52E-04
4:Del:R:2	6.62E-05	7.47E-05
4:Del:R:3	9.49E-09	9.77E-09
4:Del:R:4	2.65E-05	4.33E-05
4:Del:R:5	1.71E-05	5.80E-08
5:Del:R:0	5.88E-03	5.48E-03
5:Del:R:1	1.25E-02	1.41E-02
5:Del:R:2	2.79E-05	3.92E-05
5:Del:R:3	2.62E-05	4.29E-05
5:Del:R:4	2.72E-08	2.68E-05
5:Del:R:5	9.49E-09	9.77E-09
2:Ins:R:0	3.81E-05	8.61E-05
2:Ins:R:1	1.91E-05	1.13E-04
2:Ins:R:2	4.25E-05	1.02E-04
2:Ins:R:3	4.39E-05	4.63E-05
2:Ins:R:4	1.38E-04	1.39E-04
2:Ins:R:5	3.02E-04	2.15E-04
3:Ins:R:0	4.32E-05	1.77E-05
3:Ins:R:1	7.26E-05	1.29E-04
3:Ins:R:2	1.97E-05	5.48E-08
3:Ins:R:3	4.60E-03	3.31E-04
3:Ins:R:4	3.23E-05	3.54E-05
3:Ins:R:5	5.42E-05	6.40E-05
4:Ins:R:0	3.24E-05	3.72E-05
4:Ins:R:1	9.94E-04	1.70E-04
4:Ins:R:2	9.49E-09	9.77E-09
4:Ins:R:3	3.72E-05	3.73E-08
4:Ins:R:4	8.14E-06	3.56E-05
4:Ins:R:5	5.10E-05	1.06E-04
5:Ins:R:0	1.62E-05	3.79E-05
5:Ins:R:1	1.64E-04	2.07E-04
5:Ins:R:2	4.67E-05	2.90E-09
5:Ins:R:3	1.62E-05	3.70E-05
5:Ins:R:4	1.36E-05	5.71E-08
5:Ins:R:5	3.53E-05	1.86E-05
2:Del:M:1	1.36E-04	1.91E-04
3:Del:M:1	1.80E-04	2.73E-04
3:Del:M:2	1.38E-04	1.45E-04
4:Del:M:1	1.21E-04	1.65E-04
4:Del:M:2	9.17E-05	1.65E-04
4:Del:M:3	7.49E-05	2.10E-04
5:Del:M:1	6.91E-03	6.30E-03
5:Del:M:2	2.99E-03	2.63E-03
5:Del:M:3	1.08E-03	9.96E-04
5:Del:M:4	2.63E-04	2.74E-04
5:Del:M:5	3.00E-04	3.18E-04
