NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	64.204	24.841	17.92	17.451	0.133	0.979	30000.0
2	65.405	25.459	17.763	17.804	0.141	0.978	40000.0
3	67.727	26.425	19.081	18.849	0.145	0.975	70000.0
4	61.643	23.438	16.395	15.777	0.132	0.984	40000.0
5	70.829	26.71	20.639	19.193	0.14	0.974	40000.0
6	68.455	26.816	19.105	18.824	0.148	0.975	40000.0
7	65.81	25.347	17.708	17.166	0.139	0.981	40000.0
8	71.481	27.517	20.567	19.959	0.144	0.972	20000.0
9	66.131	25.692	17.581	17.54	0.146	0.977	60000.0
10	65.423	25.895	18.298	18.387	0.145	0.975	30000.0
