NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	250.306	76.707	77.519	62.986	0.488	0.759	20000.0
2	252.738	77.349	80.226	64.226	0.494	0.736	20000.0
3	249.218	76.583	78.269	63.705	0.486	0.754	30000.0
4	254.765	77.402	76.903	61.903	0.501	0.758	20000.0
5	253.972	76.877	80.84	63.872	0.491	0.738	30000.0
6	254.01	76.533	80.703	63.721	0.487	0.74	40000.0
7	252.581	77.136	78.52	64.041	0.483	0.747	20000.0
8	251.531	77.23	77.361	63.645	0.488	0.754	30000.0
9	252.781	76.887	78.006	63.481	0.48	0.751	20000.0
10	251.099	76.95	77.371	63.228	0.481	0.757	40000.0
