NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	59.755	19.427	14.002	11.67	0.095	0.989	40000.0
2	60.005	18.674	13.926	10.992	0.092	0.991	50000.0
3	61.015	18.696	14.25	11.264	0.092	0.991	30000.0
4	60.045	18.803	13.869	11.09	0.095	0.991	50000.0
5	60.492	18.666	13.854	11.146	0.093	0.992	50000.0
6	58.915	18.435	13.741	10.941	0.092	0.992	30000.0
7	61.288	19.106	14.007	11.325	0.092	0.991	50000.0
8	57.61	18.618	13.332	11.126	0.094	0.99	60000.0
9	57.515	18.333	13.099	10.81	0.094	0.991	60000.0
10	60.731	19.556	14.525	11.985	0.098	0.99	70000.0
