Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	111	83	0	0	6	77	71	0	27	10	0	0	0	0	0	0
V2	133	0	0	5	145	0	12	0	5	41	7	0	25	4	0	0
V3	43	123	0	232	5	51	0	73	27	10	2	38	0	0	0	0
V4	64	13	178	3	20	0	1	0	29	33	3	0	0	0	0	0
V5	203	15	59	0	72	10	70	36	82	16	37	0	0	0	16	7
V6	47	0	5	9	0	1	0	10	0	0	0	20	0	6	0	1
V7	35	7	179	0	0	2	22	102	0	0	5	0	0	68	0	8
V8	1	27	1	13	87	12	0	26	12	12	0	44	0	0	0	0
V9	52	2	0	0	1	8	27	0	1	0	41	0	0	12	0	0
V10	48	29	27	79	11	13	6	10	20	0	12	27	9	0	0	10
V11	185	32	0	159	0	36	0	109	0	23	7	0	0	1	0	10
V12	0	134	19	0	68	102	2	0	23	28	0	14	7	0	0	0
V13	74	24	0	14	0	16	16	1	13	0	14	37	0	41	0	2
V14	5	3	39	26	3	34	32	0	0	2	7	4	16	0	0	0
V15	7	2	6	74	1	25	0	161	20	16	0	0	26	0	5	0
V16	47	22	0	10	6	27	89	0	2	0	3	2	0	0	0	0
V17	15	14	0	43	23	0	75	86	0	16	0	13	0	0	0	2
V18	0	22	0	0	0	3	2	0	0	0	7	0	0	0	0	0
V19	0	54	55	0	65	23	18	1	51	52	0	1	5	0	0	3
V20	286	342	59	14	8	174	35	32	15	0	0	6	0	0	0	0
V21	10	31	50	0	4	7	44	0	8	0	37	0	0	3	0	0
V22	26	0	0	3	51	0	28	0	78	27	0	0	0	0	0	0
V23	13	263	13	6	10	129	1	53	0	29	0	0	0	1	0	0
V24	48	0	345	0	16	0	17	0	0	0	21	0	68	26	0	2
V25	0	2	8	15	7	13	37	7	16	6	8	0	0	0	0	0
V26	1	23	34	0	73	15	6	1	0	1	0	0	19	1	0	0
V27	30	6	2	75	3	5	18	0	0	10	9	0	0	41	0	0
V28	112	0	55	0	89	0	1	0	21	4	0	18	0	20	0	8
V29	1	12	13	2	14	6	0	59	19	5	0	22	0	0	0	0
V30	92	15	9	16	2	3	0	4	25	0	2	0	0	0	0	1
V31	9	19	0	0	0	3	4	3	0	0	3	0	0	0	0	1
V32	49	28	0	39	3	12	0	1	1	0	6	0	41	23	0	9
V33	0	4	38	63	0	3	40	0	2	0	2	13	6	13	0	0
V34	79	0	11	8	6	1	0	0	7	0	0	0	54	1	0	3
V35	8	72	16	0	0	22	10	2	0	1	2	0	0	13	0	0
V36	0	18	130	19	47	10	6	0	0	0	1	14	9	4	0	0
V37	69	1	1	95	0	7	2	38	0	11	10	37	18	0	0	0
V38	157	0	131	15	34	0	47	89	0	0	2	6	100	43	12	25
V39	26	4	8	63	32	0	0	74	0	13	0	39	0	0	0	1
V40	39	5	5	182	9	0	0	126	28	39	6	5	0	0	24	0
V41	41	32	48	0	33	22	35	0	9	33	4	0	0	90	0	0
V42	0	20	7	0	2	23	7	0	20	5	8	0	0	0	0	0
V43	4	149	7	33	8	61	12	30	0	0	5	18	49	0	6	0
V44	0	19	25	53	9	6	23	0	0	0	0	8	9	13	0	0
V45	106	110	0	0	59	46	82	0	0	69	0	0	0	26	0	0
V46	19	68	0	11	4	63	36	73	42	20	0	17	5	0	0	0
V47	0	0	70	0	100	0	6	23	7	73	6	9	0	0	0	1
V48	0	0	5	18	0	0	10	18	0	0	5	0	1	0	0	0
V49	8	13	0	0	4	7	63	0	1	7	3	0	0	0	0	1
V50	7	0	99	18	54	0	0	34	5	27	0	15	47	2	47	0
V51	31	7	39	122	3	29	6	36	6	0	3	23	0	0	0	0
V52	33	21	0	51	0	16	12	39	6	14	0	0	0	0	4	9
V53	193	105	0	11	0	89	23	44	1	0	10	0	0	16	0	4
V54	0	84	16	76	42	43	40	28	66	10	0	5	0	0	9	0
V55	9	27	27	2	3	3	0	6	0	2	2	3	9	0	0	0
V56	71	86	11	24	10	75	0	0	14	0	0	0	0	0	9	9
V57	11	15	42	0	15	3	36	16	21	22	10	0	6	38	0	0
V58	68	33	36	0	5	16	12	27	1	0	0	0	0	0	0	0
V59	118	40	39	0	0	26	0	0	0	0	4	0	0	40	3	0
V60	0	142	87	0	19	83	104	0	7	0	33	0	0	0	0	0
V61	24	42	16	0	104	24	68	0	46	0	0	0	0	0	0	0
V62	48	1	14	56	34	0	25	50	4	13	0	0	17	0	10	1
V63	45	4	38	3	3	0	0	2	0	1	0	0	0	0	6	4
V64	72	14	44	0	0	5	4	0	3	4	4	0	0	0	4	11
V65	62	84	95	0	35	40	3	0	11	44	0	0	0	56	0	0
V66	4	10	4	9	39	4	20	54	6	13	24	0	0	0	0	0
V67	38	20	10	69	63	0	39	10	11	34	9	25	21	3	0	0
V68	183	178	0	0	0	58	44	0	0	0	32	0	0	18	0	0
V69	1	6	3	0	3	12	13	13	4	0	3	24	0	0	0	2
V70	77	44	4	0	1	16	117	0	24	0	43	0	0	0	0	0
V71	0	0	18	71	0	2	73	0	7	0	0	32	25	0	0	0
V72	71	6	12	46	1	4	0	11	14	0	24	18	0	0	0	0
V73	4	13	38	0	2	16	54	0	0	0	70	2	19	0	0	0
V74	44	3	14	0	1	0	34	0	0	0	24	0	0	22	0	0
V75	13	175	15	0	7	76	12	9	0	2	0	3	28	3	0	0
V76	19	29	36	0	0	9	0	35	0	5	4	22	0	0	0	0
V77	1	19	108	126	13	26	0	0	6	0	7	0	0	0	27	0
V78	92	49	90	9	6	24	3	0	0	0	13	0	9	14	0	0
V79	2	46	40	146	40	33	42	76	6	17	15	0	0	0	0	0
V80	45	82	2	5	0	34	0	0	0	4	4	4	0	0	0	0
V81	0	30	8	0	7	5	94	0	0	15	43	0	0	0	0	0
V82	32	23	39	56	34	11	16	6	6	28	0	0	0	0	7	0
V83	3	55	14	7	6	0	4	9	0	0	0	26	0	0	0	0
V84	0	0	127	127	95	23	12	101	70	61	4	72	11	0	25	0
V85	134	10	12	0	74	0	1	0	0	47	0	11	15	3	0	13
V86	97	46	60	93	13	29	33	35	0	0	19	11	39	1	0	2
V87	175	37	48	44	9	10	0	2	0	8	0	22	0	45	6	4
V88	118	7	3	13	0	12	4	1	0	0	9	5	0	0	0	0
V89	0	1	32	2	40	1	0	0	0	0	2	0	0	0	0	0
V90	48	13	9	9	0	1	147	67	0	0	65	21	42	0	0	0
V91	0	21	29	0	54	15	0	0	3	0	0	0	0	11	8	0
V92	0	3	33	0	0	17	0	0	1	0	0	0	0	16	0	0
V93	38	17	32	63	99	63	51	35	56	13	39	34	0	0	0	0
V94	0	67	0	2	4	30	0	1	10	12	0	0	0	0	0	0
V95	154	0	6	0	137	0	51	0	18	104	0	0	0	0	0	12
V96	57	98	140	19	108	37	19	16	88	0	10	0	0	0	0	0
V97	26	0	11	4	0	0	3	11	0	7	8	0	2	0	5	3
V98	373	141	7	25	140	76	37	0	73	45	0	1	0	0	29	0
V99	69	76	0	31	0	64	12	15	0	8	44	16	0	0	0	0
V100	0	70	122	19	7	104	20	32	0	0	0	1	0	0	0	0
