Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	30	3	0	1	0	35	3	6	9	0	12	15	1	6	0	1	0	0	0
V2	0	91	5	37	23	31	0	16	0	0	0	0	13	44	0	0	3	0	0
V3	0	19	0	12	14	61	0	51	13	0	11	0	0	0	0	0	0	0	0
V4	0	23	0	12	18	0	0	2	0	0	0	6	6	0	2	2	1	0	0
V5	166	19	28	16	25	0	6	0	0	0	0	9	11	0	0	8	0	0	0
V6	189	13	0	132	63	46	94	40	0	0	1	9	3	0	0	15	0	0	0
V7	39	0	50	87	58	0	110	10	10	0	6	55	35	0	0	10	0	0	0
V8	69	3	44	61	29	1	0	2	0	2	0	28	0	0	0	0	0	0	3
V9	0	0	0	4	8	8	27	1	8	4	4	14	3	2	0	6	0	0	10
V10	15	8	21	0	23	0	25	1	9	0	0	19	9	0	2	0	0	0	0
V11	25	67	20	0	0	0	9	0	5	12	26	18	0	5	0	0	1	0	0
V12	0	72	137	44	0	0	131	9	41	18	11	8	14	4	18	11	0	0	0
V13	6	0	11	0	11	25	72	8	7	17	19	4	35	8	0	2	0	0	0
V14	307	42	90	10	8	0	0	13	9	28	2	49	0	0	0	0	0	0	0
V15	0	52	93	0	1	5	0	8	0	0	0	1	1	5	1	0	29	0	0
V16	80	40	55	14	10	4	0	17	0	18	0	28	3	3	0	18	25	0	0
V17	0	20	1	0	15	17	27	3	30	9	16	0	15	6	0	2	12	0	14
V18	0	63	0	72	49	8	0	0	0	0	0	0	47	0	0	0	0	0	0
V19	9	37	34	15	34	14	4	45	0	15	0	0	0	14	0	14	17	0	0
V20	46	10	48	0	4	0	0	0	22	0	15	0	0	9	5	5	0	0	0
V21	18	33	5	8	0	3	0	2	71	0	38	4	0	22	0	0	0	0	0
V22	0	6	45	1	2	26	2	26	59	6	19	0	2	0	0	0	0	3	0
V23	0	1	6	31	22	0	0	0	0	0	4	0	5	0	0	5	3	11	7
V24	129	29	59	134	52	12	12	0	46	0	11	20	30	6	0	17	16	0	0
V25	267	11	37	62	55	4	95	0	100	0	72	109	0	5	0	0	0	0	0
V26	0	3	6	0	0	19	0	2	66	17	33	0	0	0	0	0	0	31	0
V27	24	18	53	0	4	6	0	1	19	0	0	11	2	9	4	0	0	5	0
V28	138	0	20	16	4	0	0	0	0	0	12	36	0	0	5	5	0	0	0
V29	53	3	4	4	0	79	0	26	38	15	14	9	13	10	0	0	0	0	22
V30	124	3	51	30	67	14	9	11	6	4	57	42	9	1	35	16	0	0	19
V31	30	18	0	0	1	86	0	87	4	25	21	4	0	29	48	0	0	32	0
V32	20	61	0	93	81	0	41	0	16	0	37	49	32	0	0	38	0	0	0
V33	2	36	202	10	0	0	57	48	0	18	0	16	0	0	0	8	0	0	0
V34	88	28	91	24	8	0	47	21	0	6	29	0	7	7	0	19	0	20	15
V35	0	86	0	43	81	0	44	0	7	0	0	19	28	0	0	24	0	0	0
V36	120	42	0	0	0	145	0	69	0	33	0	0	0	18	12	17	0	0	0
V37	7	1	12	0	1	0	0	0	5	0	9	0	0	0	0	0	0	1	0
V38	63	17	0	20	19	23	2	11	0	5	0	16	11	0	0	16	0	0	8
V39	71	6	15	8	15	35	0	35	0	13	2	0	0	0	13	8	0	0	0
V40	4	29	81	0	9	104	0	39	0	76	21	0	1	6	23	0	0	0	0
V41	4	38	1	0	5	8	0	0	0	2	0	0	0	6	0	0	0	0	0
V42	2	2	21	0	0	2	0	1	3	0	11	0	0	0	0	2	0	1	0
V43	0	0	16	2	0	2	3	0	21	6	11	0	2	3	4	0	13	0	0
V44	39	6	5	2	2	38	20	15	22	1	64	14	0	0	0	0	0	3	0
V45	233	275	7	97	55	0	63	0	0	0	0	38	4	0	0	0	0	0	0
V46	0	6	70	57	42	0	21	8	0	14	13	2	10	0	0	0	1	0	18
V47	1	2	50	0	1	22	23	11	5	7	2	0	0	11	9	5	0	0	0
V48	0	9	10	0	9	34	0	11	0	25	41	0	0	7	36	0	0	0	0
V49	0	97	1	10	16	13	0	5	6	0	2	0	0	2	2	2	0	0	0
V50	9	20	11	76	57	0	81	0	0	0	0	0	68	0	0	8	0	0	0
V51	9	7	0	0	9	12	0	15	3	0	0	7	1	16	5	0	0	0	0
V52	93	5	9	14	6	70	0	65	0	63	0	26	4	0	8	0	0	0	0
V53	14	0	13	0	0	99	0	30	0	78	0	19	0	34	13	0	0	0	0
V54	0	0	106	0	1	3	6	4	59	8	7	0	0	4	5	4	0	3	0
V55	36	41	0	2	4	0	0	0	2	1	5	14	0	2	0	0	11	12	1
V56	12	51	0	42	0	8	82	0	110	0	67	1	17	5	0	0	0	0	0
V57	21	19	100	0	17	112	2	55	53	24	13	1	0	59	25	0	6	9	0
V58	4	0	33	0	1	0	0	0	0	0	1	10	0	0	0	0	3	0	0
V59	14	46	36	3	14	114	0	82	0	54	0	20	3	3	0	6	47	32	0
V60	27	8	2	29	36	16	0	0	23	8	0	8	8	0	0	0	0	0	7
V61	0	208	55	0	7	74	0	87	0	118	0	0	0	67	13	0	0	0	0
V62	0	0	41	137	146	0	44	0	0	0	0	13	17	0	0	2	0	0	0
V63	78	38	9	3	0	11	6	0	63	3	59	47	0	0	0	2	0	0	0
V64	3	59	80	0	0	110	0	68	0	136	3	0	0	37	15	0	0	0	0
