Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V65	153	225	53	5	17	0	11	0	0	0	12	0	0	0	0	17	67	0	0
V66	3	55	79	0	0	29	0	17	0	13	3	0	0	1	7	0	0	0	0
V67	49	1	50	15	34	1	21	0	0	5	0	3	1	4	0	2	0	0	0
V68	0	6	10	107	85	0	26	0	0	0	0	9	43	0	0	8	0	0	0
V69	133	92	8	13	14	0	0	22	0	0	3	23	0	2	0	0	0	0	0
V70	17	5	5	0	7	2	0	0	118	0	101	0	0	11	13	0	0	2	0
V71	0	26	22	49	36	38	0	19	48	34	16	0	32	10	14	0	16	0	11
V72	35	120	0	0	8	2	3	0	21	2	27	13	0	7	0	0	3	0	3
V73	6	76	122	34	18	20	30	33	0	44	0	0	0	0	0	2	4	0	21
V74	68	50	1	0	0	3	0	1	7	0	1	9	0	0	0	0	0	0	2
V75	115	88	30	85	70	0	80	0	0	0	0	0	17	0	0	4	0	0	0
V76	0	40	20	40	27	0	22	0	18	0	0	0	24	0	0	2	6	0	0
V77	7	15	3	0	0	0	0	13	19	0	46	0	0	0	10	0	0	5	0
V78	0	0	10	0	0	86	0	124	17	102	46	0	0	99	10	0	0	0	0
V79	13	2	0	80	84	0	0	0	0	0	0	18	28	0	0	18	0	0	0
V80	48	23	1	46	2	28	110	3	9	0	21	18	24	8	0	0	0	27	0
V81	0	57	5	127	111	24	36	43	14	0	7	35	1	0	0	17	0	0	0
V82	0	107	20	118	73	28	16	4	0	35	0	0	0	8	0	6	5	0	0
V83	203	32	0	13	0	17	11	2	0	2	7	93	0	15	0	0	3	6	0
V84	2	0	2	0	21	176	0	164	0	105	0	0	0	22	12	2	0	0	0
V85	16	0	31	30	0	12	46	0	51	0	47	0	0	15	0	4	0	52	0
V86	0	1	0	54	43	0	49	0	8	1	0	0	0	2	0	9	3	0	0
V87	20	31	5	0	2	52	0	24	0	42	10	5	0	31	3	0	0	0	0
V88	27	0	0	49	48	25	50	1	0	0	0	0	0	17	0	2	0	0	0
V89	100	300	0	53	39	12	39	0	0	8	0	7	18	0	0	0	0	0	0
V90	12	1	11	0	2	9	19	3	21	5	28	0	6	6	22	7	0	0	0
V91	30	0	30	9	8	1	19	5	4	23	3	0	17	0	0	0	0	17	0
V92	46	21	70	38	17	4	45	15	13	0	12	15	15	0	7	0	2	3	5
V93	34	170	5	19	27	11	0	10	0	55	0	8	0	0	15	0	0	0	0
V94	0	140	1	12	34	12	81	11	46	10	20	0	28	11	9	7	0	0	0
V95	7	160	7	41	30	14	0	3	0	0	10	0	5	0	3	5	26	1	0
V96	164	132	16	0	16	7	8	16	0	0	0	20	0	0	0	19	16	0	0
V97	3	0	0	37	12	5	2	8	9	0	3	10	11	0	0	0	0	0	0
V98	0	55	25	109	44	0	18	0	21	0	48	2	47	0	5	0	0	0	0
V99	476	71	38	2	0	0	0	0	26	0	14	68	0	0	0	0	0	0	5
V100	0	5	0	11	15	0	5	2	9	3	6	0	1	4	1	0	0	0	0
