Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	21	6	0	2	20	24	1	0	0
V2	16	67	32	98	105	0	34	0	2
V3	38	11	38	12	12	19	71	0	7
V4	3	19	3	12	117	132	0	0	0
V5	27	1	71	11	3	33	21	0	26
V6	3	147	92	0	27	28	5	150	0
V7	2	0	2	53	107	0	6	6	23
V8	33	1	35	1	48	3	7	34	5
V9	13	11	0	91	4	15	0	0	5
V10	1	43	0	25	251	23	0	0	78
V11	0	107	0	0	8	78	25	0	0
V12	37	41	0	6	6	0	0	5	0
V13	5	2	109	6	47	1	1	2	0
V14	0	144	217	6	97	106	2	269	0
V15	150	28	8	44	29	24	19	11	21
V16	27	0	22	20	0	0	5	37	0
V17	7	26	84	30	19	30	22	0	0
V18	10	87	0	11	2	38	2	0	0
V19	51	64	0	0	10	0	8	7	10
V20	5	11	55	4	19	0	49	37	2
V21	0	0	29	121	133	0	17	6	6
V22	0	97	40	0	41	124	2	36	0
V23	150	14	17	64	14	12	0	0	0
V24	40	19	5	13	123	5	0	10	0
V25	149	10	51	60	1	10	2	39	0
V26	2	25	8	0	61	7	1	26	0
V27	176	1	28	11	68	18	0	24	14
V28	42	15	4	9	5	0	4	0	8
V29	1	26	4	219	8	0	2	0	36
V30	3	9	14	251	80	1	125	3	0
V31	25	0	7	29	28	0	9	3	0
V32	95	60	4	20	2	50	6	0	7
V33	0	35	7	91	31	33	10	16	0
V34	29	9	56	17	5	0	113	53	50
V35	234	49	122	56	44	5	51	41	0
V36	166	47	0	0	3	44	2	102	3
V37	6	45	26	0	2	63	0	21	0
V38	3	0	8	32	16	0	4	23	7
V39	7	14	0	3	14	9	3	0	0
V40	14	73	5	20	38	0	6	0	5
V41	94	49	10	15	153	37	2	68	0
V42	528	64	0	0	5	0	110	17	27
V43	3	203	71	126	3	36	24	0	0
V44	99	48	104	159	4	24	0	52	4
V45	3	30	31	65	34	0	19	3	12
V46	0	277	0	0	4	267	101	0	0
V47	25	45	0	7	37	8	0	0	0
V48	0	0	33	7	0	0	1	24	6
V49	1	16	104	3	0	6	29	6	0
V50	0	11	0	35	1	73	13	7	35
V51	65	70	124	10	6	20	11	69	0
V52	63	1	0	3	18	0	4	0	8
V53	0	51	0	0	12	60	46	0	0
V54	2	78	0	0	41	77	0	0	0
V55	126	0	99	0	7	3	10	52	0
V56	0	51	9	0	3	45	5	9	12
V57	38	27	40	33	14	55	56	11	1
V58	12	5	34	72	3	25	0	15	0
V59	438	24	12	127	0	11	14	0	7
V60	65	0	0	36	0	0	0	0	16
V61	1	8	98	30	139	8	15	8	1
V62	136	331	0	14	108	292	0	0	0
V63	71	12	274	0	183	12	32	58	6
V64	56	5	9	2	10	1	2	0	0
V65	28	3	267	8	9	2	17	72	0
V66	23	403	7	7	0	0	29	0	10
V67	0	14	225	23	8	1	2	137	33
V68	68	16	77	29	0	28	3	16	0
V69	6	487	160	19	92	32	40	70	12
V70	0	1	7	40	6	2	17	0	20
V71	39	132	111	0	12	108	2	32	0
V72	174	4	58	5	1	5	9	32	6
V73	25	3	5	175	19	3	0	12	0
V74	142	0	26	78	0	0	12	0	97
V75	24	57	115	4	88	0	5	29	21
V76	84	7	12	16	95	0	61	21	17
V77	16	118	53	8	168	61	30	9	2
V78	27	1	1	4	0	0	38	0	0
V79	164	9	38	76	2	25	43	0	28
V80	93	38	52	125	16	14	109	0	5
V81	32	0	21	16	7	5	34	27	30
V82	216	6	208	212	8	4	113	0	90
V83	3	0	0	85	26	0	94	2	25
V84	352	26	12	0	4	9	2	14	8
V85	6	22	19	0	6	5	26	3	2
V86	1	1	0	181	1	10	52	5	0
V87	72	21	40	26	0	28	0	39	0
V88	2	15	46	178	1	0	4	16	5
V89	68	16	0	109	80	28	12	0	17
V90	4	81	215	2	11	38	11	174	0
V91	42	14	2	73	53	0	22	11	0
V92	35	56	25	143	137	0	8	0	8
V93	14	48	0	0	24	39	19	0	0
V94	3	29	3	51	2	26	135	42	57
V95	12	72	0	35	11	62	1	0	0
V96	17	55	0	105	1	46	3	0	0
V97	6	0	18	0	7	1	59	5	0
V98	51	23	35	10	87	4	63	24	8
V99	26	18	7	17	6	0	44	24	0
V100	8	2	90	32	46	2	25	57	17
