Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	1.48E+00	2.66E+00	0.00E+00	3.14E-01	1.18E+00	3.01E+00	3.89E-01	2.67E-01	6.01E-01
V2	1.29E+00	1.28E+00	3.19E+00	6.19E+00	1.89E+00	5.77E+00	1.49E+00	1.54E+00	3.80E+00
V3	2.71E+00	1.98E+00	5.10E+00	1.84E+00	2.10E+00	2.74E+00	6.13E+00	3.59E-01	6.02E+00
V4	1.25E+00	9.09E+00	5.13E+00	2.89E+00	2.88E+00	8.83E+00	0.00E+00	2.38E+00	3.91E+00
V5	1.53E+00	2.65E+00	7.46E+00	2.85E+00	5.93E-01	2.14E+00	2.51E+00	4.65E+00	7.11E+00
V6	7.42E-01	7.93E+00	1.76E+01	6.40E-01	2.01E+00	1.86E+01	6.74E-01	1.91E+01	1.40E+00
V7	3.14E-01	0.00E+00	2.37E+00	2.07E+00	4.05E+00	1.91E+00	1.71E+00	7.64E-01	3.63E+00
V8	2.11E+00	4.27E-01	4.19E+00	4.23E-01	2.28E+00	6.05E+00	1.67E+00	4.20E+00	9.52E-01
V9	1.53E+00	2.51E+00	5.81E-01	6.33E+00	5.97E-01	7.47E+00	5.86E-01	2.00E-01	2.65E+00
V10	8.83E-01	4.73E+00	2.11E+00	2.54E+00	6.79E+00	4.25E+00	1.69E+00	2.00E-01	6.61E+00
V11	0.00E+00	1.30E+01	2.61E+00	5.04E-01	1.09E+00	1.26E+01	1.98E+00	9.09E-01	1.39E+00
V12	2.21E+00	2.41E+00	4.00E-01	6.67E-01	4.76E-01	1.53E+00	0.00E+00	1.18E+00	5.00E-01
V13	7.02E-01	4.01E-01	1.12E+01	9.78E-01	3.11E+00	9.91E+00	3.35E-01	9.15E+00	8.31E-01
V14	2.13E-01	1.52E+01	4.29E+01	2.12E+00	3.90E+00	4.14E+01	8.70E-01	5.39E+01	0.00E+00
V15	4.37E+00	2.92E+00	1.97E+00	3.48E+00	1.34E+00	3.91E+00	7.02E-01	2.69E+00	2.69E+00
V16	1.43E+00	0.00E+00	4.32E+00	1.86E+00	0.00E+00	4.15E+00	1.19E+00	6.07E+00	7.22E-01
V17	1.39E+00	1.80E+00	1.05E+01	4.17E+00	1.02E+00	5.48E+00	2.07E+00	1.01E+01	3.26E+00
V18	1.26E+00	9.15E+00	1.00E-01	1.53E+00	5.78E-01	8.40E+00	7.37E-01	2.00E-01	2.13E-01
V19	1.93E+00	2.87E+00	0.00E+00	0.00E+00	6.63E-01	1.69E+00	8.95E-01	1.75E+00	2.20E+00
V20	8.44E-01	1.26E+00	8.82E+00	7.27E-01	1.32E+00	4.63E+00	2.82E+00	9.04E+00	2.23E+00
V21	0.00E+00	0.00E+00	3.80E+00	3.24E+00	3.68E+00	7.16E-01	1.11E+00	4.09E+00	3.22E+00
V22	3.40E-01	1.38E+01	9.32E+00	6.11E-01	2.11E+00	1.28E+01	5.59E-01	1.06E+01	1.22E+00
V23	1.53E+01	2.08E+00	2.47E+00	7.81E+00	1.12E+00	2.33E+01	1.00E-01	1.91E+00	1.90E+00
V24	3.52E+00	1.61E+00	2.09E+00	1.65E+00	2.40E+00	6.24E+00	0.00E+00	1.99E+00	0.00E+00
V25	3.11E+00	1.19E+00	7.58E+00	2.47E+00	5.17E-01	8.62E+00	6.90E-01	9.83E+00	2.23E+00
V26	1.14E+00	1.79E+00	3.36E+00	0.00E+00	2.28E+00	2.88E+00	1.33E-01	3.25E+00	2.13E-01
V27	4.83E+00	7.64E-01	5.87E+00	1.99E+00	4.31E+00	6.49E+00	0.00E+00	5.31E+00	4.85E+00
V28	1.74E+00	7.81E-01	7.72E-01	9.17E-01	8.06E-01	8.44E-01	1.15E+00	1.00E-01	1.30E+00
V29	3.00E-01	1.07E+00	1.54E+00	5.87E+00	6.51E-01	4.86E+00	2.02E+00	7.33E-01	4.95E+00
V30	4.48E-01	5.39E-01	2.54E+00	4.78E+00	3.46E+00	2.01E+00	4.44E+00	3.04E+00	1.92E+00
V31	1.50E+00	0.00E+00	1.73E+00	7.19E-01	1.25E+00	5.97E-01	8.72E-01	6.67E-01	8.97E-01
V32	8.05E+00	6.34E+00	1.69E+00	2.91E+00	6.54E-01	1.35E+01	7.02E-01	1.17E+00	2.70E+00
V33	5.12E-01	3.85E+00	4.21E+00	5.33E+00	1.30E+00	6.03E+00	1.68E+00	3.46E+00	8.98E-01
V34	2.24E+00	1.76E+00	7.28E+00	1.85E+00	6.57E-01	6.55E+00	1.06E+01	7.21E+00	1.13E+01
V35	7.68E+00	3.21E+00	1.36E+01	2.76E+00	1.79E+00	1.61E+01	3.69E+00	1.34E+01	6.94E+00
V36	3.05E+00	6.92E+00	5.30E+00	7.52E-01	6.40E-01	5.97E+00	4.96E-01	5.40E+00	1.63E+00
V37	1.26E+00	7.50E+00	5.82E+00	3.00E-01	5.26E-01	7.39E+00	4.42E-01	6.51E+00	2.50E+00
V38	6.96E-01	0.00E+00	2.99E+00	1.66E+00	1.09E+00	2.41E+00	8.23E-01	3.01E+00	2.65E+00
V39	7.61E-01	1.42E+00	1.33E-01	8.33E-01	8.57E-01	1.37E+00	8.41E-01	2.21E-01	9.91E-01
V40	1.54E+00	1.67E+00	8.59E-01	2.26E+00	1.52E+00	4.17E+00	1.33E+00	5.17E-01	1.69E+00
V41	3.45E+00	4.55E+00	6.50E+00	2.71E+00	4.43E+00	6.39E+00	3.59E-01	8.88E+00	8.56E-01
V42	2.65E+00	3.60E+00	0.00E+00	0.00E+00	7.42E-01	3.53E+00	7.09E+00	2.69E+00	6.41E+00
V43	1.00E+00	1.12E+01	7.30E+00	1.10E+01	6.18E-01	1.09E+01	2.04E+00	4.17E+00	3.62E+00
V44	4.00E+00	3.04E+00	1.11E+01	1.26E+01	6.00E-01	1.42E+01	0.00E+00	6.99E+00	1.27E+01
V45	9.64E-01	1.02E+00	4.95E+00	5.80E+00	1.75E+00	7.30E+00	2.23E+00	1.10E+00	6.51E+00
V46	1.52E+00	3.99E+01	1.35E+00	6.63E-01	8.33E-01	4.02E+01	5.86E+00	1.40E+00	8.09E+00
V47	1.72E+00	2.39E+00	9.19E-01	8.67E-01	2.08E+00	1.76E+00	0.00E+00	2.13E-01	1.30E+00
V48	0.00E+00	0.00E+00	5.70E+00	9.21E-01	0.00E+00	3.27E+00	1.63E-01	5.16E+00	1.68E+00
V49	5.21E-01	9.46E-01	1.00E+01	7.64E-01	0.00E+00	8.51E+00	1.77E+00	9.83E+00	2.00E+00
V50	4.67E-01	6.19E+00	3.82E+00	3.32E+00	1.80E-01	7.11E+00	3.00E+00	3.62E+00	6.35E+00
V51	2.09E+00	3.89E+00	1.98E+01	1.91E+00	7.61E-01	1.81E+01	1.51E+00	2.29E+01	1.08E+00
V52	2.23E+00	1.53E-01	0.00E+00	8.54E-01	1.09E+00	1.00E+00	1.01E+00	0.00E+00	7.63E-01
V53	2.13E-01	7.42E+00	1.47E+00	1.35E+00	6.01E-01	8.19E+00	2.17E+00	6.84E-01	2.02E+00
V54	6.40E-01	1.18E+01	1.10E+00	1.47E+00	1.62E+00	1.05E+01	0.00E+00	1.81E+00	1.00E+00
V55	1.74E+00	3.42E-01	1.20E+01	0.00E+00	7.75E-01	1.15E+01	1.67E+00	1.23E+01	1.89E+00
V56	3.35E-01	5.52E+00	3.23E+00	9.78E-01	5.67E-01	5.92E+00	1.31E+00	3.49E+00	1.53E+00
V57	2.07E+00	5.45E+00	5.15E+00	2.96E+00	9.07E-01	6.39E+00	2.17E+00	4.77E+00	3.65E+00
V58	1.54E+00	2.66E+00	3.42E+00	7.22E+00	6.67E-01	7.07E+00	3.06E-01	3.13E+00	1.43E+00
V59	4.05E+00	3.35E+00	2.61E+00	2.80E+00	0.00E+00	3.68E+00	9.21E-01	0.00E+00	2.63E+00
V60	2.78E+00	0.00E+00	2.00E-01	3.42E+00	0.00E+00	1.10E+00	0.00E+00	1.33E-01	2.06E+00
V61	4.23E-01	1.00E+00	9.01E+00	2.11E+00	2.73E+00	9.14E+00	2.23E+00	9.00E+00	6.35E+00
V62	9.28E+00	4.01E+01	9.00E-01	5.85E+00	5.14E+00	3.73E+01	0.00E+00	1.15E+00	4.68E+00
V63	2.51E+00	1.64E+00	3.22E+01	0.00E+00	5.06E+00	3.43E+01	2.73E+00	3.11E+01	3.86E+00
V64	2.09E+00	9.75E-01	1.85E+00	5.33E-01	8.27E-01	2.56E+00	8.06E-01	0.00E+00	1.32E+00
V65	1.22E+00	7.86E-01	2.02E+01	1.68E+00	9.89E-01	2.16E+01	1.92E+00	2.30E+01	1.04E+00
V66	2.34E+00	1.05E+01	1.17E+00	1.07E+00	0.00E+00	1.02E+01	2.55E+00	7.52E-01	3.41E+00
V67	0.00E+00	1.32E+00	3.59E+01	1.35E+00	9.19E-01	3.47E+01	1.38E+00	3.80E+01	6.99E+00
V68	1.49E+00	2.23E+00	8.44E+00	3.12E+00	0.00E+00	5.55E+00	9.87E-01	8.91E+00	2.87E+00
V69	1.28E+00	1.97E+01	2.36E+01	1.61E+00	4.84E+00	2.17E+01	1.61E+00	1.97E+01	3.52E+00
V70	0.00E+00	3.27E-01	1.56E+00	1.82E+00	8.70E-01	1.99E+00	1.49E+00	5.62E-01	3.21E+00
V71	3.22E+00	1.48E+01	1.66E+01	0.00E+00	2.09E+00	1.52E+01	8.97E-01	1.65E+01	1.76E+00
V72	3.19E+00	6.00E-01	9.75E+00	1.44E+00	2.77E-01	8.13E+00	1.45E+00	9.34E+00	2.57E+00
V73	2.48E+00	9.00E-01	1.28E+00	1.65E+01	2.22E+00	1.90E+01	6.96E-01	1.78E+00	1.45E+00
V74	4.15E+00	0.00E+00	4.50E+00	4.41E+00	0.00E+00	2.02E+00	2.97E+00	2.77E+00	7.11E+00
V75	9.91E-01	2.58E+00	1.15E+01	9.89E-01	3.02E+00	1.00E+01	1.26E+00	8.04E+00	5.92E+00
V76	4.32E+00	1.07E+00	2.27E+00	1.85E+00	4.12E+00	6.53E+00	2.67E+00	4.16E+00	7.05E+00
V77	2.46E+00	8.07E+00	9.66E+00	2.34E+00	3.00E+00	7.84E+00	3.66E+00	8.99E+00	3.68E+00
V78	1.41E+00	3.06E-01	3.00E-01	6.23E-01	0.00E+00	4.00E-01	2.09E+00	0.00E+00	1.30E+00
V79	3.71E+00	1.81E+00	5.69E+00	3.97E+00	2.13E-01	3.35E+00	2.76E+00	1.22E+00	5.18E+00
V80	8.56E+00	3.49E+00	6.98E+00	4.36E+00	1.40E+00	1.35E+01	8.23E+00	6.39E+00	8.57E+00
V81	1.20E+00	4.99E-01	3.35E+00	2.57E+00	9.52E-01	3.47E+00	4.19E+00	4.08E+00	6.17E+00
V82	5.69E+00	7.16E-01	1.93E+01	6.82E+00	1.27E+00	9.27E+00	6.32E+00	8.91E+00	1.92E+01
V83	6.19E-01	2.13E-01	8.19E-01	4.25E+00	1.68E+00	3.18E+00	7.97E+00	1.25E+00	8.10E+00
V84	6.82E+00	3.38E+00	2.20E+00	4.33E-01	6.86E-01	6.13E+00	5.17E-01	2.20E+00	2.34E+00
V85	7.89E-01	1.63E+00	3.07E+00	0.00E+00	6.05E-01	2.47E+00	2.33E+00	2.23E+00	1.74E+00
V86	6.05E-01	8.47E-01	7.95E-01	3.44E+00	3.79E-01	3.13E+00	1.47E+00	1.51E+00	2.73E+00
V87	3.97E+00	3.77E+00	8.08E+00	2.77E+00	0.00E+00	5.11E+00	0.00E+00	7.57E+00	8.95E-01
V88	6.18E-01	1.44E+00	7.53E+00	2.68E+00	3.33E-01	8.06E+00	1.18E+00	6.54E+00	1.91E+00
V89	3.64E+00	4.96E+00	0.00E+00	3.34E+00	3.09E+00	6.59E+00	1.71E+00	3.00E-01	4.29E+00
V90	1.13E+00	4.92E+00	3.34E+01	1.13E+00	1.25E+00	3.10E+01	1.20E+00	3.69E+01	1.34E+00
V91	2.07E+00	9.52E-01	1.14E+00	4.16E+00	1.67E+00	2.90E+00	1.85E+00	1.39E+00	2.02E+00
V92	1.65E+00	2.66E+00	2.88E+00	5.85E+00	3.97E+00	1.75E+00	1.46E+00	8.33E-01	3.83E+00
V93	1.46E+00	5.40E+00	1.00E-01	0.00E+00	1.83E+00	6.41E+00	1.81E+00	1.00E+00	1.32E+00
