NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	139.771	42.574	48.463	34.006	0.244	0.916	20000.0
2	136.247	41.688	45.771	32.696	0.233	0.926	20000.0
3	139.928	42.146	46.982	33.132	0.232	0.926	40000.0
4	136.488	40.211	43.449	30.921	0.229	0.931	20000.0
5	142.134	43.295	50.999	34.596	0.231	0.918	30000.0
6	143.707	44.177	51.738	35.508	0.237	0.909	20000.0
7	142.897	43.315	50.926	34.212	0.232	0.918	30000.0
8	147.994	41.862	49.761	32.226	0.234	0.93	20000.0
9	136.791	39.068	42.241	29.179	0.219	0.939	30000.0
10	139.678	41.597	44.904	32.003	0.234	0.928	30000.0
