Kest,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,kl_counts,overd,J,case
10,1,1,0.001250153605002333,0.0023224216047718405,0.0017862876048870867,1.8611707692751005,23.318163694778978,12.58966723202704,0.9949191745510686,1.4453480588982992,3.0189832420011826,18357.2744767595,0,400,fixed
10,1,1,0.0011754552136813159,0.002287609107722839,0.0017315321607020773,1.5524526079604184,23.115541466780115,12.333997037370267,0.995797437046982,1.36529870032606,2.9887377754776034,18429.50914025113,0,400,fixed
10,1,1,0.0013738876567132665,0.001685528530575816,0.0015297080936445412,1.4251063539658666,20.52152963688498,10.973317995425424,0.9955784830813276,1.4499069722033329,2.7422086674966706,18564.87933515906,0,400,fixed
10,1,1,0.0012325843520953872,0.0019806811869832073,0.0016066327695392973,2.540999583631009,26.25662659776882,14.398813090699914,0.9959859123020277,1.4751906720292673,3.0028233974339744,18316.382431840495,0,400,fixed
10,1,1,0.0011996129197255922,0.0022050147379044545,0.0017023138288150233,1.2426797749995413,20.862695187327418,11.05268748116348,0.9951897988681138,1.3772959007683239,2.8759285151846647,18512.522559277157,0,400,fixed
10,1,1,0.001263986764143878,0.0020532315311870553,0.0016586091476654668,2.1898800705348744,24.401194371514187,13.295537221024532,0.9965119180182158,1.4890037693026017,2.915253752570744,18422.05451291725,0,400,fixed
10,1,1,0.0014606526561899596,0.0017377914619922275,0.0015992220590910935,2.6494770395127314,24.466353393643864,13.557915216578298,0.9958868605061261,1.4735569573807965,2.980375326800369,18411.062451491744,0,400,fixed
10,1,1,0.001234540054597888,0.0019512055247903743,0.0015928727896941312,1.9548525221119446,24.31552740958288,13.135189965847413,0.9957484826692742,1.3776228423927535,2.9481857245160277,18514.335174611533,0,400,fixed
10,1,1,0.0013025481133172236,0.0022191754251474974,0.0017608617692323604,3.1390108213158054,24.182799009449916,13.660904915382861,0.9955939445762225,1.3800749662096383,2.89952675746779,18391.07618036992,0,400,fixed
10,1,1,0.001170807262133898,0.0024938659365324627,0.0018323365993331803,2.541594665539727,24.333188704644137,13.437391685091931,0.9949733822747759,1.4314829331903265,2.919139931081463,18300.66359666692,0,400,fixed
10,1,1,0.0012774313908632989,0.0020207900408959725,0.0016491107158796356,2.108018315749825,24.361575499010428,13.234796907380126,0.9955437372468321,1.4599789361451156,2.8692139432780306,18080.958027880515,0,400,fixed
10,1,1,0.001306176384170269,0.001993047849454843,0.001649612116812556,2.1490858329225295,23.582004248267445,12.865545040594988,0.9956294814207767,1.4635842344999934,2.920957213291095,18328.85208471413,0,400,fixed
10,1,1,0.0010248925657545466,0.0022525802569170095,0.001638736411335778,2.0698395392371265,22.51086222419822,12.290350881717673,0.9950788874665873,1.4335467680395622,2.856529688265321,18186.23687411524,0,400,fixed
10,1,1,0.00118652270101238,0.0019876346012533907,0.0015870786511328855,1.5877365090070568,23.085792799132584,12.336764654069821,0.9960063622931523,1.459772260470878,3.0601862218270135,18510.38359032552,0,400,fixed
10,1,1,0.0013229479881849875,0.002102267670547555,0.0017126078293662713,1.7879986893434425,21.365408362983672,11.576703526163557,0.9960604068255925,1.3977561204023161,2.977534611613777,18457.366665535505,0,400,fixed
10,1,1,0.001178050216743231,0.00208153647211173,0.0016297933444274805,2.50738792191537,23.345881665120455,12.926634793517913,0.9951494962639215,1.3985756066987183,2.932408307211509,18512.31375903529,0,400,fixed
10,1,1,0.0010256071706898897,0.0018919914350268147,0.0014587993028583523,1.8609899401780456,23.182314660555686,12.521652300366867,0.9968586148742252,1.486462652905655,2.9481032631842203,18112.923975544913,0,400,fixed
10,1,1,0.0011927386263064035,0.0024257114926778335,0.0018092250594921185,2.372472896240448,24.694927880701428,13.533700388470939,0.9938437672657157,1.353506132826784,2.752423403325035,18292.249150981293,0,400,fixed
10,1,1,0.0012074769555540695,0.0019929467846330077,0.0016002118700935387,1.645763039333806,21.486497317005938,11.566130178169871,0.996122197837045,1.4310931422716173,2.887014764782739,18283.223396859867,0,400,fixed
10,1,1,0.0012015024701872038,0.0018970115590206983,0.001549257014603951,1.8363374319135377,22.72560838828126,12.280972910097399,0.9964386283095111,1.4907675461897723,2.9685803052579,18428.734068388392,0,400,fixed
