MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	2.04E-03	1.91E-03	2.80E-46	4.03E-03	6.74E-04	9.10E-04	3.50E-02
1:Del:C:1	1.56E-03	6.26E-04	1.01E-03	2.40E-03	9.36E-06	3.69E-05	1.25E-02
1:Del:C:2	3.49E-04	2.12E-04	9.32E-05	5.61E-04	0.00E+00	1.16E-08	2.19E-03
1:Del:C:3	7.86E-04	1.12E-04	0.00E+00	1.15E-03	3.60E-04	1.77E-08	4.93E-03
1:Del:C:4	1.01E-03	1.50E-03	2.04E-04	3.40E-04	6.05E-04	0.00E+00	1.05E-02
1:Del:C:5	0.00E+00	9.45E-09	2.26E-04	1.65E-04	8.45E-04	2.97E-04	2.33E-03
1:Del:T:0	1.91E-03	5.56E-04	1.02E-03	2.55E-03	1.23E-03	2.75E-03	2.47E-02
1:Del:T:1	1.35E-03	3.51E-04	4.26E-04	1.62E-03	6.83E-06	2.13E-04	1.20E-02
1:Del:T:2	2.05E-03	2.27E-04	0.00E+00	1.17E-03	6.79E-04	2.86E-04	9.18E-03
1:Del:T:3	2.09E-03	2.70E-04	1.30E-04	0.00E+00	1.12E-03	9.58E-04	1.93E-02
1:Del:T:4	2.00E-03	9.68E-04	9.28E-04	1.62E-03	1.29E-03	6.60E-04	1.05E-02
1:Del:T:5	9.57E-08	7.73E-08	2.36E-07	4.61E-07	2.67E-03	5.60E-07	3.11E-02
1:Ins:C:0	2.41E-08	2.42E-08	5.38E-08	2.42E-04	1.04E-08	2.80E-08	1.45E-04
1:Ins:C:1	4.20E-08	1.09E-08	6.30E-08	3.81E-04	6.18E-09	5.02E-05	1.46E-03
1:Ins:C:2	2.88E-08	2.88E-08	5.84E-08	2.35E-04	5.06E-07	3.22E-08	2.42E-04
1:Ins:C:3	1.50E-08	7.95E-05	7.72E-05	1.30E-04	1.38E-04	1.24E-04	1.14E-03
1:Ins:C:4	1.00E-04	1.40E-46	4.32E-04	6.22E-05	2.93E-04	3.42E-04	4.75E-03
1:Ins:C:5	4.38E-05	6.70E-09	2.49E-03	7.19E-05	6.53E-04	2.35E-04	1.63E-03
1:Ins:T:0	7.15E-04	0.00E+00	2.60E-04	4.48E-04	2.58E-04	5.17E-04	3.78E-03
1:Ins:T:1	4.35E-04	2.57E-04	4.26E-08	4.78E-04	0.00E+00	1.59E-04	2.49E-03
1:Ins:T:2	4.31E-04	1.51E-04	8.34E-05	1.20E-04	2.18E-04	4.45E-09	7.17E-04
1:Ins:T:3	4.23E-04	9.34E-05	3.40E-04	2.14E-04	1.75E-04	2.01E-04	5.94E-04
1:Ins:T:4	9.23E-05	2.31E-04	7.09E-04	3.49E-04	5.34E-04	9.74E-04	7.91E-03
1:Ins:T:5	1.85E-03	1.89E-07	5.22E-03	2.03E-03	3.12E-08	2.93E-03	8.09E-02
2:Del:R:0	5.24E-04	3.58E-04	1.44E-04	1.05E-03	4.13E-04	3.89E-04	3.45E-03
2:Del:R:1	5.01E-04	5.38E-04	1.82E-04	6.26E-04	5.16E-04	3.23E-03	6.51E-03
2:Del:R:2	2.36E-04	1.98E-04	4.95E-05	2.13E-04	2.09E-04	4.79E-09	9.16E-04
2:Del:R:3	4.47E-09	7.79E-09	1.30E-04	4.85E-09	1.91E-04	1.65E-08	4.44E-04
2:Del:R:4	1.89E-09	5.09E-09	7.83E-05	5.49E-09	1.23E-04	1.42E-04	1.98E-04
2:Del:R:5	2.73E-08	0.00E+00	3.06E-08	1.92E-04	5.86E-05	6.83E-05	2.28E-04
3:Del:R:0	4.14E-04	8.57E-05	1.16E-05	9.35E-04	1.70E-04	3.06E-08	3.04E-03
3:Del:R:1	6.53E-04	3.35E-04	8.50E-04	8.45E-05	1.00E-03	2.08E-04	1.79E-02
3:Del:R:2	2.01E-04	5.64E-09	2.31E-08	1.06E-04	2.54E-04	6.72E-05	1.28E-03
3:Del:R:3	3.59E-07	1.93E-08	3.41E-04	2.61E-04	5.86E-08	3.11E-02	3.10E-02
3:Del:R:4	4.33E-09	3.62E-09	6.08E-09	1.38E-08	4.51E-09	2.69E-08	8.82E-08
3:Del:R:5	1.88E-07	3.18E-08	5.44E-08	7.79E-05	4.29E-08	4.48E-08	1.51E-04
4:Del:R:0	3.59E-04	0.00E+00	1.68E-04	1.00E-03	1.45E-09	6.57E-04	2.63E-03
4:Del:R:1	5.20E-04	3.46E-05	4.84E-05	3.05E-04	4.25E-04	1.34E-08	2.13E-04
4:Del:R:2	2.70E-04	3.23E-05	9.96E-09	0.00E+00	1.13E-04	8.24E-05	2.30E-04
4:Del:R:3	5.14E-08	6.13E-05	4.70E-08	3.21E-08	6.25E-05	5.86E-08	6.80E-08
4:Del:R:4	4.33E-09	3.62E-09	6.08E-09	1.38E-08	4.51E-09	2.69E-08	8.82E-08
4:Del:R:5	3.44E-08	3.76E-08	6.08E-08	7.37E-05	4.05E-08	5.85E-08	1.34E-04
5:Del:R:0	1.41E-04	5.07E-04	2.26E-04	6.74E-03	3.60E-04	4.03E-07	3.16E-02
5:Del:R:1	4.52E-05	5.04E-07	2.85E-07	1.81E-04	2.65E-04	1.65E-08	0.00E+00
5:Del:R:2	3.60E-08	9.19E-09	1.61E-08	9.13E-05	9.51E-05	1.09E-04	8.17E-05
5:Del:R:3	4.33E-09	3.62E-09	6.08E-09	1.38E-08	4.51E-09	2.69E-08	8.82E-08
5:Del:R:4	6.18E-08	2.38E-08	6.69E-08	3.97E-08	1.08E-07	9.00E-05	1.32E-04
5:Del:R:5	4.33E-09	3.62E-09	6.08E-09	1.38E-08	4.51E-09	2.69E-08	8.82E-08
2:Ins:R:0	3.44E-04	1.42E-04	2.01E-04	2.86E-04	1.76E-06	2.02E-08	3.39E-03
2:Ins:R:1	3.04E-04	0.00E+00	2.13E-08	2.18E-04	2.31E-04	1.25E-06	3.58E-04
2:Ins:R:2	1.37E-04	9.91E-05	6.27E-05	1.57E-04	2.18E-04	1.50E-08	3.81E-04
2:Ins:R:3	1.04E-04	3.16E-05	2.04E-04	5.65E-05	1.85E-04	1.94E-04	7.09E-04
2:Ins:R:4	0.00E+00	1.20E-03	4.48E-04	1.20E-03	7.93E-04	0.00E+00	2.28E-03
2:Ins:R:5	1.75E-04	7.28E-08	9.85E-04	2.93E-04	8.76E-04	1.80E-04	2.32E-03
3:Ins:R:0	1.43E-07	6.71E-04	6.43E-08	2.86E-08	2.18E-04	3.49E-02	5.94E-02
3:Ins:R:1	2.45E-04	1.01E-04	4.61E-08	1.18E-04	2.11E-06	1.48E-08	8.73E-04
3:Ins:R:2	3.12E-08	3.84E-08	6.49E-08	7.43E-05	4.27E-08	5.56E-08	1.66E-07
3:Ins:R:3	3.58E-08	2.06E-08	1.17E-04	6.66E-08	2.83E-08	4.73E-08	8.93E-08
3:Ins:R:4	3.59E-08	3.60E-08	5.37E-08	9.96E-05	3.54E-08	6.50E-08	2.41E-04
3:Ins:R:5	4.61E-08	1.40E-46	3.05E-04	1.56E-05	2.38E-04	1.66E-04	3.79E-03
4:Ins:R:0	9.13E-05	1.04E-08	6.98E-08	2.27E-04	2.84E-09	5.39E-06	7.60E-04
4:Ins:R:1	1.20E-04	6.31E-09	1.96E-04	2.59E-04	1.98E-08	1.90E-04	1.70E-03
4:Ins:R:2	3.70E-08	3.81E-08	5.54E-08	4.12E-05	4.63E-08	8.06E-08	1.05E-07
4:Ins:R:3	4.33E-09	3.62E-09	6.08E-09	1.38E-08	4.51E-09	2.69E-08	8.82E-08
4:Ins:R:4	4.05E-08	2.52E-08	8.43E-05	7.69E-05	5.37E-05	2.10E-07	2.30E-04
4:Ins:R:5	2.37E-04	3.94E-09	2.29E-04	2.44E-04	2.66E-04	0.00E+00	2.36E-03
5:Ins:R:0	9.77E-08	5.04E-03	7.85E-08	2.77E-04	7.41E-08	3.72E-08	5.04E-03
