MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.03E-02	3.13E-02	3.15E-02	8.82E-04
1:Del:C:1	2.92E-03	1.02E-02	9.83E-03	1.40E-46
1:Del:C:2	1.41E-04	2.01E-04	1.23E-04	0.00E+00
1:Del:C:3	2.40E-04	1.14E-03	9.79E-04	2.41E-04
1:Del:C:4	2.91E-04	8.17E-04	8.18E-04	2.49E-04
1:Del:C:5	1.64E-04	2.93E-04	4.98E-04	2.88E-04
1:Del:T:0	2.39E-03	9.26E-03	8.59E-03	5.29E-04
1:Del:T:1	1.45E-03	3.46E-03	4.30E-03	3.57E-04
1:Del:T:2	1.93E-03	6.04E-03	7.60E-03	6.75E-04
1:Del:T:3	2.50E-03	7.92E-03	8.95E-03	3.11E-04
1:Del:T:4	2.28E-03	6.63E-03	7.55E-03	5.80E-04
1:Del:T:5	2.42E-03	3.13E-03	6.15E-03	3.65E-05
1:Ins:C:0	2.65E-04	1.30E-04	7.41E-05	1.76E-04
1:Ins:C:1	4.17E-04	9.89E-03	9.16E-03	3.92E-06
1:Ins:C:2	1.08E-03	6.46E-02	5.92E-02	1.79E-03
1:Ins:C:3	4.94E-05	7.38E-05	1.50E-05	7.83E-05
1:Ins:C:4	1.61E-04	4.23E-04	4.65E-04	2.80E-04
1:Ins:C:5	2.77E-04	1.11E-03	5.30E-04	5.27E-04
1:Ins:T:0	4.97E-04	1.07E-03	1.22E-03	3.51E-04
1:Ins:T:1	5.36E-04	7.58E-04	9.49E-04	7.84E-09
1:Ins:T:2	1.45E-04	5.03E-04	4.64E-04	1.68E-04
1:Ins:T:3	2.22E-04	2.32E-04	3.65E-05	2.94E-04
1:Ins:T:4	2.06E-04	7.91E-04	2.08E-04	3.33E-04
1:Ins:T:5	4.75E-03	5.27E-02	6.74E-04	3.00E-02
2:Del:R:0	4.22E-04	1.32E-03	1.27E-03	4.62E-04
2:Del:R:1	5.83E-04	2.89E-04	3.66E-04	3.09E-04
2:Del:R:2	1.25E-05	1.18E-04	2.31E-04	6.76E-05
2:Del:R:3	2.77E-08	3.80E-05	5.44E-05	3.14E-08
2:Del:R:4	4.78E-09	4.72E-09	1.02E-04	1.22E-04
2:Del:R:5	8.19E-05	4.24E-05	2.09E-05	1.10E-04
3:Del:R:0	8.19E-04	1.12E-04	2.11E-04	5.74E-04
3:Del:R:1	3.64E-04	4.86E-04	6.79E-04	3.81E-04
3:Del:R:2	2.61E-08	5.79E-08	2.92E-04	3.05E-02
3:Del:R:3	2.08E-05	7.71E-05	5.48E-05	5.11E-08
3:Del:R:4	5.31E-09	8.18E-09	7.89E-09	8.61E-09
3:Del:R:5	3.06E-08	5.08E-05	9.81E-08	4.51E-08
4:Del:R:0	3.58E-04	1.84E-04	1.59E-04	2.28E-04
4:Del:R:1	2.38E-04	5.29E-04	3.74E-04	3.07E-05
4:Del:R:2	5.41E-05	1.76E-05	7.86E-05	8.94E-05
4:Del:R:3	1.09E-04	2.28E-03	2.06E-03	5.58E-05
4:Del:R:4	4.14E-05	5.36E-08	4.87E-08	3.35E-05
4:Del:R:5	5.31E-09	8.18E-09	7.89E-09	8.61E-09
5:Del:R:0	7.39E-03	7.86E-04	2.08E-04	2.50E-04
5:Del:R:1	8.62E-05	6.66E-08	1.76E-04	1.11E-07
5:Del:R:2	7.08E-05	5.75E-05	2.71E-06	3.29E-08
5:Del:R:3	2.85E-08	6.65E-08	2.96E-05	3.62E-08
5:Del:R:4	6.24E-05	8.21E-08	3.97E-05	9.40E-08
5:Del:R:5	5.31E-09	8.18E-09	7.89E-09	8.61E-09
2:Ins:R:0	2.10E-04	1.64E-04	1.25E-04	1.52E-07
2:Ins:R:1	1.68E-04	2.69E-04	1.86E-04	6.04E-05
