MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	1.96E-03	2.59E-02	4.78E-03	2.39E-03	3.39E-02	4.48E-03	1.29E-01
1:Del:C:1	6.22E-21	7.69E-07	1.73E-03	3.70E-04	6.15E-03	1.62E-08	4.63E-03
1:Del:C:2	4.84E-05	2.70E-05	2.54E-04	7.03E-05	2.86E-04	0.00E+00	8.29E-04
1:Del:C:3	3.09E-04	1.78E-04	8.21E-04	3.41E-04	1.18E-03	6.33E-04	1.72E-03
1:Del:C:4	0.00E+00	9.82E-03	5.81E-08	0.00E+00	2.10E-03	1.08E-03	1.13E-02
1:Del:C:5	2.67E-04	2.45E-04	1.02E-04	4.40E-04	0.00E+00	1.13E-03	9.71E-04
1:Del:T:0	7.13E-04	1.83E-04	2.65E-03	2.75E-03	7.34E-03	1.85E-03	9.21E-03
1:Del:T:1	1.20E-03	5.68E-04	1.24E-03	5.45E-04	2.49E-03	0.00E+00	2.05E-03
1:Del:T:2	7.48E-04	7.06E-04	5.88E-04	3.05E-04	6.05E-03	6.59E-04	5.90E-03
1:Del:T:3	3.30E-04	0.00E+00	1.14E-04	1.33E-03	7.13E-03	2.59E-03	4.22E-03
1:Del:T:4	7.14E-05	7.37E-07	7.29E-05	1.51E-03	5.59E-03	1.37E-03	3.52E-03
1:Del:T:5	1.28E-06	2.03E-07	3.53E-04	5.34E-08	6.22E-08	6.93E-03	6.26E-07
1:Ins:C:0	1.08E-07	6.11E-08	4.96E-04	4.34E-05	2.87E-08	6.39E-09	4.17E-04
1:Ins:C:1	2.21E-04	0.00E+00	4.64E-04	1.51E-06	5.34E-08	1.09E-04	2.59E-04
1:Ins:C:2	4.76E-08	5.91E-09	3.63E-04	7.31E-05	6.07E-08	9.89E-05	1.67E-04
1:Ins:C:3	3.33E-09	1.25E-08	5.56E-05	1.32E-04	0.00E+00	7.08E-05	5.51E-05
1:Ins:C:4	1.17E-04	1.62E-04	2.84E-04	1.77E-04	5.06E-05	3.92E-04	2.15E-04
1:Ins:C:5	1.40E-46	2.55E-04	3.60E-04	1.11E-03	4.04E-04	6.22E-04	9.56E-04
1:Ins:T:0	2.50E-06	1.57E-04	6.40E-04	4.16E-04	1.05E-03	3.64E-04	1.09E-03
1:Ins:T:1	2.75E-04	0.00E+00	4.17E-04	3.33E-04	1.10E-03	0.00E+00	1.82E-03
1:Ins:T:2	3.20E-04	2.47E-05	2.08E-04	9.91E-05	4.18E-04	2.47E-04	9.91E-04
1:Ins:T:3	4.25E-05	2.93E-05	1.85E-04	3.46E-04	3.99E-04	2.67E-04	4.22E-04
