NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.553	18.327	12.383	11.54	0.092	0.99	70000.0
2	48.282	17.43	11.437	10.479	0.092	0.992	60000.0
3	53.09	19.167	12.939	12.084	0.097	0.989	70000.0
4	46.895	16.957	11.48	10.549	0.086	0.992	60000.0
5	50.134	17.912	12.256	11.046	0.088	0.992	50000.0
6	45.546	16.389	10.48	9.716	0.09	0.993	70000.0
7	45.095	16.255	10.574	9.881	0.085	0.993	40000.0
8	49.503	17.7	12.002	10.824	0.09	0.992	50000.0
9	47.828	17.454	11.542	10.666	0.088	0.992	30000.0
10	51.308	18.523	12.47	11.303	0.091	0.991	40000.0
