Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V30	12	0	0	237	59	0	0	0	0	97	0	21	69	0	0	0	36	0	0	0
V31	61	0	41	1	0	6	6	0	21	3	75	0	5	0	2	16	0	54	16	0
V32	10	0	38	2	0	114	64	11	48	2	140	7	0	31	6	24	18	0	0	0
V33	12	86	0	137	0	0	6	0	8	50	7	0	39	0	40	0	47	0	0	0
V34	15	54	0	5	0	77	32	24	0	0	38	0	0	6	14	9	0	8	2	0
V35	4	0	168	42	30	20	51	35	49	29	0	20	19	7	0	20	11	0	0	0
V36	31	0	43	26	8	0	6	14	8	0	0	9	8	14	0	0	0	0	4	0
V37	25	44	31	0	0	0	0	6	0	2	0	10	1	2	0	6	0	0	15	0
V38	3	197	102	20	1	49	31	4	29	10	2	3	21	0	0	23	0	12	0	0
V39	34	12	20	28	39	0	0	8	0	4	20	33	24	0	0	8	0	0	0	0
V40	172	12	67	90	0	33	60	0	36	11	0	0	68	40	0	9	16	0	1	0
V41	0	106	55	0	0	22	3	24	0	0	0	10	0	32	9	3	3	0	0	34
V42	0	72	13	120	0	151	64	11	34	61	138	9	22	17	0	18	15	62	0	0
V43	95	0	0	0	0	0	0	0	8	1	0	4	0	0	3	0	0	0	2	0
V44	0	99	0	19	0	9	31	20	3	4	0	0	0	3	0	0	2	0	0	0
V45	87	0	7	0	3	8	17	0	0	0	0	4	0	12	2	8	10	0	6	11
V46	0	94	33	0	12	0	6	142	31	0	0	0	0	21	0	2	0	26	0	12
V47	14	143	0	0	0	6	8	45	0	0	10	14	0	0	8	0	0	0	0	0
V48	114	13	0	7	158	0	0	0	5	2	0	58	14	13	0	5	0	0	2	0
V49	366	50	0	25	0	0	0	0	0	0	0	3	0	0	0	0	8	78	8	0
V50	0	21	0	55	73	39	2	0	0	37	12	43	64	2	3	0	0	0	0	0
V51	99	11	0	0	63	0	1	0	0	1	0	12	5	1	5	8	1	6	0	0
V52	69	52	40	11	105	0	24	0	32	16	28	41	19	0	0	0	6	0	6	0
V53	104	42	71	17	0	0	23	0	77	4	0	6	1	17	2	0	0	19	11	10
V54	25	0	140	0	9	0	13	10	0	0	1	2	0	6	0	15	2	0	22	0
V55	62	54	2	1	7	0	1	41	0	0	0	22	5	0	2	0	3	0	0	0
V56	0	0	0	27	17	14	0	0	0	10	0	2	5	2	12	4	1	5	6	0
V57	297	67	0	40	0	67	0	0	0	63	64	11	49	7	0	7	0	41	8	0
V58	4	0	0	0	19	0	2	0	27	0	50	28	0	21	19	8	0	0	0	0
V59	36	54	40	16	3	0	0	21	24	39	0	21	21	0	1	0	21	0	31	24
V60	77	0	53	26	60	13	0	110	24	38	6	56	19	8	0	0	20	0	9	0
V61	0	22	0	45	0	45	8	0	38	24	0	3	25	0	0	8	18	0	0	0
V62	48	97	8	0	0	6	20	60	0	6	8	3	0	8	0	0	4	32	0	0
V63	0	0	0	6	2	36	83	13	1	10	0	0	14	0	21	26	0	8	0	0
V64	0	81	50	46	45	18	56	0	12	20	0	14	8	0	32	28	14	0	0	0
V65	5	38	0	64	0	2	8	0	0	2	0	4	19	0	0	0	26	0	0	0
V66	3	94	0	54	14	68	20	62	0	13	36	20	38	0	28	15	11	0	0	0
V67	0	124	38	48	0	1	0	0	12	36	0	3	11	13	6	18	36	0	0	8
V68	0	0	0	65	0	41	48	0	0	43	9	3	5	3	33	14	5	6	0	0
V69	43	0	0	0	167	146	68	1	15	1	131	72	0	0	0	0	3	0	0	0
V70	10	0	183	1	101	0	0	70	26	11	0	44	0	59	10	0	29	0	0	0
V71	0	0	0	0	5	41	12	0	7	3	0	3	15	0	21	10	4	12	0	0
V72	174	0	12	0	4	73	24	0	2	0	10	0	3	0	16	26	0	0	0	0
V73	14	0	0	23	0	19	2	0	0	4	4	2	18	0	10	2	12	39	0	0
V74	0	0	100	103	53	0	0	0	36	40	15	20	15	37	0	2	0	19	0	4
V75	0	85	0	0	0	24	0	102	24	0	50	0	0	41	13	2	22	0	0	2
V76	21	39	2	0	0	4	1	14	0	0	3	0	0	3	2	0	0	0	0	0
V77	51	47	0	1	0	43	31	3	0	1	0	0	1	0	0	11	0	0	4	0
V78	0	79	0	0	0	94	61	6	0	0	64	1	0	0	43	11	0	0	0	0
V79	77	29	0	3	1	77	99	25	0	0	75	8	5	0	100	23	0	0	0	0
V80	9	2	69	36	0	0	0	0	12	35	0	6	24	25	0	9	3	0	8	0
V81	17	0	69	110	7	0	0	1	0	33	0	7	4	2	0	0	15	0	14	0
V82	18	0	0	0	0	6	0	0	0	5	32	0	7	0	8	1	0	0	0	0
V83	50	15	0	85	0	0	0	0	0	14	0	3	51	0	0	0	0	0	0	0
V84	6	0	84	0	110	3	37	36	0	0	6	33	0	22	0	45	0	0	1	0
V85	0	80	0	28	30	14	11	0	3	45	0	0	2	0	13	3	14	2	13	0
V86	14	0	153	0	31	24	29	1	46	5	0	35	0	0	23	38	6	0	2	0
V87	0	117	3	23	0	2	12	47	0	12	0	7	2	0	0	0	0	0	20	0
V88	23	60	28	121	24	0	0	0	0	68	0	40	61	2	0	0	2	0	0	0
V89	42	50	1	15	0	24	5	1	3	0	63	0	16	6	0	0	0	0	7	0
V90	120	25	0	5	95	0	0	16	0	0	0	25	9	0	0	0	7	0	0	0
V91	35	0	2	1	61	6	0	14	0	7	0	23	6	0	0	0	0	0	0	4
V92	0	0	25	13	38	0	37	1	0	1	7	64	7	50	0	0	2	0	4	0
V93	414	0	0	0	44	60	13	6	0	0	42	7	0	0	29	13	0	43	0	0
V94	0	22	0	0	9	15	12	5	0	0	0	0	0	3	8	0	0	6	0	2
V95	25	30	16	28	0	35	7	0	25	0	29	0	56	6	9	0	21	0	29	0
V96	6	19	0	0	39	0	1	3	0	0	0	29	0	0	0	2	0	0	0	0
V97	14	14	0	0	19	0	6	25	24	0	0	27	1	3	2	0	1	0	1	3
V98	14	121	0	0	234	57	61	41	0	0	0	64	0	0	35	29	0	0	0	0
V99	29	0	1	8	98	153	77	47	26	1	44	42	0	35	47	0	16	0	0	0
V100	17	19	0	1	30	0	0	0	1	2	0	0	0	4	0	5	0	13	1	0
