Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	1.08E+00	3.14E-01	1.27E+00	6.54E-01	1.99E+00	3.39E+00	1.68E+00	2.54E+00	1.00E+00
V2	3.42E+00	1.17E+00	1.36E+00	4.82E-01	4.58E-01	2.75E+00	2.26E+00	3.49E+00	2.22E+00
V3	2.83E+00	9.09E+00	0.00E+00	3.35E-01	6.33E+00	3.28E+00	8.46E+00	7.86E+00	6.80E+00
V4	1.66E+00	0.00E+00	1.20E+00	8.14E-01	2.95E+00	7.17E+00	6.20E+00	7.75E+00	5.07E+00
V5	0.00E+00	2.17E+01	6.83E-01	6.40E-01	5.12E+00	1.06E+00	4.39E+00	2.26E+01	6.60E+00
V6	0.00E+00	4.67E-01	1.79E+00	0.00E+00	0.00E+00	1.30E+00	6.40E-01	1.11E+00	0.00E+00
V7	4.45E+00	1.19E+01	2.47E+00	1.37E+00	2.27E+00	2.38E+00	3.41E+00	9.62E+00	8.50E+00
V8	3.01E+00	2.57E+00	1.06E+00	7.12E-01	6.05E-01	2.45E+00	1.84E+00	2.50E+00	4.61E+00
V9	8.58E+00	3.33E-01	1.67E+00	5.78E-01	1.15E+01	0.00E+00	1.34E+01	3.42E-01	9.45E+00
V10	2.46E+00	8.05E+00	2.22E+00	7.22E-01	4.90E-01	4.42E-01	4.47E-01	8.32E+00	4.57E+00
V11	3.34E+00	2.45E+00	0.00E+00	2.30E+00	3.14E+00	1.88E+00	2.43E+00	2.75E+00	5.08E+00
V12	1.70E+00	4.68E+00	5.04E+00	5.77E-01	8.54E-01	1.54E+00	6.05E-01	1.69E+00	2.00E+00
V13	2.08E+00	6.15E-01	0.00E+00	2.24E+00	4.69E+00	1.36E+00	4.31E+00	1.55E+00	3.01E+00
V14	1.78E+00	2.61E+00	2.58E-01	1.72E+00	2.56E+00	1.40E+01	4.96E+00	1.48E+01	1.79E+00
V15	7.60E+00	3.39E+00	2.80E+00	9.48E-01	2.70E+00	1.89E+00	4.69E+00	3.13E+00	1.02E+01
V16	1.75E+00	3.30E+00	2.18E+00	6.54E-01	0.00E+00	4.52E-01	0.00E+00	2.50E+00	1.53E+00
V17	6.41E+00	5.33E+00	1.17E+00	1.51E+00	1.81E+00	1.01E+00	1.32E+00	5.66E+00	7.51E+00
V18	1.44E+00	2.96E+00	1.60E+00	1.11E+00	4.68E+00	2.67E-01	6.31E+00	4.10E+00	3.42E+00
V19	1.60E+00	1.51E+00	1.09E+00	8.59E-01	1.71E+00	2.23E+01	3.84E+00	2.24E+01	3.01E+00
V20	3.72E+00	2.21E-01	4.99E-01	4.67E-01	8.09E+00	0.00E+00	9.24E+00	0.00E+00	5.37E+00
V21	1.26E+00	3.18E+00	5.60E+00	1.12E+01	1.23E+01	1.10E+00	1.10E+01	4.08E+00	2.19E+01
V22	9.40E-01	7.42E+00	1.53E+00	1.67E+00	6.63E-01	1.70E+00	1.28E+00	6.89E+00	2.01E+00
V23	1.36E+01	3.38E+00	9.45E-01	2.70E+00	2.44E+01	1.58E+00	2.83E+01	1.23E+00	1.73E+01
V24	5.69E+00	8.87E+00	1.74E+00	1.11E+00	8.20E+00	1.91E+01	1.04E+01	1.77E+01	1.49E+01
V25	2.27E+00	1.35E+01	2.26E+00	5.77E-01	2.95E+00	1.07E+01	4.85E+00	9.71E+00	1.12E+00
V26	4.97E+00	2.71E+00	2.98E-01	1.15E+00	2.37E+00	6.24E+00	3.54E+00	4.92E+00	6.32E+00
V27	9.04E-01	3.80E+00	2.11E+00	0.00E+00	8.82E-01	9.94E+00	6.42E+00	7.54E+00	1.06E+00
V28	8.19E-01	3.43E+00	1.71E+00	1.04E+00	2.56E+00	1.22E+01	5.96E+00	1.09E+01	4.83E+00
V29	4.26E+00	5.12E-01	2.27E+00	1.00E+00	7.48E+00	0.00E+00	8.35E+00	1.27E+00	4.54E+00
V30	2.53E+00	1.53E-01	3.05E+00	1.65E+00	9.80E-01	1.16E+01	9.75E+00	1.11E+01	2.60E+00
V31	2.97E+00	2.12E+00	1.42E+00	0.00E+00	1.44E+00	2.22E+00	1.73E+00	1.57E+00	2.82E+00
V32	4.25E+00	1.82E+00	1.21E+00	1.37E+00	8.02E+00	5.66E+00	1.08E+01	6.55E+00	1.11E+01
V33	0.00E+00	1.74E+00	8.46E-01	1.64E+00	8.44E-01	4.73E-01	7.06E-01	1.49E+00	1.40E+00
V34	2.91E-01	3.29E+00	9.17E-01	8.06E-01	7.57E-01	1.21E+00	0.00E+00	1.92E+00	1.83E+00
V35	2.18E+00	9.45E+00	1.04E+00	0.00E+00	5.33E-01	2.57E+00	1.39E+00	1.10E+01	4.62E+00
V36	0.00E+00	1.64E+00	1.37E+00	0.00E+00	2.80E+00	5.87E+00	3.06E+00	6.70E+00	1.16E+00
V37	4.51E+00	5.22E+00	4.07E-01	1.54E+00	9.89E-01	3.48E-01	1.52E+00	5.90E+00	4.40E+00
V38	9.23E+00	1.68E+00	1.14E+00	4.33E-01	4.47E-01	9.78E-01	1.47E+00	7.16E-01	1.03E+01
V39	3.00E+00	1.56E+01	2.60E+00	2.43E+00	4.26E+00	7.31E-01	2.77E+00	1.61E+01	2.98E+00
V40	8.47E+00	4.93E+00	2.77E-01	2.98E+00	1.10E+01	3.18E+00	1.70E+01	6.79E+00	1.38E+01
V41	1.81E+00	5.49E+00	9.80E-01	4.21E+00	1.07E+00	1.14E+00	9.09E-01	4.44E+00	3.63E+00
V42	8.68E+00	3.63E+00	4.07E-01	1.08E+00	2.57E+00	3.46E+00	2.35E+00	2.67E+00	9.56E+00
V43	1.45E+00	2.27E+00	2.09E+00	3.79E+00	2.72E+00	2.67E-01	2.29E+00	2.20E+00	1.12E+00
V44	2.29E+00	1.35E+01	1.12E+00	1.95E+00	9.50E+00	3.05E+00	1.09E+01	1.59E+01	7.70E+00
V45	2.05E+00	3.22E+00	1.26E+00	5.67E-01	4.48E+00	3.08E+00	4.45E+00	3.39E+00	2.70E+00
V46	2.77E+00	1.33E+00	5.36E+00	7.27E-01	3.00E+00	5.07E+00	2.66E+00	6.61E+00	3.93E+00
V47	1.09E+01	1.98E+01	0.00E+00	2.13E-01	0.00E+00	1.01E+00	9.04E-01	1.91E+01	1.13E+01
V48	1.02E+00	2.60E-01	2.44E+00	2.32E+00	2.86E+00	5.42E+00	2.60E+00	6.41E+00	1.94E+00
V49	8.47E-01	2.89E+00	1.45E+00	0.00E+00	7.58E+00	8.31E+00	6.32E+00	7.88E+00	2.40E+00
V50	3.71E-01	9.28E+00	4.82E-01	1.13E+00	7.54E+00	5.47E-01	5.68E+00	9.64E+00	0.00E+00
V51	5.42E-01	2.81E+00	1.45E+00	1.39E+00	5.74E+00	1.35E+00	6.27E+00	2.66E+00	2.69E+00
V52	4.22E-01	4.06E+00	0.00E+00	1.73E+00	1.02E+00	4.42E-01	1.48E+00	2.91E+00	3.45E+00
V53	2.21E-01	0.00E+00	1.45E+00	2.63E+00	2.78E+00	1.01E+01	2.67E+00	1.10E+01	2.25E+00
V54	0.00E+00	1.02E+01	6.16E-01	3.79E-01	8.00E-01	4.36E+00	1.72E+00	9.66E+00	5.39E+00
V55	3.36E+00	1.05E+00	2.64E+00	8.44E-01	1.33E+00	2.39E+00	5.58E-01	3.35E+00	4.73E-01
V56	1.80E+00	1.99E+00	1.21E+00	2.92E+00	7.45E+00	4.41E+00	6.52E+00	3.64E+00	5.06E+00
V57	5.92E+00	1.09E+00	3.96E+00	1.24E+00	0.00E+00	2.00E-01	6.05E-01	2.25E+00	4.74E+00
V58	3.81E+00	1.47E+00	1.83E+00	9.07E-01	2.30E+01	3.40E-01	2.56E+01	2.73E+00	8.47E+00
V59	0.00E+00	8.62E-01	1.14E+00	1.51E+00	6.53E-01	1.15E+00	5.16E-01	8.31E-01	0.00E+00
V60	3.37E+00	9.11E+00	1.61E+00	4.48E-01	3.72E+00	0.00E+00	2.80E+00	9.71E+00	4.53E+00
V61	9.19E-01	6.18E-01	2.09E+00	1.86E+00	2.16E+00	3.71E-01	2.50E+00	1.01E+00	2.67E+00
V62	0.00E+00	7.65E+00	3.06E+00	5.97E-01	3.27E+00	0.00E+00	2.70E+00	9.18E+00	1.40E+00
V63	9.19E-01	9.68E-01	0.00E+00	1.37E+00	1.10E+01	1.00E+00	1.09E+01	0.00E+00	4.38E+00
V64	3.64E+00	4.42E+00	1.09E+00	3.06E-01	3.98E+00	7.82E+00	3.98E+00	7.03E+00	7.29E+00
V65	4.82E+00	7.39E+00	7.81E-01	1.97E+00	7.00E-01	4.03E+00	2.16E+00	8.31E+00	5.58E+00
V66	2.96E+00	4.43E+00	1.66E+00	1.31E+00	1.62E+00	4.48E-01	1.29E+00	4.46E+00	5.33E+00
V67	3.05E+00	2.67E+00	5.86E-01	9.67E-01	8.16E+00	5.37E-01	7.19E+00	2.71E+00	1.12E+00
V68	1.78E+00	1.39E+00	1.31E+00	1.11E+00	0.00E+00	1.45E+00	1.75E+00	1.86E+00	2.21E+00
V69	3.15E+00	0.00E+00	1.89E+00	1.42E+00	1.07E+00	2.45E+00	1.89E+00	1.38E+00	4.26E+00
V70	3.18E+00	1.14E+00	8.94E-01	5.55E+00	7.21E+00	2.99E+00	2.34E+00	2.79E+00	1.30E+01
V71	8.16E-01	0.00E+00	5.73E-01	1.46E+00	1.81E+00	4.84E+00	1.59E+00	4.97E+00	2.89E+00
V72	1.47E+00	1.01E+00	5.21E-01	1.70E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-01	4.07E-01
V73	4.23E-01	1.90E+00	6.05E-01	0.00E+00	2.21E+00	2.00E+00	1.96E+00	3.25E+00	1.00E+00
V74	3.43E+00	5.98E+00	1.95E+00	2.47E+00	8.97E-01	9.80E-01	1.56E+00	6.29E+00	4.30E+00
V75	3.09E+00	1.36E+00	1.41E+00	2.56E+00	2.45E+00	0.00E+00	2.28E+00	1.19E+00	3.90E+00
V76	1.05E+00	3.67E+00	9.89E-01	0.00E+00	8.37E+00	1.01E+00	9.57E+00	1.76E+00	6.65E+00
V77	1.85E+00	6.33E+00	2.56E+00	2.22E+00	2.62E+00	4.96E-01	4.89E+00	6.17E+00	1.52E+00
V78	3.06E+00	4.93E+00	1.68E+00	3.58E+00	1.11E+01	8.35E+00	6.79E+00	7.53E+00	9.23E+00
V79	9.78E-01	3.67E-01	3.98E+00	3.41E+00	2.42E+00	2.46E+00	3.33E+00	2.43E+00	2.03E+00
V80	6.68E+00	5.10E+00	7.00E-01	7.37E-01	1.44E+00	2.08E+01	2.36E+00	2.20E+01	7.68E+00
V81	8.70E-01	1.84E+00	2.93E+00	2.56E+00	1.97E+00	2.00E+00	2.41E+00	2.89E+00	5.58E-01
V82	9.23E+00	6.11E+00	1.91E+00	2.58E-01	1.03E+00	0.00E+00	1.81E+00	4.68E+00	8.91E+00
V83	6.84E-01	2.62E+00	1.93E+00	5.24E+00	1.80E+00	2.88E+00	3.06E-01	2.79E+00	1.00E+00
V84	2.12E+00	1.68E+01	3.47E+00	2.96E+00	3.85E+00	2.47E+00	2.08E+00	1.93E+01	7.89E+00
V85	1.09E+00	4.98E+00	9.45E-01	8.43E-01	2.99E+00	4.82E-01	2.86E+00	5.20E+00	2.83E+00
V86	1.19E+00	9.97E+00	1.71E+00	6.86E-01	6.84E-01	0.00E+00	4.00E-01	9.34E+00	3.52E+00
V87	8.16E-01	1.17E+00	1.77E+00	0.00E+00	1.42E+00	3.56E+00	1.70E+00	2.94E+00	1.69E+00
V88	4.99E+00	6.65E+00	1.31E+00	6.51E-01	1.19E+00	5.08E+00	3.67E+00	7.29E+00	5.83E+00
V89	0.00E+00	1.26E+00	2.86E+00	2.58E-01	4.75E+00	1.90E+00	4.88E+00	1.37E+00	2.70E+00
V90	3.33E-01	5.77E-01	1.69E+00	8.70E-01	3.92E+00	3.71E+00	6.07E+00	3.19E+00	3.06E+00
V91	3.20E+00	7.27E-01	1.85E+00	1.31E+00	1.12E+00	3.30E+00	3.36E+00	2.41E+00	2.23E+00
V92	1.55E+00	5.04E-01	3.14E-01	5.63E-01	0.00E+00	2.32E+00	1.00E-01	1.25E+00	1.33E-01
V93	8.17E-01	1.33E+00	1.37E+00	3.46E+00	6.71E+00	9.17E-01	6.98E+00	2.64E+00	5.75E+00
V94	1.14E+00	2.76E+01	1.31E+00	3.88E+00	1.10E+00	0.00E+00	0.00E+00	2.71E+01	5.03E+00
V95	4.05E+00	9.36E+00	1.33E+00	2.36E+00	1.00E+00	1.36E+00	0.00E+00	9.83E+00	8.65E+00
V96	3.82E+00	8.00E-01	1.08E+00	4.76E-01	3.72E+00	1.78E+00	4.50E+00	1.14E+00	6.08E+00
V97	3.13E+00	1.31E+00	0.00E+00	2.33E+00	1.53E+00	0.00E+00	1.77E+00	1.27E+00	2.42E+00
V98	1.41E+00	2.51E+00	7.16E-01	3.16E+00	9.19E+00	7.28E+00	9.29E+00	7.96E+00	8.23E+00
V99	9.04E-01	1.84E+00	1.49E+00	2.67E-01	0.00E+00	3.02E+00	2.89E+00	2.65E+00	1.55E+00
V100	1.59E+00	1.04E+01	0.00E+00	0.00E+00	1.97E+00	7.63E-01	1.89E+00	1.11E+01	3.45E+00
