Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	16	0	9	10	39	18	0	12	0
V2	190	17	60	6	6	42	5	0	0
V3	21	51	0	1	24	20	62	3	55
V4	36	0	10	5	27	53	16	30	0
V5	0	330	4	2	33	1	26	9	38
V6	0	3	116	0	0	19	2	0	0
V7	51	206	47	16	20	0	17	24	53
V8	26	51	10	5	1	54	2	0	15
V9	266	2	33	5	76	0	102	0	0
V10	36	92	131	9	0	0	0	2	22
V11	93	20	0	38	45	16	4	0	20
V12	13	119	237	4	2	13	0	4	2
V13	59	0	0	34	79	7	14	12	12
V14	17	26	0	49	37	37	7	136	0
V15	75	15	60	8	7	9	18	12	48
V16	61	32	113	11	0	4	0	0	8
V17	46	28	25	6	18	12	0	0	54
V18	10	28	13	21	57	0	27	0	3
V19	14	0	5	7	13	91	0	176	0
V20	33	0	3	2	44	0	44	0	18
V21	5	102	253	118	73	1	64	0	37
V22	8	145	40	45	2	24	2	0	15
V23	126	102	9	20	74	0	288	0	0
V24	120	344	90	14	159	161	17	166	0
V25	38	221	78	5	25	57	0	96	0
V26	557	16	0	15	14	58	4	47	1
V27	4	124	52	0	6	49	0	116	0
V28	6	43	28	9	21	113	28	7	25
V29	32	0	187	34	29	0	55	0	35
V30	30	0	173	34	3	54	14	32	0
V31	51	32	18	0	3	5	12	5	5
V32	73	3	12	33	7	61	94	17	32
V33	0	31	4	19	10	2	0	0	2
V34	1	58	4	19	3	5	0	9	0
V35	41	111	3	0	1	2	0	23	23
V36	0	33	19	0	54	21	11	21	0
V37	74	42	2	52	5	0	5	0	20
V38	223	14	16	3	1	4	7	0	0
V39	77	339	69	37	12	8	27	0	0
V40	64	46	0	111	10	0	120	28	88
V41	12	51	7	74	4	12	1	0	10
V42	84	25	5	4	26	32	21	0	24
V43	53	19	51	178	16	1	11	0	0
V44	28	101	9	40	95	15	57	0	52
V45	52	283	54	4	55	39	30	9	0
V46	69	2	227	4	7	24	14	21	13
V47	247	156	0	0	0	3	12	5	28
V48	20	0	30	41	37	19	20	39	0
V49	6	12	13	0	36	34	61	87	0
V50	1	386	3	8	43	0	44	0	7
V51	0	8	23	26	24	0	23	14	34
V52	0	67	0	12	2	1	12	0	11
V53	1	0	36	96	23	130	0	33	0
V54	0	75	1	1	11	1	5	59	17
V55	329	3	93	3	12	3	0	31	0
V56	26	35	8	55	182	65	41	0	0
V57	166	4	141	10	0	0	0	2	17
V58	36	10	40	14	177	0	101	1	32
V59	0	17	17	71	2	10	0	0	0
V60	29	75	34	3	8	0	20	0	11
V61	22	3	51	8	17	1	7	4	5
V62	0	229	56	5	14	0	18	0	7
V63	12	7	0	26	105	0	81	0	0
V64	61	52	6	0	16	66	7	70	18
V65	41	84	14	65	0	13	18	25	7
V66	80	16	27	13	2	2	0	1	60
V67	226	28	2	9	54	0	52	0	0
V68	62	6	32	13	0	10	5	8	0
V69	29	0	112	8	5	30	3	9	0
V70	346	0	9	173	50	16	7	17	21
V71	8	0	4	17	13	45	7	25	0
V72	38	10	2	72	0	0	0	0	9
V73	1	161	7	0	19	25	17	0	0
V74	35	54	63	55	6	1	1	4	12
V75	60	5	37	37	48	0	7	0	28
V76	7	104	7	0	23	1	68	5	13
V77	98	82	110	54	18	1	23	0	0
V78	54	39	9	134	38	61	99	32	8
V79	7	0	464	88	21	13	7	28	0
V80	168	85	0	12	4	121	0	213	0
V81	3	6	174	92	6	1	22	27	0
V82	198	74	42	0	4	0	11	0	26
V83	7	42	58	793	3	24	0	21	2
V84	7	174	126	21	67	14	4	19	45
V85	5	41	24	13	18	0	3	0	18
V86	10	94	92	2	2	0	0	0	14
V87	8	19	75	0	23	34	8	3	0
V88	238	62	11	3	4	31	15	1	14
V89	0	5	80	1	28	7	29	10	8
V90	0	2	31	5	45	128	18	0	11
V91	84	2	50	9	5	58	0	0	7
V92	122	1	1	8	0	8	0	3	0
V93	0	5	8	47	58	2	50	0	32
V94	18	274	9	342	3	0	0	0	1
V95	480	64	14	46	0	3	0	11	56
V96	35	3	11	0	11	5	30	6	18
V97	150	10	0	52	4	0	7	0	4
V98	9	16	4	43	47	154	56	0	65
V99	5	39	45	2	0	48	3	0	2
V100	12	267	0	0	12	3	9	2	17
