MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	3.31E-03	1.19E-03	3.21E-02	1.03E-02	2.45E-02
1:Del:C:1	1.47E-03	3.89E-04	8.79E-03	2.94E-03	6.66E-03
1:Del:C:2	1.13E-04	1.09E-04	5.15E-04	6.06E-04	6.08E-04
1:Del:C:3	3.12E-04	2.57E-04	2.11E-03	2.81E-03	9.42E-04
1:Del:C:4	2.10E-04	1.59E-04	1.22E-03	2.81E-04	1.12E-03
1:Del:C:5	2.40E-04	2.56E-04	2.48E-04	2.21E-04	1.35E-03
1:Del:T:0	1.20E-03	7.06E-04	6.87E-03	2.80E-03	6.07E-03
1:Del:T:1	3.77E-04	2.61E-04	3.86E-03	1.37E-03	2.99E-03
1:Del:T:2	9.74E-04	5.74E-04	9.29E-03	2.24E-03	5.62E-03
1:Del:T:3	1.17E-03	9.29E-04	1.05E-02	3.03E-03	7.37E-03
1:Del:T:4	1.42E-03	5.79E-04	9.60E-03	2.61E-03	5.95E-03
1:Del:T:5	2.86E-08	1.91E-03	9.79E-08	7.17E-03	6.93E-02
1:Ins:C:0	4.94E-05	2.12E-07	3.84E-04	6.48E-08	2.74E-04
1:Ins:C:1	0.00E+00	7.20E-09	2.22E-04	9.05E-06	1.67E-04
1:Ins:C:2	8.59E-09	1.03E-04	2.23E-04	2.62E-09	1.31E-04
1:Ins:C:3	1.68E-04	1.11E-08	5.00E-05	1.17E-08	1.26E-04
1:Ins:C:4	2.78E-04	1.12E-04	5.87E-05	1.61E-08	4.18E-04
1:Ins:C:5	4.15E-04	2.23E-04	2.17E-04	2.34E-04	1.17E-03
1:Ins:T:0	4.93E-04	1.58E-04	9.42E-04	4.57E-04	5.81E-04
1:Ins:T:1	9.09E-05	7.90E-05	1.04E-03	1.58E-03	7.58E-04
1:Ins:T:2	4.58E-09	1.07E-04	3.08E-04	1.13E-04	2.06E-04
1:Ins:T:3	2.19E-04	8.21E-05	2.14E-04	5.25E-05	2.36E-04
1:Ins:T:4	4.92E-04	3.50E-04	2.30E-04	1.95E-04	3.46E-04
1:Ins:T:5	8.60E-03	9.79E-06	4.05E-03	1.49E-07	8.02E-08
2:Del:R:0	2.10E-04	4.58E-05	7.10E-04	2.84E-04	7.60E-04
2:Del:R:1	2.41E-04	2.77E-09	6.59E-04	1.36E-04	5.47E-04
2:Del:R:2	1.28E-04	0.00E+00	1.22E-04	2.47E-09	4.03E-04
2:Del:R:3	1.76E-04	6.82E-05	1.01E-04	0.00E+00	7.96E-05
2:Del:R:4	1.34E-05	2.60E-08	4.65E-05	6.71E-05	1.68E-04
2:Del:R:5	4.86E-08	4.18E-08	2.00E-04	8.27E-04	6.54E-05
3:Del:R:0	4.69E-04	7.30E-04	6.21E-04	3.14E-04	6.56E-04
3:Del:R:1	7.42E-06	3.32E-03	4.22E-04	2.54E-07	2.18E-07
3:Del:R:2	9.24E-05	5.49E-05	2.81E-04	1.91E-04	1.61E-04
3:Del:R:3	1.09E-04	5.68E-05	1.08E-04	3.34E-05	1.59E-08
3:Del:R:4	7.43E-05	3.54E-08	4.11E-05	1.20E-04	8.86E-05
3:Del:R:5	3.25E-08	1.79E-07	1.37E-07	2.15E-02	2.21E-07
4:Del:R:0	3.00E-04	1.12E-08	7.75E-04	7.93E-05	4.77E-04
4:Del:R:1	2.50E-04	6.11E-05	5.09E-04	7.34E-05	6.09E-04
4:Del:R:2	2.12E-08	7.72E-08	6.97E-08	3.64E-04	4.77E-08
4:Del:R:3	3.44E-08	2.81E-08	6.13E-05	4.45E-08	2.07E-05
4:Del:R:4	4.34E-09	2.83E-09	1.51E-08	1.11E-08	1.43E-08
4:Del:R:5	2.55E-08	2.20E-08	4.05E-08	7.97E-08	7.87E-05
5:Del:R:0	2.53E-04	1.23E-08	2.63E-02	2.55E-08	1.99E-02
5:Del:R:1	1.08E-04	1.86E-04	2.58E-04	1.25E-07	5.91E-04
5:Del:R:2	1.27E-04	1.28E-08	1.50E-04	1.19E-08	1.76E-04
5:Del:R:3	4.34E-09	2.83E-09	1.51E-08	1.11E-08	1.43E-08
5:Del:R:4	3.89E-08	3.74E-08	3.18E-05	4.61E-08	2.10E-05
5:Del:R:5	4.34E-09	2.83E-09	1.51E-08	1.11E-08	1.43E-08
2:Ins:R:0	8.97E-05	3.39E-05	4.42E-04	4.71E-08	2.36E-04
2:Ins:R:1	6.98E-09	1.58E-08	3.93E-04	2.22E-04	2.43E-04
2:Ins:R:2	3.50E-09	8.65E-05	1.14E-04	1.23E-04	1.28E-04
2:Ins:R:3	1.16E-04	1.10E-07	1.16E-04	1.46E-05	3.87E-05
2:Ins:R:4	5.59E-04	5.21E-05	0.00E+00	1.19E-04	4.61E-04
2:Ins:R:5	4.75E-04	2.19E-04	4.53E-04	2.27E-05	1.40E-03
3:Ins:R:0	0.00E+00	6.79E-04	2.59E-04	2.54E-04	4.50E-05
3:Ins:R:1	1.13E-04	9.12E-05	3.75E-05	0.00E+00	2.92E-04
3:Ins:R:2	3.40E-05	3.82E-08	1.22E-06	3.73E-08	6.39E-08
3:Ins:R:3	4.34E-09	2.83E-09	1.51E-08	1.11E-08	1.43E-08
3:Ins:R:4	6.64E-05	1.32E-05	4.97E-08	2.37E-08	1.36E-04
3:Ins:R:5	1.46E-04	1.34E-05	8.63E-05	2.64E-08	1.14E-04
4:Ins:R:0	1.02E-08	2.35E-08	1.34E-04	1.90E-05	1.37E-04
4:Ins:R:1	8.34E-05	1.40E-04	1.25E-04	6.65E-05	1.67E-04
4:Ins:R:2	4.34E-09	2.83E-09	1.51E-08	1.11E-08	1.43E-08
4:Ins:R:3	4.34E-09	2.83E-09	1.51E-08	1.11E-08	1.43E-08
4:Ins:R:4	6.04E-05	2.38E-08	4.75E-05	2.71E-08	4.91E-08
4:Ins:R:5	1.32E-04	0.00E+00	2.43E-04	1.72E-04	2.52E-04
5:Ins:R:0	1.14E-04	3.11E-04	2.51E-04	1.40E-04	1.85E-04
5:Ins:R:1	1.61E-04	6.86E-05	8.74E-04	1.76E-04	8.25E-04
5:Ins:R:2	4.45E-08	5.30E-05	8.37E-08	4.56E-08	6.99E-08
5:Ins:R:3	5.89E-08	5.60E-05	5.41E-08	2.55E-08	5.16E-08
5:Ins:R:4	1.33E-04	7.12E-04	1.95E-04	2.15E-04	9.38E-08
5:Ins:R:5	4.34E-09	2.83E-09	1.51E-08	1.11E-08	1.43E-08
2:Del:M:1	3.76E-04	1.64E-04	5.73E-04	2.60E-04	2.52E-04
3:Del:M:1	5.36E-05	1.38E-04	8.22E-04	1.00E-04	5.43E-04
3:Del:M:2	2.01E-04	0.00E+00	7.11E-04	1.61E-04	5.55E-04
4:Del:M:1	1.17E-04	5.69E-06	1.01E-03	4.01E-08	4.47E-04
