NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	70.029	23.514	16.323	16.118	0.107	0.982	30000.0
2	66.841	22.527	15.335	15.25	0.104	0.984	60000.0
3	68.549	23.258	16.149	16.171	0.107	0.981	60000.0
4	69.523	23.302	16.361	16.212	0.108	0.982	50000.0
5	67.644	22.602	15.542	15.325	0.104	0.983	50000.0
6	66.678	22.53	15.395	15.426	0.108	0.982	80000.0
7	68.245	23.116	16.064	16.11	0.106	0.981	30000.0
8	68.201	23.365	15.615	15.99	0.107	0.982	80000.0
9	68.079	23.435	16.056	16.323	0.108	0.98	40000.0
10	66.662	22.472	15.534	15.625	0.099	0.983	100000.0
