NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.237	22.144	13.748	14.276	0.128	0.985	40000.0
2	53.392	21.623	13.007	13.486	0.129	0.987	30000.0
3	55.463	23.089	13.691	14.775	0.132	0.984	30000.0
4	53.281	21.765	12.733	13.137	0.126	0.989	50000.0
5	56.89	22.69	14.183	14.347	0.128	0.986	30000.0
6	57.301	23.305	14.664	14.975	0.133	0.985	40000.0
7	50.543	21.002	11.996	12.782	0.126	0.989	30000.0
8	52.545	21.326	13.044	13.417	0.126	0.987	50000.0
9	53.127	21.855	12.88	13.637	0.131	0.986	30000.0
10	53.654	22.214	13.073	13.826	0.128	0.988	30000.0
