NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	81.985	29.553	22.742	20.407	0.16	0.97	30000.0
2	68.16	25.382	16.82	16.765	0.148	0.977	20000.0
3	72.451	26.823	18.136	17.789	0.157	0.976	30000.0
4	76.449	27.555	20.601	18.39	0.154	0.974	40000.0
5	69.291	25.46	17.162	16.289	0.15	0.981	50000.0
6	78.62	27.966	21.656	19.166	0.152	0.974	50000.0
7	75.055	27.173	20.126	18.339	0.152	0.974	30000.0
8	79.61	28.723	22.306	20.321	0.153	0.971	30000.0
9	68.734	25.645	16.969	16.697	0.149	0.978	20000.0
10	69.327	25.255	17.276	16.621	0.152	0.978	40000.0
