NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	68.006	27.552	16.692	17.31	0.151	0.981	30000.0
2	68.946	28.607	17.472	18.783	0.159	0.976	40000.0
3	76.247	31.059	19.857	20.779	0.167	0.971	50000.0
4	70.07	28.578	17.109	18.047	0.166	0.979	50000.0
5	73.24	30.349	19.209	20.865	0.166	0.969	30000.0
6	68.831	28.288	17.509	18.974	0.162	0.974	40000.0
7	68.926	28.006	16.916	18.088	0.162	0.978	40000.0
8	70.512	28.569	18.024	19.135	0.16	0.974	30000.0
9	72.408	30.14	18.695	20.166	0.164	0.972	20000.0
10	67.201	27.421	16.273	17.347	0.163	0.98	30000.0
