Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	0	2	30	1	11	24	0	10	0	13	27	2	0	2	0	0
V2	38	81	0	6	0	8	48	0	0	0	37	13	0	32	0	0
V3	20	20	0	0	0	40	49	13	0	7	20	1	11	0	0	0
V4	22	23	5	0	2	0	3	0	11	0	0	0	0	0	5	1
V5	28	21	77	32	104	0	0	0	21	0	0	5	0	0	0	0
V6	178	1	96	1	124	29	17	0	4	9	58	49	0	39	0	0
V7	170	0	96	56	6	0	21	31	50	12	2	23	2	1	0	0
V8	62	4	69	50	28	10	0	0	0	0	0	19	0	0	0	0
V9	21	0	17	6	0	12	2	12	14	3	0	0	10	2	0	0
V10	9	3	31	22	0	0	0	14	41	0	0	0	0	0	12	0
V11	0	61	29	21	8	6	0	8	0	27	0	0	5	23	0	0
V12	112	59	6	117	0	4	10	63	0	12	0	10	29	45	0	51
V13	24	0	6	12	0	33	22	18	64	28	0	15	0	3	0	0
V14	8	41	196	98	162	5	0	2	0	0	22	9	0	0	15	0
V15	0	61	0	95	0	0	13	0	0	0	3	0	0	5	18	1
V16	10	42	61	59	58	13	12	0	0	0	0	17	0	43	0	0
V17	18	18	0	9	0	2	9	26	24	7	26	0	30	0	18	0
V18	122	43	0	0	0	16	0	0	0	0	0	6	0	0	52	0
V19	40	51	0	38	22	0	72	0	12	0	17	0	0	0	0	0
V20	0	7	11	51	37	0	0	24	0	19	3	0	0	11	1	0
V21	0	35	4	5	13	5	9	73	0	47	5	0	8	0	0	0
V22	2	7	0	46	0	28	17	56	0	17	0	0	24	0	0	0
V23	13	5	0	11	3	0	0	0	23	0	1	30	9	0	0	0
V24	130	33	74	63	84	0	0	46	0	11	46	70	0	0	16	0
V25	104	14	251	44	116	0	0	119	51	94	23	0	0	1	0	0
V26	0	9	0	5	1	19	0	57	0	22	8	0	56	0	0	0
V27	0	14	24	55	10	0	6	19	2	0	11	0	3	0	12	0
V28	6	0	101	23	76	0	0	1	0	9	0	16	0	0	4	0
V29	0	0	37	17	25	82	18	36	0	20	34	11	0	10	0	0
V30	51	1	85	66	88	25	4	34	59	58	5	0	0	0	14	8
V31	0	26	21	0	25	83	122	23	0	4	0	17	53	0	8	3
V32	154	58	40	2	46	0	0	31	43	48	0	26	0	0	20	0
V33	49	39	27	210	0	0	57	8	0	4	0	3	0	0	0	0
V34	13	21	23	104	77	0	21	3	29	42	0	39	1	37	0	0
V35	102	85	12	0	20	0	2	19	76	0	0	0	0	0	16	0
V36	0	47	36	0	107	148	48	0	0	1	68	1	0	0	0	0
V37	0	1	2	12	4	0	0	6	1	10	0	0	0	0	0	0
