Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	3.91E+00	1.44E+01	4.67E+00	7.17E+00	7.51E+00
V2	3.25E+00	2.51E+00	1.66E+00	3.13E+00	1.49E+00
V3	3.90E+00	1.20E+00	2.57E+00	2.31E+00	2.72E+00
V4	5.36E+00	4.12E+00	2.86E+00	3.83E+00	4.11E+00
V5	8.31E-01	2.39E+01	2.11E+00	2.71E+01	3.44E+00
V6	0.00E+00	2.28E+00	2.82E+00	2.75E+00	3.50E+00
V7	3.73E+00	5.94E+00	8.95E+00	1.23E+01	1.92E+00
V8	5.23E+00	4.56E+01	3.27E+01	2.16E+01	7.06E+00
V9	2.22E+00	4.85E+00	1.48E+01	1.76E+01	2.80E+00
V10	6.51E-01	4.28E-01	4.90E-01	7.18E-01	0.00E+00
V11	3.66E+00	9.74E+00	2.44E+00	8.90E+00	9.78E-01
V12	1.70E+00	2.29E+01	3.74E+00	2.51E+01	7.63E-01
V13	2.72E+00	5.42E+00	1.38E+01	1.31E+01	1.85E+00
V14	1.58E+00	2.77E+00	3.01E+00	1.21E+00	0.00E+00
V15	1.41E+00	5.93E+00	1.38E+00	5.95E+00	1.74E+00
V16	3.57E+00	1.31E+01	1.03E+01	7.52E+00	1.27E+00
V17	4.98E+00	3.90E+01	3.46E+00	4.49E+01	5.80E+00
V18	1.11E+00	1.06E+01	4.86E+00	5.56E+00	2.75E+00
V19	3.52E+00	1.11E+01	8.70E+00	5.92E+00	1.67E+00
V20	2.12E+00	1.65E+01	1.34E+01	9.07E+00	1.86E+00
V21	0.00E+00	1.54E+01	9.66E-01	1.68E+01	9.12E-01
V22	3.30E+00	6.75E+00	2.33E+00	1.18E+01	4.89E+00
V23	1.55E+00	4.24E+00	1.48E+00	4.94E+00	0.00E+00
V24	2.73E+00	1.06E+00	1.34E+00	2.92E+00	2.98E-01
V25	2.02E+00	3.82E+00	8.64E+00	6.80E+00	5.17E-01
V26	3.66E+00	8.79E+00	1.32E+00	4.59E+00	7.71E+00
V27	2.90E+00	1.59E+01	2.78E+01	1.89E+01	0.00E+00
V28	2.60E+00	7.61E+00	4.68E+00	4.14E+00	1.31E+00
V29	5.39E+00	1.02E+01	1.49E+00	5.75E+00	1.04E+01
V30	5.24E+00	1.33E-01	4.73E+00	1.95E+00	7.03E-01
V31	4.83E+00	6.09E+00	6.62E+00	3.27E+00	4.27E-01
V32	1.86E+00	1.16E+01	9.34E+00	6.77E+00	0.00E+00
V33	1.68E+00	1.15E+01	3.89E-01	5.16E+00	8.97E+00
V34	1.61E+00	1.59E+01	3.32E+00	1.94E+01	3.17E+00
V35	2.23E+00	2.51E+01	1.10E+01	1.37E+01	7.30E+00
V36	7.81E-01	2.50E+00	2.16E+00	1.62E+00	1.16E+00
V37	2.69E+00	3.21E+00	1.67E+00	3.03E+00	5.21E-01
V38	1.73E+00	2.86E+00	1.06E+00	3.36E+00	3.38E+00
V39	1.27E+00	1.94E+00	2.23E+00	8.84E-01	0.00E+00
V40	4.53E+00	2.07E+01	2.07E+01	1.29E+01	0.00E+00
V41	5.89E+00	2.73E+01	2.25E+01	1.75E+01	3.35E+00
V42	9.52E+00	4.75E+01	4.80E+01	3.65E+01	1.13E+01
V43	4.16E+00	1.19E+01	8.56E+00	7.16E+00	2.22E+00
V44	2.17E+00	3.02E+00	3.33E-01	9.25E+00	7.68E+00
V45	8.14E-01	6.09E+00	1.36E+00	5.69E+00	1.36E+00
V46	2.23E+00	8.23E+01	7.34E-01	7.99E+01	7.22E-01
V47	7.65E+00	7.71E+01	5.92E+01	4.25E+01	5.17E+00
V48	3.07E+00	1.85E+01	2.02E+01	1.23E+01	3.00E-01
V49	4.30E+00	1.53E+00	3.17E+00	2.56E+00	0.00E+00
V50	7.48E-01	8.00E-01	2.38E+00	1.29E+00	1.60E+00
V51	3.51E+00	6.12E+00	3.72E+00	5.80E+00	2.36E+00
V52	4.26E+00	6.42E+00	3.96E+00	6.42E+00	2.06E+00
V53	2.84E+00	1.18E+00	1.85E+00	2.29E+00	2.80E+00
V54	1.18E+00	5.42E+00	4.84E+00	2.75E+00	0.00E+00
V55	1.57E+00	2.88E+00	3.94E+00	3.65E+00	7.89E-01
V56	4.67E-01	6.00E+00	5.63E-01	6.19E+00	0.00E+00
V57	2.87E+00	3.87E+00	2.90E+00	1.84E+00	1.42E+00
V58	2.31E+00	3.66E+00	4.75E+00	4.14E+00	4.72E+00
V59	1.23E+00	1.44E+00	2.41E+00	1.33E+00	1.50E+00
V60	4.06E+00	1.37E+01	1.06E+01	1.10E+01	7.03E+00
V61	3.47E+00	1.79E+01	3.70E+00	9.74E+00	1.24E+01
V62	1.84E+00	2.09E+01	1.73E+00	2.35E+01	5.30E+00
V63	1.36E+01	1.02E+02	7.69E+01	4.80E+01	0.00E+00
V64	1.45E+00	5.73E+00	3.67E+00	5.03E+00	0.00E+00
V65	5.00E-01	4.39E+00	2.00E+00	2.61E+00	2.19E+00
V66	1.83E+00	3.46E+00	8.88E+00	7.45E+00	1.28E+00
V67	2.98E+00	1.48E+00	1.76E+00	2.47E+00	1.93E+00
V68	2.63E+00	1.62E+01	2.82E+00	1.92E+01	5.16E-01
V69	2.41E+00	8.31E-01	2.53E+00	1.42E+00	0.00E+00
V70	8.33E-01	2.57E+00	1.07E+00	2.39E+00	2.71E+00
V71	2.22E+00	2.12E+01	1.44E+00	2.02E+01	4.53E-01
V72	5.43E+00	3.27E-01	6.29E-01	2.00E-01	5.73E+00
V73	1.90E+00	1.02E+01	0.00E+00	4.67E+00	8.87E+00
V74	2.29E+00	2.47E+01	2.59E+00	2.61E+01	8.33E-01
V75	3.13E+00	4.95E+00	1.22E+01	8.61E+00	1.30E+00
V76	1.03E+00	1.16E+00	4.47E+00	4.41E+00	0.00E+00
