Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V77	4.16E-01	1.21E+00	6.53E-01	1.60E+00	1.56E+00
V78	1.48E+00	3.96E+00	1.59E+00	3.38E+00	1.38E+00
V79	2.23E+00	1.13E+00	2.70E+00	0.00E+00	3.27E+00
V80	3.36E+00	5.47E+00	7.21E+00	1.55E+00	9.07E-01
V81	3.02E+00	2.94E+00	1.45E+00	1.37E+00	3.19E+00
V82	1.55E+00	4.59E+00	3.90E+00	2.62E+00	4.73E-01
V83	2.17E+00	5.78E+00	3.03E+00	2.75E+00	1.11E+00
V84	1.43E+00	6.96E+00	0.00E+00	7.65E+00	0.00E+00
V85	1.10E+00	8.39E+00	2.33E-01	7.85E+00	2.00E-01
V86	1.27E+00	2.84E+00	3.20E+00	1.08E+00	9.45E-01
V87	1.19E+00	4.79E+00	2.81E+00	2.28E+00	1.19E+00
V88	3.98E+00	3.12E+01	2.71E+00	3.07E+01	2.98E-01
V89	1.37E+00	8.42E+00	6.47E+00	2.51E+00	1.95E+00
V90	2.12E+00	2.72E+00	2.45E+00	2.28E+00	9.98E-01
V91	1.50E+00	5.97E+00	0.00E+00	5.35E+00	4.31E+00
V92	2.00E-01	1.71E+01	8.23E-01	1.77E+01	8.43E-01
V93	1.89E+00	9.84E+00	2.72E+00	1.43E+01	2.76E+00
V94	3.35E+00	8.33E+00	9.15E+00	6.05E+00	1.58E+00
V95	2.14E+00	1.41E+01	6.05E-01	3.47E+00	9.93E+00
V96	1.43E+00	3.32E+00	1.88E+00	2.12E+00	1.98E+00
V97	2.00E-01	1.45E+00	3.42E-01	2.55E+00	2.52E+00
V98	1.49E+00	1.07E+01	1.37E+00	1.13E+01	1.86E+00
V99	2.99E+00	4.83E+00	5.65E+00	4.51E+00	1.03E+00
V100	3.06E-01	8.30E+00	2.80E+00	8.55E+00	9.04E-01
