Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	0	40	9	62	58	25	0	0	0	0	0	0	0	48
V2	30	0	44	8	52	17	14	0	4	0	0	31	0	0
V3	24	22	5	16	36	68	0	0	0	0	0	29	0	0
V4	14	8	5	43	18	34	1	21	0	3	0	0	0	8
V5	20	0	64	41	0	13	31	0	29	0	0	0	0	7
V6	9	57	53	0	0	8	0	0	0	0	0	0	10	3
V7	103	96	29	71	0	6	6	0	0	29	0	0	0	0
V8	0	1	1	13	62	41	37	0	7	0	0	0	0	21
V9	21	189	45	0	111	56	0	0	0	0	58	24	0	0
V10	0	0	48	4	3	0	5	5	2	3	0	0	0	3
V11	0	15	18	2	3	5	37	3	0	6	0	0	0	0
V12	49	0	1	10	0	0	6	1	1	0	40	3	0	0
V13	26	62	0	113	28	93	0	0	0	0	0	26	22	26
V14	89	36	138	5	12	52	0	0	26	0	0	14	33	0
V15	5	34	148	22	67	24	31	27	0	0	46	0	0	27
V16	0	19	71	4	0	9	4	0	24	8	0	0	0	0
V17	0	54	141	111	0	6	18	0	0	53	0	0	0	0
V18	7	70	31	4	0	63	0	0	0	15	7	0	0	0
V19	59	40	0	53	0	0	0	0	0	0	24	18	24	0
V20	2	50	11	23	53	16	15	0	0	44	0	20	0	0
V21	22	226	6	33	0	0	4	0	0	72	0	0	0	0
V22	2	13	11	129	0	16	0	0	4	0	0	2	0	0
V23	138	28	7	0	2	17	103	36	5	32	41	73	0	18
V24	26	13	83	0	0	0	22	0	31	1	3	12	0	0
V25	219	18	8	77	10	8	57	12	0	0	0	12	51	14
V26	1	20	61	74	12	54	22	0	32	0	0	0	19	0
V27	0	246	2	0	48	57	127	5	41	11	0	19	29	0
V28	47	2	55	42	0	0	0	4	3	5	0	0	14	0
V29	7	91	16	2	0	25	87	0	68	101	0	0	0	0
V30	26	2	0	15	141	61	0	91	0	0	0	0	0	0
V31	0	59	27	73	3	10	0	0	0	0	32	10	5	2
V32	19	0	4	44	0	0	50	122	62	10	0	24	0	10
V33	45	35	30	84	0	66	52	33	8	0	0	0	0	1
V34	93	3	24	7	0	6	4	0	0	0	6	3	7	0
V35	9	16	90	2	101	21	22	33	0	0	9	0	74	0
V36	14	3	2	34	0	0	10	0	18	9	0	0	0	0
V37	3	1	39	0	0	41	0	0	0	0	16	10	0	0
V38	140	119	7	19	0	0	0	0	0	18	64	0	0	0
V39	0	39	36	0	29	0	26	125	21	0	0	0	15	0
V40	8	0	0	5	172	213	0	0	0	0	0	54	20	9
V41	23	73	4	230	0	5	5	0	42	46	0	0	0	0
V42	0	3	22	297	0	0	28	4	2	6	0	0	0	0
V43	6	38	81	67	131	35	0	0	0	0	0	13	11	65
V44	62	0	34	1	15	79	51	59	74	21	0	19	0	0
V45	108	74	9	0	199	76	44	0	0	0	49	53	0	29
V46	4	31	9	84	138	116	0	0	0	33	0	13	6	8
V47	0	38	17	20	19	20	9	7	2	14	18	0	0	0
V48	102	45	0	100	100	101	0	0	0	17	0	16	27	0
V49	0	7	60	15	6	0	0	0	0	9	0	3	3	12
V50	0	0	11	8	0	21	73	48	83	5	0	5	0	0
V51	90	2	106	0	7	0	50	49	29	0	45	0	0	0
V52	0	0	53	223	0	31	52	0	125	32	0	0	3	23
V53	30	124	149	216	74	7	24	0	0	0	9	17	39	23
V54	2	0	0	82	2	0	17	0	40	7	0	9	1	5
V55	45	0	2	0	9	5	5	0	27	0	6	0	0	0
V56	0	165	46	7	6	9	37	30	5	30	0	0	0	0
V57	0	3	7	29	50	12	8	11	3	0	0	0	0	0
V58	150	111	74	5	53	21	115	138	86	46	41	14	15	7
V59	48	17	1	30	0	0	1	0	0	1	5	0	0	0
V60	0	29	67	0	42	27	9	25	16	22	31	15	0	0
V61	52	3	33	2	0	0	1	0	0	16	27	0	0	0
V62	83	50	0	28	0	49	0	0	20	10	0	31	2	0
V63	4	34	9	15	0	7	31	10	0	7	0	10	0	0
V64	121	0	24	2	0	0	60	112	14	60	32	0	0	0
V65	1	3	0	15	0	4	7	0	0	0	0	0	0	0
V66	0	9	35	0	0	19	4	23	40	0	10	13	0	6
V67	0	26	0	0	0	0	9	14	13	0	4	0	0	0
V68	337	0	0	4	252	114	18	34	23	0	50	0	43	0
V69	0	0	332	14	4	0	45	0	19	13	0	9	19	13
V70	76	64	14	1	44	61	71	41	28	32	0	23	0	25
V71	24	23	0	15	84	66	89	0	60	64	6	41	10	0
V72	35	116	4	0	3	0	22	104	23	0	11	6	0	0
V73	0	136	0	0	0	14	0	0	0	0	0	1	0	15
V74	7	7	188	44	0	0	32	23	7	28	0	0	0	0
V75	14	0	9	29	6	13	0	0	0	0	0	2	0	5
V76	0	61	75	3	44	13	0	0	0	6	1	31	0	0
V77	0	97	6	49	62	77	104	10	121	133	0	0	0	3
V78	4	113	64	0	0	20	8	0	9	0	0	6	1	0
V79	8	66	1	9	0	0	0	0	0	15	0	0	0	3
V80	0	67	0	20	147	55	0	0	0	0	9	7	23	0
V81	0	0	90	0	12	24	148	21	18	1	8	3	0	7
V82	149	3	0	1	0	5	0	0	0	6	37	0	2	0
V83	40	25	70	9	45	36	0	0	0	29	0	0	17	0
V84	0	0	23	97	0	9	9	84	0	0	0	1	5	6
V85	214	27	78	4	122	72	0	0	0	39	90	6	64	0
V86	49	0	1	247	8	14	0	50	9	9	7	0	0	0
V87	27	10	4	13	1	0	0	0	5	14	7	0	0	0
V88	29	0	33	2	0	0	1	4	10	33	14	1	0	0
V89	17	0	36	0	98	182	0	0	0	0	101	0	0	0
V90	42	48	11	61	176	74	0	20	69	0	0	0	0	21
V91	23	65	19	8	0	0	3	22	0	0	17	0	51	0
V92	68	0	6	6	0	25	36	48	0	26	30	0	0	7
V93	56	9	90	0	0	0	19	8	9	7	27	0	0	0
V94	3	0	73	36	66	15	40	162	81	49	0	10	7	0
V95	104	46	139	107	17	12	2	3	0	0	50	10	52	0
V96	6	67	0	70	41	24	5	0	2	0	0	0	0	4
V97	48	57	11	6	3	9	77	8	70	0	0	0	0	0
V98	220	32	0	8	76	19	5	42	14	0	63	83	10	23
