NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	69.461	26.766	19.263	18.782	0.148	0.976	20000.0
2	72.486	27.8	19.809	19.35	0.155	0.975	20000.0
3	79.174	30.313	22.689	21.597	0.162	0.967	30000.0
4	83.63	31.849	24.59	23.292	0.16	0.963	50000.0
5	72.818	27.923	20.088	19.308	0.155	0.975	30000.0
6	71.357	27.629	19.762	19.352	0.158	0.974	30000.0
7	79.49	30.458	22.944	21.905	0.157	0.967	30000.0
8	80.257	30.581	23.785	22.817	0.157	0.963	40000.0
9	78.99	30.007	21.665	20.75	0.163	0.971	30000.0
10	79.308	30.801	23.038	22.412	0.163	0.965	40000.0
