Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	16	4	116	105	6	109	18	49	20	0	34	23	0	0	0	0
V2	13	107	14	1	1	43	0	6	3	21	8	0	0	0	21	10
V3	22	12	43	116	11	13	5	10	0	72	5	26	7	0	0	11
V4	10	6	121	229	19	127	1	21	16	147	19	25	6	0	15	0
V5	35	176	45	3	121	0	5	16	18	0	14	4	34	0	0	0
V6	41	60	42	0	7	0	0	0	1	1	6	0	0	6	4	8
V7	176	20	18	66	64	20	26	22	4	11	47	43	6	0	40	34
V8	133	11	83	9	24	14	226	0	19	26	2	7	0	79	1	0
V9	32	53	19	0	83	0	46	66	10	6	0	4	34	15	9	0
V10	1	10	0	1	0	1	0	0	2	0	2	0	0	0	0	0
V11	12	87	2	63	35	78	0	0	1	34	51	17	7	0	67	17
V12	64	1	0	12	111	30	1	7	8	1	0	6	49	14	0	0
V13	70	31	14	38	58	14	0	54	50	0	1	4	25	0	43	12
V14	17	0	0	45	2	22	17	2	2	10	23	40	0	0	0	0
V15	25	9	46	26	16	14	0	7	0	7	7	1	32	1	0	0
V16	27	27	3	18	5	28	29	28	10	34	0	1	4	0	0	0
V17	8	48	64	114	231	0	27	12	19	17	13	21	3	7	13	0
V18	1	95	15	10	3	0	44	14	0	0	8	0	3	13	0	0
V19	74	11	22	48	8	24	25	22	23	7	10	17	0	0	13	44
V20	154	119	30	8	3	0	48	21	8	0	0	3	0	54	0	0
V21	8	18	0	0	31	0	0	8	5	2	0	0	75	8	0	0
V22	34	2	75	1	43	10	0	7	13	17	5	11	28	29	20	0
V23	22	60	0	14	17	0	0	0	0	3	9	6	0	5	0	9
V24	12	59	1	74	7	38	0	1	6	38	76	4	0	0	0	0
V25	142	0	0	11	19	28	19	0	7	23	3	0	18	49	0	50
V26	2	52	85	40	0	0	28	14	0	13	14	21	14	24	0	0
V27	108	30	0	9	73	0	10	47	125	6	1	16	38	0	0	3
V28	9	98	15	15	6	14	32	7	15	16	15	27	1	0	23	1
V29	6	25	120	41	21	14	0	51	32	28	17	74	2	0	0	0
V30	72	21	5	191	0	171	0	0	0	68	104	81	0	0	0	0
V31	106	36	0	134	6	108	26	10	6	51	78	28	0	0	0	14
V32	12	41	0	4	12	0	13	31	26	6	10	0	0	15	0	0
V33	1	77	86	0	4	12	34	3	26	0	32	0	1	0	18	0
V34	44	92	36	67	96	21	2	7	15	0	1	33	36	54	22	0
V35	41	134	120	0	3	7	0	36	66	10	2	0	10	36	10	12
V36	8	5	11	2	5	0	0	14	6	0	1	0	0	0	0	2
V37	66	77	0	19	6	20	0	0	1	5	24	5	7	0	0	18
V38	12	54	195	0	20	0	0	0	4	0	0	4	1	54	23	0
V39	32	0	0	2	4	1	0	2	10	1	4	3	0	0	3	2
V40	8	6	0	56	18	8	45	15	70	7	6	22	9	30	0	0
V41	9	12	11	23	19	62	93	30	39	16	11	0	22	33	0	0
V42	77	35	71	0	94	15	231	133	38	0	0	0	108	0	46	10
V43	0	201	4	61	8	19	0	38	39	32	4	23	11	0	33	6
V44	0	13	98	4	38	12	1	15	24	0	6	10	30	43	7	0
V45	51	9	25	0	17	0	0	3	4	0	0	3	13	0	2	21
V46	2	62	0	11	339	2	0	0	0	5	14	0	86	0	0	0
V47	39	25	30	20	1	0	165	94	155	16	3	19	0	13	0	9
V48	162	46	1	28	30	8	0	69	87	18	8	14	0	0	0	23
V49	59	5	0	100	9	61	9	5	3	18	2	10	2	0	0	0
V50	43	5	31	0	0	2	0	2	0	0	0	0	10	12	0	5
V51	87	16	40	34	20	14	0	0	0	26	30	39	9	0	76	0
V52	86	34	45	80	27	88	0	6	2	7	27	57	13	0	36	21
V53	2	25	45	50	0	12	4	0	0	12	21	24	2	0	15	9
V54	1	50	0	2	5	0	18	4	0	2	2	5	0	30	0	0
V55	38	103	11	16	16	12	9	18	0	17	0	0	0	3	0	0
V56	4	13	0	1	29	0	0	0	1	1	1	0	5	4	0	4
V57	91	8	8	135	0	107	4	2	10	77	79	146	0	0	13	1
V58	123	5	94	34	19	10	0	7	4	0	2	0	3	6	18	2
V59	33	25	39	8	2	0	0	1	6	0	5	1	2	1	5	19
V60	4	4	40	59	35	19	62	16	28	41	16	7	0	0	0	4
V61	3	0	73	8	6	11	24	0	72	7	0	0	27	23	0	0
V62	16	8	339	22	93	11	23	12	1	11	9	10	70	0	11	0
V63	200	8	0	109	0	24	134	227	149	9	17	22	0	121	0	0
V64	14	88	0	12	2	0	9	1	14	0	11	4	0	18	0	0
V65	42	221	45	2	1	0	4	0	6	0	11	3	4	18	0	25
V66	52	23	11	0	45	0	10	34	15	3	6	14	0	18	0	9
V67	26	73	47	10	1	23	0	0	0	42	13	2	0	16	5	26
V68	116	44	3	92	81	0	12	2	5	58	58	4	29	0	5	10
V69	32	2	0	16	1	25	0	0	0	9	8	23	5	0	0	0
V70	11	34	91	0	0	5	0	9	4	1	4	0	0	0	0	0
V71	8	40	0	26	52	14	0	0	1	4	13	11	77	0	0	0
V72	0	0	143	129	0	109	0	0	1	73	76	41	4	0	52	0
V73	0	9	90	6	2	18	0	12	25	3	11	28	6	44	43	0
V74	84	28	7	35	115	10	0	3	7	1	0	9	19	3	0	0
V75	340	29	9	17	48	0	0	62	25	8	9	1	3	0	0	49
V76	68	5	0	5	6	3	0	17	14	1	0	1	27	0	0	0
V77	3	0	29	2	6	3	0	0	1	1	0	0	0	0	0	0
V78	174	3	10	0	17	5	0	0	0	0	2	11	0	6	13	1
V79	160	0	66	29	1	11	5	0	1	18	1	16	2	0	0	5
V80	864	18	13	29	5	30	35	22	0	6	29	13	6	0	0	0
V81	6	7	26	59	0	17	4	5	6	7	26	2	3	0	26	2
V82	1	51	2	22	1	11	0	11	15	7	0	2	4	0	0	3
V83	14	0	2	0	0	26	4	19	7	2	0	9	0	0	12	0
V84	0	98	0	1	19	8	0	0	0	0	1	4	10	3	0	2
V85	0	22	0	1	26	0	0	1	0	2	2	2	16	0	0	2
V86	73	1	4	6	1	0	0	18	5	0	3	0	4	0	0	0
V87	18	1	11	5	0	25	0	10	13	2	4	2	0	0	0	0
V88	19	24	0	47	135	12	0	0	13	5	3	38	44	2	0	3
V89	50	1	15	0	1	5	33	6	4	0	0	2	3	0	4	14
V90	20	492	4	6	16	3	22	6	0	1	9	4	1	0	13	46
V91	0	55	68	0	0	23	20	4	2	1	3	0	0	13	5	0
V92	7	226	3	0	42	0	0	0	0	2	18	1	33	0	0	0
V93	43	151	21	0	48	8	40	0	9	4	6	7	55	0	0	0
V94	31	12	14	0	15	48	0	18	40	11	5	26	6	0	13	30
V95	2	14	333	0	0	0	0	35	46	2	3	0	1	0	29	0
V96	3	11	27	16	5	0	23	0	0	6	2	1	0	0	0	0
V97	1	15	337	2	11	0	15	0	0	0	1	3	2	3	0	2
V98	39	46	62	3	44	4	0	0	0	0	2	0	8	0	0	13
V99	28	68	2	29	13	15	2	18	10	10	17	5	0	36	8	4
V100	49	20	2	0	26	0	0	0	1	3	4	0	14	0	0	21
