NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.683	19.092	10.621	10.941	0.111	0.99	70000.0
2	42.257	17.982	9.959	10.29	0.109	0.991	60000.0
3	40.978	17.781	9.801	10.091	0.109	0.992	50000.0
4	41.095	17.644	9.556	9.862	0.106	0.992	80000.0
5	43.951	18.834	10.474	10.742	0.109	0.992	40000.0
6	44.302	19.149	10.455	10.728	0.114	0.991	70000.0
7	43.109	18.835	10.252	10.719	0.115	0.991	40000.0
8	41.96	18.304	9.937	10.285	0.113	0.992	40000.0
9	41.038	17.995	9.655	10.307	0.11	0.991	60000.0
10	39.863	17.383	9.274	9.656	0.106	0.993	50000.0
