Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	55	19	3	0	45	10	26	96	0	7	0
V2	23	10	8	13	5	0	0	9	0	0	0
V3	6	60	11	4	2	8	9	5	17	17	9
V4	0	2	14	74	153	67	14	0	27	0	35
V5	147	0	41	48	0	58	41	0	94	3	40
V6	96	30	0	0	10	7	8	12	0	10	22
V7	64	390	27	30	32	9	1	54	0	42	1
V8	28	125	57	12	30	8	6	53	13	9	0
V9	216	13	39	11	34	85	106	28	0	6	19
V10	9	27	29	19	30	15	0	44	16	6	24
V11	57	55	0	0	11	1	0	15	0	39	0
V12	18	26	92	51	55	0	0	52	9	8	1
V13	6	13	9	58	24	0	32	51	10	4	0
V14	6	5	0	167	22	35	0	19	104	0	91
V15	113	30	0	0	0	3	7	0	0	16	10
V16	196	0	0	1	0	24	26	0	0	0	51
V17	3	63	0	0	0	38	21	0	0	33	0
V18	0	65	10	0	9	98	0	1	0	51	0
V19	10	70	5	0	20	25	31	28	0	0	0
V20	11	31	10	264	0	39	77	0	0	6	0
V21	35	13	175	42	11	0	0	10	42	0	38
V22	0	1	61	5	2	0	2	3	1	2	6
V23	183	1	141	35	25	14	15	32	0	0	0
V24	33	46	24	21	66	0	15	36	0	0	7
V25	23	109	0	1	0	3	0	0	0	2	0
V26	258	9	5	77	16	8	40	15	10	3	42
V27	14	52	0	0	0	45	26	0	0	32	0
V28	10	139	82	57	0	94	0	0	0	104	0
V29	5	0	10	1	0	9	1	0	0	0	2
V30	0	10	53	0	0	95	80	0	4	1	0
V31	18	2	0	100	12	7	6	21	77	3	38
V32	26	22	0	0	0	4	5	0	0	35	0
V33	1	19	87	10	19	0	2	3	0	16	4
V34	12	102	2	0	17	6	39	18	0	15	13
V35	12	59	9	0	4	12	1	0	0	19	0
V36	10	27	0	0	8	31	102	0	2	52	0
V37	7	10	80	0	3	50	78	0	2	1	0
V38	0	21	8	23	0	27	15	0	2	0	5
V39	25	55	112	12	0	15	3	0	0	8	5
V40	13	12	0	9	190	5	0	68	5	6	0
V41	0	25	24	56	26	2	0	1	41	0	8
V42	245	102	13	0	27	88	55	27	2	13	9
V43	16	6	60	5	0	58	0	0	7	2	7
V44	16	5	163	38	3	19	2	0	4	5	0
V45	26	10	0	0	17	5	23	18	0	8	0
V46	4	34	72	30	5	8	2	0	0	4	0
V47	6	16	4	10	6	1	0	2	9	14	0
V48	7	4	54	62	34	11	7	114	19	6	30
V49	0	112	11	0	0	28	6	0	6	40	0
V50	0	145	0	20	1	14	0	0	0	9	4
V51	0	89	30	2	27	0	15	10	6	8	6
V52	14	5	120	3	5	17	21	10	18	0	16
V53	192	10	0	1	5	37	8	0	21	0	0
V54	8	33	260	0	50	29	22	11	10	0	19
V55	21	17	33	11	3	0	0	1	0	4	7
V56	23	16	56	19	43	2	2	17	8	9	15
V57	0	1	110	8	29	35	13	49	0	0	3
V58	28	5	11	12	125	2	23	34	0	4	0
V59	3	1	0	5	10	7	30	60	50	3	0
V60	0	0	54	11	0	0	2	0	1	7	0
V61	0	210	31	15	16	37	43	0	64	13	7
V62	4	80	148	0	5	3	6	38	38	45	0
V63	142	131	0	26	61	0	0	31	50	58	9
V64	25	1	32	0	33	3	0	9	1	0	0
V65	0	101	0	51	4	0	0	0	25	15	36
V66	3	84	0	1	22	2	9	5	6	15	0
V67	5	4	0	3	0	3	1	1	0	5	2
V68	143	37	247	0	28	3	9	25	0	4	0
V69	38	1	2	16	5	45	49	11	14	0	25
V70	0	100	5	0	0	10	0	0	0	28	0
V71	0	104	0	0	0	137	16	0	0	80	0
V72	76	21	8	4	16	12	2	26	5	0	20
V73	0	19	17	0	0	56	63	0	0	0	0
V74	0	15	0	55	14	32	37	12	38	0	0
V75	49	9	30	169	1	2	0	3	36	5	0
V76	166	4	133	14	0	0	4	10	0	2	36
V77	72	8	2	0	0	7	11	0	0	0	2
V78	0	3	5	34	80	20	75	14	0	0	24
V79	7	42	18	0	2	83	0	0	0	30	0
V80	163	64	0	25	64	19	3	57	33	6	6
V81	0	0	17	124	0	6	0	0	128	7	29
V82	17	2	13	0	10	0	3	22	0	2	22
V83	794	2	319	29	111	54	31	57	61	1	0
V84	36	1	2	2	3	22	6	1	6	0	10
V85	32	33	2	23	0	0	0	0	20	12	2
V86	36	96	10	0	63	1	2	2	1	23	0
V87	13	0	22	164	0	36	18	0	18	3	0
V88	25	99	18	96	9	109	34	5	36	17	0
V89	0	8	136	99	1	22	17	6	0	4	37
V90	234	105	0	58	109	4	95	48	77	32	0
V91	17	0	0	24	44	91	50	29	15	4	10
V92	126	33	4	60	0	5	4	0	26	2	0
V93	0	17	29	22	30	6	13	96	8	7	21
V94	76	38	39	20	69	2	10	17	14	37	16
V95	4	2	71	23	14	0	0	8	51	0	49
V96	235	15	2	6	42	3	26	68	0	7	14
V97	83	12	17	4	0	23	0	5	0	0	0
V98	84	51	106	73	0	0	0	6	0	7	25
V99	0	31	87	25	62	0	35	74	0	14	78
V100	1	6	6	0	12	24	18	0	0	0	0
