MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	1.00E-04	1.10E-03	1.57E-02	1.81E-03	6.14E-03	7.01E-03	2.51E-02	2.89E-02	4.17E-02	3.02E-02
1:Del:C:1	2.20E-04	3.57E-04	3.36E-03	3.44E-04	1.28E-03	4.36E-03	5.62E-03	1.23E-02	1.99E-02	2.12E-02
1:Del:C:2	2.21E-08	5.10E-05	6.39E-04	1.21E-04	5.59E-09	7.20E-04	3.27E-03	1.45E-04	2.28E-03	1.10E-03
1:Del:C:3	3.42E-04	4.05E-04	8.85E-04	5.17E-04	3.46E-04	1.85E-03	4.12E-03	6.65E-03	0.00E+00	3.68E-03
1:Del:C:4	6.10E-04	1.85E-04	1.23E-03	3.40E-04	1.57E-03	0.00E+00	2.51E-03	2.16E-03	2.55E-03	6.62E-03
1:Del:C:5	0.00E+00	4.01E-04	3.77E-04	1.70E-03	6.32E-04	2.75E-04	1.68E-03	1.64E-03	3.64E-03	1.42E-02
1:Del:T:0	2.11E-04	1.36E-04	1.06E-02	1.20E-03	4.82E-03	4.09E-03	7.72E-03	1.20E-02	9.62E-03	2.67E-02
1:Del:T:1	4.66E-08	7.72E-07	5.73E-03	8.99E-05	1.39E-03	1.88E-03	1.88E-03	1.97E-03	9.23E-03	8.45E-03
1:Del:T:2	1.18E-08	2.25E-04	1.09E-02	1.95E-03	7.36E-04	2.87E-03	6.03E-03	3.56E-03	1.73E-02	3.74E-02
1:Del:T:3	1.75E-03	8.73E-04	7.68E-03	2.70E-03	1.20E-03	3.58E-03	6.38E-03	6.55E-03	1.53E-02	3.89E-02
1:Del:T:4	1.40E-03	1.31E-03	5.34E-03	2.28E-03	2.83E-03	0.00E+00	1.25E-02	8.10E-03	1.20E-02	7.54E-03
1:Del:T:5	6.98E-08	6.21E-08	1.79E-07	9.65E-03	1.59E-07	4.99E-07	8.86E-07	1.73E-06	7.72E-02	2.12E-02
1:Ins:C:0	1.44E-08	4.21E-08	6.32E-05	1.21E-07	2.09E-06	8.56E-04	5.79E-04	8.29E-04	1.87E-05	1.22E-05
1:Ins:C:1	3.73E-05	2.06E-08	1.47E-07	2.88E-07	2.33E-08	5.49E-04	3.87E-05	8.01E-04	6.52E-05	3.44E-08
1:Ins:C:2	3.06E-08	3.56E-05	6.34E-05	4.02E-08	4.95E-08	9.98E-05	3.17E-04	3.23E-04	2.00E-04	9.96E-04
1:Ins:C:3	7.56E-05	1.17E-05	9.86E-08	2.55E-04	3.22E-02	7.79E-08	7.33E-05	4.57E-04	1.09E-01	4.62E-03
1:Ins:C:4	4.93E-05	3.46E-04	0.00E+00	3.03E-04	1.28E-04	1.25E-04	0.00E+00	4.16E-04	9.05E-04	1.14E-03
1:Ins:C:5	2.44E-04	1.01E-03	2.19E-04	1.08E-03	1.62E-08	0.00E+00	1.69E-03	1.98E-03	6.11E-04	5.53E-03
1:Ins:T:0	8.60E-05	4.92E-04	3.24E-03	1.05E-04	3.66E-04	7.68E-04	4.03E-03	2.85E-03	6.92E-03	1.74E-02
1:Ins:T:1	6.45E-09	0.00E+00	1.24E-03	1.78E-04	9.08E-08	1.10E-03	3.00E-03	1.83E-03	2.88E-03	2.01E-03
1:Ins:T:2	0.00E+00	7.07E-05	3.29E-04	6.57E-09	1.32E-08	5.70E-04	1.83E-08	1.18E-03	9.87E-04	4.98E-04
1:Ins:T:3	1.43E-08	3.22E-04	7.91E-04	1.49E-04	1.39E-03	1.83E-04	9.68E-04	8.63E-04	2.89E-03	3.08E-03
1:Ins:T:4	1.92E-06	2.13E-03	3.49E-04	5.78E-04	1.25E-04	3.46E-04	1.44E-02	1.90E-04	1.35E-03	2.57E-02
1:Ins:T:5	8.85E-04	4.79E-03	6.91E-04	2.90E-07	1.40E-46	1.89E-03	2.45E-02	5.94E-02	5.26E-03	6.08E-02
2:Del:R:0	0.00E+00	9.40E-05	5.19E-03	0.00E+00	1.01E-03	1.63E-03	0.00E+00	4.88E-03	4.28E-03	1.84E-03
2:Del:R:1	1.95E-04	2.91E-04	2.67E-03	5.92E-04	0.00E+00	1.11E-03	9.44E-03	4.95E-03	4.06E-03	2.78E-16
2:Del:R:2	1.17E-04	0.00E+00	1.56E-04	3.59E-04	4.84E-09	3.24E-04	2.46E-03	4.83E-04	1.23E-03	1.34E-03
2:Del:R:3	9.68E-09	1.68E-08	5.28E-05	1.42E-04	1.42E-07	5.31E-08	2.15E-08	5.81E-07	1.73E-04	2.36E-04
2:Del:R:4	2.68E-02	2.40E-07	3.26E-08	3.94E-04	1.03E-06	2.09E-07	2.01E-03	3.61E-03	5.54E-07	6.56E-03
2:Del:R:5	6.52E-09	3.33E-08	6.44E-08	9.93E-08	1.31E-08	3.49E-04	2.51E-08	4.53E-04	2.63E-07	1.74E-04
3:Del:R:0	5.64E-05	1.88E-04	3.82E-04	0.00E+00	7.80E-05	2.08E-03	7.68E-04	4.34E-03	6.75E-04	1.47E-03
3:Del:R:1	1.88E-04	4.24E-04	8.78E-04	6.26E-04	4.66E-04	3.09E-04	2.09E-03	3.03E-04	2.74E-03	3.37E-03
3:Del:R:2	8.06E-05	1.01E-04	3.01E-04	4.09E-04	5.45E-04	5.01E-04	3.79E-04	2.11E-03	1.07E-03	3.20E-03
3:Del:R:3	7.66E-08	5.08E-05	1.37E-04	6.26E-08	9.28E-08	6.26E-08	4.27E-04	3.13E-04	5.26E-08	2.21E-04
3:Del:R:4	6.21E-08	1.29E-08	2.83E-08	1.18E-08	5.83E-08	2.37E-08	1.10E-07	1.36E-07	8.60E-08	2.90E-07
3:Del:R:5	6.21E-08	1.29E-08	2.83E-08	1.18E-08	5.83E-08	2.37E-08	1.10E-07	1.36E-07	8.60E-08	2.90E-07
4:Del:R:0	4.98E-05	1.22E-04	2.14E-04	4.01E-05	2.27E-04	1.98E-03	9.99E-04	2.71E-03	3.37E-03	1.20E-03
4:Del:R:1	3.14E-04	1.41E-04	7.23E-04	2.43E-04	6.03E-05	4.16E-04	2.63E-03	4.66E-03	9.08E-04	7.89E-03
4:Del:R:2	1.58E-08	2.14E-08	5.52E-05	1.13E-04	9.57E-05	7.22E-05	3.93E-04	4.65E-04	1.44E-04	7.93E-05
4:Del:R:3	7.00E-08	4.75E-08	4.34E-08	4.28E-08	8.25E-08	7.14E-05	9.64E-08	5.77E-08	7.39E-05	1.70E-04
4:Del:R:4	6.21E-08	1.29E-08	2.83E-08	1.18E-08	5.83E-08	2.37E-08	1.10E-07	1.36E-07	8.60E-08	2.90E-07
4:Del:R:5	7.32E-08	4.39E-08	3.63E-08	1.38E-04	1.05E-07	6.91E-08	1.12E-07	5.47E-08	2.51E-07	3.07E-07
5:Del:R:0	4.64E-04	6.31E-04	5.96E-05	4.42E-07	7.87E-04	7.53E-03	3.64E-03	2.86E-02	8.02E-03	4.89E-03
5:Del:R:1	1.20E-04	2.66E-04	9.63E-05	8.99E-04	5.81E-04	0.00E+00	0.00E+00	2.12E-04	1.60E-03	1.76E-03
5:Del:R:2	1.07E-07	4.88E-08	1.35E-08	1.85E-04	4.78E-08	5.30E-05	1.11E-04	1.63E-04	9.16E-05	2.02E-07
5:Del:R:3	6.21E-08	1.29E-08	2.83E-08	1.18E-08	5.83E-08	2.37E-08	1.10E-07	1.36E-07	8.60E-08	2.90E-07
5:Del:R:4	5.03E-08	3.94E-08	8.45E-08	1.08E-08	2.64E-04	9.19E-08	2.59E-05	3.20E-05	5.91E-04	7.12E-05
5:Del:R:5	1.58E-02	5.97E-08	3.36E-08	3.25E-07	1.80E-07	1.12E-07	3.77E-02	2.85E-02	3.30E-07	1.37E-02
2:Ins:R:0	2.31E-05	1.53E-04	2.87E-04	1.64E-04	3.61E-08	5.73E-04	1.98E-07	1.44E-03	3.00E-04	3.38E-03
2:Ins:R:1	3.22E-05	3.53E-08	3.00E-04	1.72E-04	2.56E-04	6.06E-04	5.74E-05	7.82E-04	9.39E-04	1.10E-03
2:Ins:R:2	0.00E+00	9.49E-05	4.83E-04	3.33E-04	7.57E-08	1.45E-04	1.36E-07	1.13E-03	1.68E-03	1.54E-05
2:Ins:R:3	1.77E-04	1.05E-04	1.09E-04	9.15E-05	7.09E-05	1.55E-08	1.41E-03	6.36E-04	7.31E-04	3.73E-03
2:Ins:R:4	0.00E+00	2.90E-04	1.20E-05	4.08E-04	4.65E-04	1.01E-04	1.99E-03	1.35E-04	6.33E-04	1.79E-03
2:Ins:R:5	0.00E+00	9.18E-04	2.81E-04	1.51E-03	1.07E-04	8.60E-04	3.43E-03	1.32E-03	6.98E-04	3.34E-03
3:Ins:R:0	3.05E-08	3.27E-08	1.29E-04	5.08E-08	3.38E-08	1.62E-04	9.73E-04	4.77E-04	1.09E-04	9.68E-04
3:Ins:R:1	7.16E-05	1.65E-08	4.08E-04	1.48E-08	3.34E-04	4.24E-08	3.08E-04	0.00E+00	1.95E-04	9.15E-04
3:Ins:R:2	3.24E-05	4.37E-08	3.31E-08	6.04E-08	4.30E-08	6.68E-08	2.86E-04	1.59E-07	1.13E-04	4.33E-07
3:Ins:R:3	8.48E-04	5.82E-08	4.22E-08	1.16E-06	3.45E-02	7.76E-08	9.63E-03	6.68E-08	6.87E-02	1.87E-02
3:Ins:R:4	7.62E-09	3.07E-08	7.55E-09	3.39E-08	2.99E-08	1.92E-04	1.38E-07	3.82E-04	2.06E-04	1.31E-07
3:Ins:R:5	7.18E-09	4.05E-05	1.05E-04	2.72E-04	1.80E-08	6.77E-05	2.99E-04	1.69E-03	1.52E-03	7.11E-04
4:Ins:R:0	5.10E-10	1.04E-04	1.16E-04	3.43E-05	0.00E+00	1.96E-04	2.15E-07	5.78E-04	8.91E-04	5.32E-07
4:Ins:R:1	0.00E+00	1.96E-04	7.39E-05	3.22E-04	4.97E-05	1.98E-04	0.00E+00	1.18E-03	6.64E-04	4.05E-03
4:Ins:R:2	6.17E-05	3.99E-05	2.90E-08	1.23E-06	4.89E-08	1.07E-04	2.83E-04	6.23E-04	2.95E-07	1.39E-03
4:Ins:R:3	5.58E-08	4.96E-08	2.45E-08	9.32E-05	1.07E-07	6.70E-08	1.22E-07	6.51E-08	3.47E-07	6.46E-04
4:Ins:R:4	2.72E-04	8.53E-09	6.94E-08	2.33E-08	1.35E-07	1.85E-08	1.67E-04	1.93E-07	1.36E-05	3.05E-07
4:Ins:R:5	1.38E-04	2.55E-04	1.47E-08	4.57E-04	4.27E-04	4.46E-04	1.30E-03	1.91E-03	1.28E-03	6.52E-03
5:Ins:R:0	2.01E-08	3.33E-08	1.13E-04	7.47E-05	1.52E-04	1.18E-06	6.01E-08	1.90E-04	6.14E-04	8.30E-08
5:Ins:R:1	0.00E+00	1.91E-04	5.94E-04	2.85E-04	1.08E-04	1.17E-03	1.58E-03	1.90E-03	1.57E-03	5.60E-03
5:Ins:R:2	6.21E-08	1.29E-08	2.83E-08	1.18E-08	5.83E-08	2.37E-08	1.10E-07	1.36E-07	8.60E-08	2.90E-07
5:Ins:R:3	3.77E-04	8.00E-05	1.75E-08	5.87E-05	4.48E-08	3.79E-08	3.23E-04	0.00E+00	6.92E-08	4.79E-04
5:Ins:R:4	7.36E-08	4.49E-08	1.04E-04	5.67E-08	1.47E-07	6.67E-08	2.92E-07	8.10E-05	1.02E-07	3.90E-07
5:Ins:R:5	1.34E-08	1.50E-07	2.92E-08	4.72E-08	7.96E-08	1.72E-04	7.67E-08	1.73E-04	1.68E-04	7.39E-05
2:Del:M:1	2.85E-05	1.98E-04	7.10E-04	3.22E-05	2.89E-07	1.55E-03	1.05E-03	2.67E-03	5.88E-04	9.81E-03
3:Del:M:1	1.17E-03	0.00E+00	8.02E-04	9.47E-07	9.52E-07	2.12E-03	3.20E-03	2.76E-03	2.89E-04	1.19E-03
3:Del:M:2	0.00E+00	1.65E-04	4.04E-04	3.05E-04	1.97E-08	8.83E-04	3.62E-03	2.51E-03	2.52E-03	6.62E-03
4:Del:M:1	0.00E+00	4.11E-04	1.38E-04	0.00E+00	5.70E-03	1.19E-03	1.52E-03	2.71E-03	1.75E-02	1.01E-02
4:Del:M:2	8.10E-10	2.40E-05	5.55E-04	6.57E-08	8.55E-05	7.84E-04	3.90E-03	2.18E-03	2.81E-03	1.56E-03
4:Del:M:3	2.01E-05	1.77E-07	4.99E-04	0.00E+00	5.45E-04	1.62E-04	7.62E-04	6.44E-04	2.86E-04	1.32E-03
5:Del:M:1	4.75E-04	1.01E-06	0.00E+00	8.35E-08	7.50E-04	1.16E-02	5.01E-02	3.95E-02	2.14E-02	1.21E-02
5:Del:M:2	5.54E-04	1.23E-08	3.22E-04	4.08E-04	2.77E-04	1.34E-02	1.17E-02	2.57E-02	1.41E-02	2.50E-06
5:Del:M:3	5.43E-06	1.02E-08	5.77E-04	7.76E-05	2.27E-03	5.71E-03	6.97E-03	1.22E-02	2.58E-03	8.83E-03
5:Del:M:4	4.14E-02	4.28E-07	9.78E-04	7.75E-04	7.78E-03	2.01E-03	7.75E-02	9.35E-07	2.32E-02	2.34E-02
5:Del:M:5	3.88E-05	2.28E-04	9.87E-09	5.69E-04	6.75E-04	3.00E-03	1.40E-46	5.91E-03	1.32E-02	1.63E-03
