Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	72	104	15	143	0	1	129	0	0	0	1
V2	69	7	228	75	32	0	30	146	0	0	0
V3	583	66	0	98	4	21	50	0	0	19	0
V4	4	14	96	0	2	10	12	57	0	0	15
V5	63	0	8	5	23	7	0	43	42	0	0
V6	91	305	0	7	216	0	2	40	0	17	0
V7	0	46	35	0	15	0	0	1	0	0	23
V8	296	0	44	0	45	0	0	27	49	0	0
V9	29	97	0	49	1	4	8	0	0	0	9
V10	0	0	106	7	0	24	3	60	1	0	0
V11	19	44	68	14	0	0	0	10	63	0	5
V12	19	0	0	145	11	0	263	0	0	0	0
V13	351	0	16	59	3	139	75	6	24	0	0
V14	191	44	0	60	5	0	30	0	0	0	0
V15	32	0	132	11	112	0	0	45	20	18	0
V16	149	0	0	41	5	32	0	0	5	28	0
V17	6	21	0	2	51	128	0	0	0	77	0
V18	0	17	40	0	35	7	0	13	7	18	0
V19	4	0	32	0	99	198	7	4	0	105	63
V20	13	40	0	44	15	10	15	0	0	0	9
V21	0	120	85	391	19	68	341	0	0	0	0
V22	29	13	10	84	11	18	55	15	0	0	17
V23	0	18	3	1	0	3	0	0	7	2	0
V24	24	18	26	0	129	59	0	2	14	20	0
V25	111	17	33	378	13	8	230	0	0	0	12
V26	60	67	61	0	43	6	50	0	0	20	0
V27	0	0	7	168	0	17	232	0	0	0	0
V28	8	212	100	0	48	184	16	5	0	95	0
V29	38	96	0	0	5	0	6	8	0	2	0
V30	2	78	7	46	15	5	116	35	0	13	0
V31	119	18	66	0	0	96	0	25	3	12	52
V32	0	0	5	72	12	4	0	0	0	8	0
V33	6	0	5	8	0	98	0	3	2	26	0
V34	89	105	0	0	0	0	0	5	0	0	55
V35	251	79	20	0	0	12	0	0	47	0	43
V36	177	68	0	76	42	0	0	18	0	0	0
V37	24	450	12	0	86	26	12	8	118	17	0
V38	326	279	0	53	120	59	62	0	0	0	38
V39	274	4	0	216	50	0	67	6	0	0	0
V40	4	60	156	28	31	0	68	75	0	0	0
V41	256	7	179	4	99	0	0	118	0	0	7
V42	14	0	114	0	2	117	9	27	0	2	0
V43	15	21	53	33	14	134	13	0	0	75	0
V44	29	7	120	81	0	115	44	33	0	23	3
V45	150	31	46	185	122	23	184	0	0	0	29
V46	332	1	0	42	34	17	73	0	0	0	0
V47	0	11	40	0	50	2	35	0	0	25	0
V48	91	35	61	43	0	26	16	51	25	25	6
V49	222	57	255	11	4	71	5	88	0	54	0
V50	0	3	0	8	343	50	0	12	172	30	56
V51	154	79	23	6	4	93	0	6	15	0	0
V52	63	99	36	1	37	6	0	46	15	13	20
V53	26	4	0	30	4	1	0	0	0	0	0
V54	28	72	39	8	14	218	1	0	20	34	0
V55	0	284	0	1	0	11	0	0	0	0	11
V56	0	0	5	0	30	1	0	23	7	3	92
V57	0	0	98	7	102	0	0	25	0	0	43
V58	17	0	3	0	120	181	0	0	37	39	0
V59	41	139	103	35	46	123	0	115	100	0	0
V60	26	0	230	10	106	28	0	44	0	0	39
V61	68	19	15	37	82	0	34	60	0	0	0
V62	99	36	25	20	51	7	1	0	0	29	26
V63	1	36	0	83	0	0	94	0	0	0	0
V64	316	48	0	89	35	0	82	0	0	0	0
V65	0	51	49	52	161	94	11	41	0	0	87
V66	78	60	0	42	48	0	14	4	0	0	0
V67	0	71	44	0	0	20	0	21	46	0	23
V68	0	5	21	3	0	10	9	4	35	0	2
V69	0	10	114	2	0	27	0	35	22	0	6
V70	54	23	29	315	19	0	168	17	0	0	0
V71	44	41	44	1	4	37	0	0	0	1	1
V72	137	64	297	0	0	20	4	225	15	73	0
V73	135	0	27	24	27	0	74	33	51	11	31
V74	28	0	5	25	7	23	31	9	25	0	0
V75	401	7	12	0	29	0	0	4	0	1	0
V76	0	156	15	3	21	25	0	10	19	19	0
V77	17	120	44	146	0	0	68	18	0	0	0
V78	19	0	4	19	187	31	0	0	10	80	1
V79	25	3	8	0	46	0	1	25	0	11	0
V80	75	35	14	0	62	0	6	1	0	0	0
V81	14	67	80	0	4	0	0	51	0	3	0
V82	7	59	19	19	219	242	0	54	0	30	87
V83	37	50	52	50	0	0	35	10	0	6	0
V84	31	0	477	0	102	36	0	403	0	25	2
V85	17	206	93	0	0	26	0	33	341	0	23
V86	2	4	68	102	0	31	117	6	0	0	0
V87	33	14	295	217	34	95	167	80	0	0	45
V88	9	3	7	6	14	3	0	3	0	0	0
V89	88	35	0	33	170	8	21	29	0	15	0
V90	80	259	0	198	0	45	156	0	0	0	0
V91	0	3	56	13	0	3	0	39	4	0	3
V92	64	1	0	1	39	11	0	23	0	0	0
V93	216	22	0	27	3	102	31	13	0	3	7
V94	42	4	17	41	5	2	11	6	0	0	0
V95	12	46	0	1	25	3	0	4	0	0	12
V96	14	1	116	89	31	0	61	72	0	0	0
V97	0	63	55	80	0	217	75	18	2	0	27
V98	75	0	25	0	27	119	28	101	0	81	5
V99	0	7	7	0	0	9	0	0	0	0	1
V100	56	52	0	72	47	0	23	0	0	0	0
