Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	350	15	93	1	0	0	0	2	77	0	11
V2	2	271	9	3	0	5	0	16	1	0	0
V3	48	107	70	10	2	0	0	24	0	0	12
V4	0	198	179	18	1	30	9	121	0	48	34
V5	0	99	0	6	0	65	93	0	0	31	0
V6	7	10	2	23	10	86	22	1	0	40	0
V7	170	291	26	0	0	27	0	38	48	0	4
V8	162	13	7	0	10	0	0	87	0	0	0
V9	0	106	0	0	24	4	0	0	4	2	0
V10	187	71	0	22	0	36	100	10	0	55	5
V11	370	0	35	25	8	40	34	0	0	49	3
V12	92	331	181	152	6	43	21	82	0	10	0
V13	37	177	5	3	56	0	7	1	0	6	0
V14	1	9	21	38	0	8	56	0	1	12	9
V15	4	0	114	6	112	0	7	12	3	0	44
V16	82	0	47	16	21	50	107	0	3	12	40
V17	59	2	0	22	109	17	0	0	0	15	28
V18	204	6	21	1	68	51	65	0	25	0	28
V19	5	101	24	0	54	29	0	0	0	0	20
V20	51	18	61	47	46	179	242	0	0	61	20
V21	30	0	89	15	26	26	7	0	22	9	22
V22	9	58	5	0	7	0	0	18	0	0	12
V23	30	24	55	198	1	16	60	19	41	11	0
V24	243	56	0	156	59	0	0	0	27	20	26
V25	15	58	306	0	75	0	27	32	0	0	26
V26	69	6	18	100	3	2	19	0	9	0	0
V27	37	85	49	2	0	31	25	0	0	0	3
V28	45	1	9	3	209	0	0	0	0	1	25
V29	47	1	10	6	69	60	3	0	0	40	0
V30	18	141	376	8	0	0	0	19	0	0	29
V31	63	36	6	0	45	0	0	33	53	0	0
V32	11	6	14	0	21	19	0	0	0	0	5
V33	1	0	7	0	55	0	0	0	0	0	0
V34	28	37	32	63	19	1	0	12	0	0	20
V35	37	0	53	63	0	25	41	0	0	0	12
V36	0	21	14	1	3	0	0	17	0	5	0
V37	44	575	15	105	40	9	0	130	0	20	8
V38	21	10	0	7	19	0	3	5	1	0	6
V39	0	1	5	0	12	35	14	0	0	5	5
V40	6	23	1	3	0	45	28	0	0	16	1
V41	38	53	0	6	19	57	0	22	0	0	0
V42	19	5	16	1	0	17	96	0	0	23	0
V43	1	0	3	43	1	12	14	0	0	16	5
V44	8	32	0	0	0	58	1	21	0	19	0
V45	36	7	14	0	4	51	72	0	0	7	8
V46	0	7	21	0	2	97	0	5	6	5	0
V47	0	519	82	15	0	0	0	166	0	0	0
V48	16	0	41	0	82	0	1	7	31	10	0
V49	179	17	51	75	1	69	64	0	0	26	13
V50	218	92	0	12	0	1	2	49	0	0	0
V51	57	10	54	15	20	29	0	40	0	4	9
V52	241	12	0	6	27	0	0	0	29	0	0
V53	3	5	44	13	1	0	0	11	0	0	0
V54	10	14	30	20	42	0	0	0	0	0	26
V55	0	0	65	148	1	1	6	1	0	0	8
V56	0	10	0	39	13	4	5	20	0	2	0
V57	136	156	3	20	0	18	64	29	26	7	0
V58	29	2	6	1	0	0	0	0	7	0	6
V59	27	6	587	109	0	60	24	0	19	7	19
V60	5	116	78	0	130	0	17	0	0	2	21
V61	20	78	0	0	31	61	47	11	0	5	7
V62	18	2	53	33	0	60	0	0	0	0	18
V63	0	64	13	67	19	32	30	0	0	10	27
V64	184	0	34	0	0	48	27	0	9	0	0
V65	27	33	0	61	33	0	20	7	0	14	0
V66	16	1	2	70	16	0	0	0	18	28	20
V67	294	6	32	32	1	0	0	7	35	0	0
V68	148	0	18	37	0	17	6	1	130	1	14
V69	8	32	1	7	54	0	0	0	0	0	0
V70	3	0	0	0	0	2	0	0	0	1	0
V71	8	3	48	3	10	1	0	0	6	5	0
V72	0	30	98	36	0	0	0	26	0	0	9
V73	122	0	41	76	16	0	7	17	36	0	0
V74	4	0	29	3	6	0	28	5	0	1	0
V75	13	3	19	46	0	0	0	0	1	0	0
V76	7	71	0	55	0	0	0	45	8	0	0
V77	25	21	15	0	7	0	0	3	0	6	0
V78	13	0	81	23	2	9	5	8	10	6	0
V79	11	112	0	52	43	13	4	5	8	12	11
V80	0	17	143	13	15	9	0	0	0	31	0
V81	122	0	28	0	2	38	30	0	20	12	0
V82	77	87	1	79	3	95	56	0	4	0	19
V83	15	57	5	0	0	0	8	0	11	1	0
V84	190	0	0	0	2	18	8	0	77	20	0
V85	2	0	30	85	0	3	0	0	6	0	10
V86	10	67	8	159	0	57	49	0	9	26	19
V87	45	41	5	0	16	6	3	18	0	3	0
V88	0	66	1	0	4	7	11	51	0	7	0
V89	0	34	178	17	14	12	0	0	0	0	0
V90	162	25	143	30	29	15	8	36	46	13	11
V91	82	13	16	47	103	0	6	0	70	20	13
V92	72	14	16	5	4	1	0	3	0	0	8
V93	62	56	93	0	172	0	23	45	0	3	52
V94	0	205	0	27	18	13	15	64	0	4	0
V95	18	78	132	1	143	17	14	9	0	34	0
V96	193	0	25	0	171	4	0	20	56	31	0
V97	1	3	115	56	9	3	0	48	0	8	13
V98	0	224	0	28	4	39	0	39	5	0	0
V99	5	21	0	0	2	6	1	0	0	17	0
V100	2	2	14	16	22	30	0	0	0	34	6
