NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.056	21.629	11.91	12.083	0.135	0.988	60000.0
2	48.293	20.866	11.271	11.542	0.135	0.989	50000.0
3	47.183	20.713	11.082	11.599	0.13	0.989	50000.0
4	47.333	20.524	10.85	11.291	0.135	0.99	60000.0
5	48.03	20.919	11.266	11.623	0.131	0.991	50000.0
6	48.26	20.933	11.369	11.766	0.135	0.99	60000.0
7	48.5	21.459	11.374	12.182	0.136	0.989	50000.0
8	50.509	21.713	12.125	12.25	0.138	0.989	50000.0
9	49.214	21.414	11.9	12.579	0.133	0.988	50000.0
10	49.219	21.405	11.598	11.868	0.134	0.989	30000.0
