NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	45.648	19.623	11.462	11.952	0.104	0.99	50000.0
2	42.31	18.337	10.049	10.844	0.104	0.992	70000.0
3	44.721	19.374	11.23	11.976	0.106	0.99	50000.0
4	43.82	19.191	10.79	11.622	0.106	0.99	70000.0
5	44.681	19.29	11.51	11.927	0.102	0.99	20000.0
6	46.307	20.2	11.52	12.153	0.109	0.99	40000.0
7	42.607	18.549	10.392	10.947	0.104	0.992	30000.0
8	44.821	19.822	10.839	11.748	0.112	0.991	40000.0
9	44.484	18.822	10.993	11.062	0.103	0.992	50000.0
10	44.401	19.513	11.175	12.036	0.107	0.99	40000.0
