MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	2.28E-04	3.12E-04	0.00E+00	7.53E-04	0.00E+00	2.32E-02	6.27E-03	2.29E-02	3.91E-03	2.04E-04	2.95E-02	5.48E-02	1.79E-02	7.46E-03	1.53E-02
1:Del:C:1	0.00E+00	0.00E+00	0.00E+00	1.41E-03	1.40E-46	1.92E-02	4.76E-03	2.16E-02	2.33E-03	1.48E-02	4.31E-02	8.19E-03	1.88E-02	7.80E-03	7.69E-03
1:Del:C:2	2.54E-07	1.52E-08	2.67E-07	3.97E-07	7.62E-08	8.75E-04	1.34E-03	2.30E-03	1.42E-03	5.17E-04	8.55E-03	2.19E-03	1.75E-03	2.29E-03	3.49E-03
1:Del:C:3	7.12E-04	5.67E-04	6.04E-04	8.70E-04	2.69E-04	1.67E-03	1.00E-03	3.39E-03	3.45E-03	3.54E-03	1.69E-02	2.86E-03	3.22E-03	2.65E-02	8.31E-03
1:Del:C:4	3.81E-04	3.98E-04	1.54E-03	4.29E-08	1.02E-03	2.39E-03	4.29E-08	4.31E-03	1.95E-03	0.00E+00	1.58E-03	2.12E-03	2.42E-02	1.73E-03	1.09E-06
1:Del:C:5	3.05E-04	2.36E-03	5.76E-03	1.05E-04	1.52E-05	0.00E+00	3.99E-04	7.01E-46	8.18E-04	7.53E-03	5.69E-04	4.30E-03	2.25E-02	3.05E-03	4.30E-03
1:Del:T:0	0.00E+00	2.62E-03	2.10E-03	2.46E-03	0.00E+00	1.41E-02	8.93E-03	2.02E-02	1.67E-02	9.41E-03	2.28E-02	3.07E-02	5.27E-02	1.24E-02	1.06E-02
1:Del:T:1	3.60E-04	1.16E-04	1.25E-02	8.21E-04	1.15E-07	1.28E-02	1.76E-03	1.33E-02	3.76E-03	9.42E-05	8.67E-03	1.19E-02	3.99E-03	9.74E-03	7.95E-04
1:Del:T:2	1.40E-46	1.23E-03	2.54E-07	1.79E-03	1.71E-05	1.45E-02	7.71E-04	1.90E-02	1.84E-02	3.85E-03	2.55E-02	2.65E-02	1.27E-02	3.30E-02	3.27E-03
1:Del:T:3	1.28E-04	1.92E-03	4.86E-03	2.48E-04	2.19E-03	1.46E-02	0.00E+00	2.84E-02	8.69E-04	4.01E-03	1.98E-02	4.06E-02	2.41E-02	3.10E-03	1.47E-02
1:Del:T:4	4.87E-04	2.10E-03	1.68E-03	3.67E-07	9.09E-04	3.53E-02	0.00E+00	6.75E-03	8.54E-03	7.43E-03	1.58E-02	2.99E-02	2.17E-02	6.54E-03	1.13E-02
1:Del:T:5	2.23E-07	5.03E-03	4.68E-08	2.64E-08	7.24E-46	2.17E-37	5.74E-06	5.79E-08	5.75E-07	3.22E-02	4.95E-07	6.93E-03	6.17E-02	2.13E-02	2.41E-02
1:Ins:C:0	4.01E-08	3.67E-05	9.10E-08	5.77E-04	2.06E-07	0.00E+00	1.73E-03	4.82E-08	4.27E-03	9.99E-05	3.22E-03	4.92E-03	7.55E-04	2.05E-03	3.89E-03
1:Ins:C:1	3.07E-08	8.76E-09	8.75E-06	5.34E-08	5.27E-08	1.73E-07	1.53E-03	7.49E-04	5.22E-04	1.41E-06	2.67E-03	2.65E-03	1.02E-06	1.89E-06	6.82E-07
1:Ins:C:2	1.91E-04	1.75E-08	4.86E-07	1.71E-04	5.74E-05	1.26E-04	3.49E-04	1.29E-03	1.18E-03	1.46E-04	2.96E-04	7.16E-04	1.29E-04	4.87E-08	2.60E-03
1:Ins:C:3	4.75E-05	2.50E-05	5.77E-08	2.41E-04	1.15E-04	1.27E-07	3.09E-04	1.37E-06	2.62E-04	2.56E-03	1.12E-03	1.07E-03	1.22E-03	3.73E-04	1.26E-03
1:Ins:C:4	5.31E-05	5.46E-04	0.00E+00	6.02E-08	3.94E-07	1.56E-08	1.14E-04	1.54E-07	1.44E-04	4.46E-07	2.14E-04	6.22E-03	4.70E-03	7.53E-04	1.75E-08
1:Ins:C:5	2.41E-03	1.12E-03	9.78E-04	4.36E-03	1.30E-04	0.00E+00	6.21E-04	4.85E-03	2.24E-03	1.17E-02	3.53E-04	1.16E-02	4.39E-03	2.00E-02	2.50E-02
1:Ins:T:0	1.94E-04	2.96E-04	8.73E-05	1.73E-04	6.70E-04	5.75E-03	1.26E-03	3.58E-03	2.53E-03	2.18E-03	1.70E-03	1.40E-02	3.12E-03	2.84E-03	9.57E-04
