NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	73.055	29.509	18.632	20.057	0.167	0.969	60000.0
2	62.993	25.969	14.688	16.789	0.151	0.978	30000.0
3	71.279	28.372	18.216	19.153	0.157	0.973	30000.0
4	71.201	28.057	17.932	18.957	0.154	0.974	30000.0
5	63.338	25.9	14.958	16.799	0.146	0.979	80000.0
6	62.187	25.445	14.856	16.335	0.149	0.98	30000.0
7	70.961	28.649	18.472	20.037	0.158	0.97	50000.0
8	63.394	25.933	15.096	17.17	0.148	0.977	50000.0
9	65.515	26.519	15.202	16.898	0.151	0.979	40000.0
10	70.663	28.353	17.604	19.048	0.16	0.972	30000.0
