NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	39.737	15.811	10.383	10.561	0.088	0.991	50000.0
2	40.407	15.576	10.031	10.182	0.088	0.992	30000.0
3	37.482	14.486	9.448	9.622	0.085	0.993	20000.0
4	41.865	16.326	11.296	11.12	0.085	0.991	30000.0
5	40.325	15.702	11.384	11.167	0.087	0.99	40000.0
6	43.323	16.613	11.538	11.046	0.09	0.992	30000.0
7	41.292	16.177	10.944	10.93	0.087	0.992	70000.0
8	36.691	14.122	8.984	9.166	0.085	0.993	30000.0
9	40.8	15.854	9.963	10.161	0.094	0.993	30000.0
10	43.132	17.087	11.186	11.335	0.092	0.991	60000.0
