Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	7	0	9	187	118	0	3	15	12	11	0	0	13	0
V2	20	10	54	2	35	77	0	0	50	0	63	8	0	0
V3	24	0	25	9	0	2	31	5	11	5	0	11	0	10
V4	74	0	9	72	0	0	0	0	0	0	0	11	0	0
V5	75	52	20	0	10	0	216	76	23	0	75	6	31	0
V6	22	0	155	0	78	22	3	42	21	38	0	26	0	0
V7	0	0	49	37	0	7	35	16	6	49	0	40	4	0
V8	51	0	380	41	0	5	93	103	0	71	0	0	0	0
V9	54	0	15	128	11	4	117	0	56	14	26	9	1	67
V10	0	34	81	103	9	28	0	0	10	17	17	17	0	10
V11	0	26	0	88	53	0	0	0	4	9	11	0	55	0
V12	23	8	0	2	0	18	0	0	0	0	0	4	10	8
V13	32	0	0	9	0	11	0	0	20	0	0	19	0	6
V14	207	31	11	35	38	0	23	0	65	10	9	0	0	0
V15	16	22	10	0	5	0	0	16	10	0	0	7	0	0
V16	0	0	3	63	33	37	33	0	0	11	0	0	10	39
V17	73	81	9	10	39	53	158	74	38	23	0	5	0	9
V18	71	39	18	41	0	40	98	70	0	7	16	11	0	0
V19	195	34	76	36	68	5	0	28	0	10	0	27	0	0
V20	187	46	150	6	0	0	0	0	0	22	0	0	0	0
V21	0	2	21	49	96	4	0	0	7	0	0	24	0	10
V22	130	164	68	95	2	16	32	0	0	0	17	0	0	0
V23	128	35	27	46	1	217	10	69	13	15	102	0	0	0
V24	1	0	4	10	43	1	52	29	0	31	0	56	0	0
V25	338	139	0	0	51	77	0	0	76	31	30	24	48	45
V26	0	5	5	0	0	5	0	0	0	0	0	0	0	12
V27	0	0	0	0	43	34	0	0	79	55	86	28	0	5
V28	0	152	103	26	104	50	46	88	23	64	0	8	0	0
V29	25	172	46	3	39	132	1	78	0	0	0	18	92	0
V30	8	0	4	8	2	0	0	0	0	0	0	0	0	0
V31	55	0	0	4	25	18	37	48	0	0	0	22	0	0
V32	201	228	5	131	0	0	0	43	0	0	0	0	0	0
V33	0	125	105	14	2	2	11	25	0	2	0	0	0	0
V34	3	5	3	49	0	0	0	20	0	0	0	0	0	0
V35	68	19	0	0	0	16	0	22	0	0	45	25	0	0
V36	11	0	3	80	21	7	1	0	10	4	0	0	0	0
V37	4	0	38	31	100	0	0	26	4	1	0	29	0	40
V38	13	8	17	46	1	0	0	6	3	13	0	0	0	0
V39	67	51	2	56	0	48	80	0	0	17	48	11	0	18
V40	76	19	25	4	0	55	0	11	0	0	26	0	0	0
V41	3	0	93	0	55	0	38	18	11	11	0	0	0	0
V42	1	25	0	0	0	29	40	15	3	10	8	17	0	0
V43	91	7	0	14	0	22	0	0	0	4	32	0	7	16
V44	0	83	0	31	2	0	0	0	6	0	0	5	0	0
V45	155	28	0	0	108	32	0	0	0	59	3	5	70	35
V46	1	4	105	0	59	1	11	48	16	0	0	19	0	0
V47	0	0	0	113	102	24	94	3	139	72	0	0	21	0
V48	93	8	1	28	62	0	0	97	36	0	5	49	16	0
V49	87	10	18	10	0	31	0	62	0	0	35	0	0	0
V50	73	155	0	0	11	0	216	3	38	0	11	9	26	0
V51	70	44	1	1	18	0	0	6	15	13	28	14	0	0
V52	0	23	0	7	12	188	0	5	20	0	0	11	0	47
V53	0	0	88	38	3	0	0	0	5	0	0	17	0	3
V54	169	0	279	110	225	0	65	42	77	9	5	93	0	0
V55	0	3	12	22	18	38	88	0	28	18	0	0	0	0
V56	8	100	57	1	0	0	0	16	0	0	55	0	0	0
V57	244	116	10	118	0	27	42	34	0	0	20	8	17	0
V58	6	75	107	18	0	0	0	23	1	8	31	0	0	0
V59	187	26	0	8	105	0	0	0	0	17	0	72	0	24
V60	31	1	0	67	24	21	0	28	20	5	0	20	0	0
V61	0	338	85	105	0	0	0	0	0	0	0	27	0	0
V62	5	0	32	51	0	125	0	19	0	8	0	10	0	0
V63	18	56	0	0	52	85	0	13	20	12	0	9	0	9
V64	0	42	171	0	46	56	0	15	3	0	10	0	30	0
V65	8	127	8	2	63	0	16	0	36	26	57	3	0	0
V66	89	0	0	6	0	62	4	17	0	9	5	0	32	0
V67	63	454	117	9	0	0	0	11	0	0	0	2	30	0
V68	0	100	0	1	0	9	25	0	39	29	0	8	0	1
V69	238	0	6	19	20	0	0	22	9	0	0	17	11	0
V70	28	17	84	8	34	23	4	4	5	0	55	10	0	0
V71	4	85	0	0	15	0	0	7	16	6	0	7	0	5
V72	19	3	14	14	0	0	0	6	0	0	0	0	0	0
V73	39	0	23	0	0	15	10	0	0	0	0	0	52	0
V74	408	0	64	42	47	0	0	153	62	0	0	10	0	0
V75	2	0	3	244	0	0	15	2	14	11	0	0	40	6
V76	0	0	97	28	0	8	0	15	38	41	0	3	0	0
V77	337	6	0	0	31	373	0	0	3	63	29	0	4	21
V78	132	1	29	131	0	40	0	0	0	0	39	20	0	1
V79	6	1	8	7	26	0	0	0	35	37	0	11	0	0
V80	32	45	24	24	6	0	0	10	0	0	5	5	9	0
V81	0	55	81	74	2	24	0	0	6	0	13	4	0	0
V82	18	0	12	7	35	122	8	0	0	12	89	3	0	2
V83	66	2	25	60	0	20	1	0	2	1	0	0	20	4
V84	67	97	19	12	0	23	54	73	0	0	0	0	0	0
V85	114	71	0	0	107	38	0	101	83	60	0	46	0	0
V86	7	0	84	24	0	1	22	44	0	13	0	0	0	0
V87	14	1	14	0	0	3	0	0	0	27	78	0	0	5
V88	5	10	21	6	0	1	0	12	0	10	0	0	0	0
V89	145	128	30	0	223	81	0	69	8	64	0	11	0	23
V90	0	1	1	35	34	0	0	0	32	9	0	8	0	0
V91	22	0	0	8	0	156	0	13	1	24	32	0	0	21
V92	19	71	0	53	68	41	85	10	26	0	70	10	10	0
V93	7	10	231	64	9	2	0	0	10	0	8	0	2	2
V94	4	0	37	8	0	4	14	0	7	0	0	0	0	0
V95	22	0	97	12	202	0	11	0	99	97	0	46	0	0
V96	15	0	73	4	2	0	45	4	11	3	0	0	0	0
V97	1	71	47	3	99	0	0	15	95	6	0	0	0	0
V98	19	102	0	6	16	2	1	0	0	0	0	0	1	2
V99	14	157	154	142	0	65	48	0	0	14	0	16	0	17
V100	0	1	0	6	79	0	0	0	74	45	0	30	0	0
