De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID8 (100.00%), 15.86,  8.41, 0.051, 1.00, 1.00
Signature 83-B, Signature ID2 (100.00%), 5.48,  1.19, 0.034, 1.00, 1.00
Signature 83-C, Signature 83-C, 0, 0, 0, 1, 1
Signature 83-D, Signature ID9 (100.00%), 7.87,  4.07, 0.089, 1.00, 1.00
Signature 83-E, Signature 83-E, 0, 0, 0, 1, 1
Signature 83-F, Signature ID1 (100.00%), 4.03,  0.94, 0.059, 1.00, 1.00
