NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	127.138	42.164	40.035	31.075	0.239	0.939	30000.0
2	134.142	43.148	43.943	33.425	0.244	0.931	30000.0
3	123.957	41.225	39.116	31.065	0.229	0.939	40000.0
4	126.201	41.511	39.592	30.81	0.237	0.94	40000.0
5	128.529	42.779	40.485	32.165	0.243	0.933	20000.0
6	126.149	41.798	39.412	31.257	0.242	0.938	20000.0
7	134.274	42.421	42.065	31.753	0.25	0.938	20000.0
8	126.429	41.563	39.684	30.685	0.236	0.941	20000.0
9	136.525	42.625	42.787	31.403	0.245	0.939	20000.0
10	136.42	42.301	42.647	31.599	0.242	0.939	20000.0
